,,Latinx Population,White Population,Native American Population,Asian Population,Black Population,Number of Air BnB Listings
2011,13140,160.0,12516.0,87.0,2.0,106.0,0.0
2011,13141,0.0,1563.0,9.0,0.0,0.0,0.0
2011,13142,258.0,19232.0,64.0,112.0,58.0,0.0
2011,13143,394.0,9202.0,43.0,88.0,843.0,0.0
2011,13144,6.0,4414.0,61.0,0.0,126.0,0.0
2011,13145,84.0,5174.0,318.0,160.0,10.0,0.0
2011,13146,154.0,6645.0,39.0,0.0,187.0,0.0
2011,13147,112.0,4484.0,25.0,40.0,48.0,0.0
2011,13148,632.0,31673.0,303.0,522.0,161.0,0.0
2011,13152,676.0,23464.0,763.0,248.0,69.0,0.0
2011,13153,0.0,765.0,0.0,0.0,0.0,0.0
2011,13155,0.0,2223.0,3.0,3.0,0.0,0.0
2011,13156,20.0,6295.0,26.0,0.0,93.0,0.0
2011,13157,0.0,2498.0,8.0,0.0,0.0,0.0
2011,13158,18.0,5793.0,37.0,0.0,35.0,0.0
2011,13159,242.0,15424.0,89.0,491.0,203.0,0.0
2011,13160,108.0,6042.0,13.0,23.0,33.0,0.0
2011,13162,0.0,1265.0,0.0,58.0,0.0,0.0
2011,13163,0.0,760.0,16.0,0.0,0.0,0.0
2011,13164,132.0,7228.0,212.0,48.0,26.0,0.0
2011,13165,294.0,30966.0,52.0,70.0,400.0,0.0
2011,13166,140.0,16189.0,196.0,198.0,27.0,0.0
2011,13167,0.0,10303.0,6.0,0.0,34.0,0.0
2011,13202,210.0,5208.0,535.0,1126.0,9692.0,0.0
2011,13203,2992.0,26840.0,982.0,5080.0,13775.0,0.0
2011,13204,7414.0,37381.0,1579.0,1633.0,16901.0,0.0
2011,13205,2988.0,18844.0,1520.0,1651.0,31395.0,0.0
2011,13206,2016.0,37479.0,332.0,1170.0,6782.0,0.0
2011,13207,1216.0,22584.0,482.0,85.0,17200.0,0.0
2011,13208,2612.0,50999.0,1732.0,7442.0,9475.0,0.0
2011,13209,634.0,39891.0,339.0,464.0,314.0,0.0
2011,13210,2084.0,57279.0,963.0,12967.0,16257.0,0.0
2011,13211,418.0,18476.0,530.0,169.0,566.0,0.0
2011,13212,718.0,56878.0,922.0,1014.0,3008.0,0.0
2011,13214,624.0,19486.0,46.0,984.0,3392.0,0.0
2011,13215,986.0,42935.0,534.0,520.0,1606.0,0.0
2011,13219,630.0,43868.0,222.0,218.0,729.0,0.0
2011,13224,926.0,15753.0,33.0,1020.0,11118.0,0.0
2011,13290,0.0,0.0,0.0,0.0,0.0,0.0
2011,13301,0.0,477.0,0.0,0.0,0.0,0.0
2011,13302,56.0,4497.0,25.0,46.0,0.0,0.0
2011,13303,24.0,2927.0,47.0,15.0,6.0,0.0
2011,13304,0.0,4066.0,31.0,23.0,15.0,0.0
2011,13305,70.0,661.0,0.0,0.0,0.0,0.0
2011,13308,28.0,11188.0,0.0,0.0,0.0,0.0
2011,13309,124.0,18187.0,124.0,164.0,114.0,0.0
2011,13310,46.0,2339.0,0.0,0.0,0.0,0.0
2011,13312,0.0,909.0,0.0,0.0,93.0,0.0
2011,13313,8.0,1841.0,0.0,0.0,0.0,0.0
2011,13314,0.0,1368.0,0.0,0.0,0.0,0.0
2011,13315,72.0,4822.0,31.0,53.0,12.0,0.0
2011,13316,118.0,19754.0,175.0,84.0,201.0,0.0
2011,13317,202.0,10831.0,127.0,6.0,274.0,0.0
2011,13318,10.0,3486.0,4.0,14.0,26.0,0.0
2011,13319,40.0,3217.0,0.0,0.0,0.0,0.0
2011,13320,52.0,6228.0,12.0,0.0,0.0,0.0
2011,13321,0.0,3366.0,0.0,0.0,0.0,0.0
2011,13322,16.0,3655.0,10.0,58.0,9.0,0.0
2011,13323,536.0,31207.0,130.0,1450.0,1004.0,0.0
2011,13324,106.0,6846.0,52.0,8.0,83.0,0.0
2011,13325,8.0,2748.0,6.0,0.0,0.0,0.0
2011,13326,172.0,16186.0,58.0,460.0,210.0,0.0
2011,13327,26.0,6236.0,44.0,0.0,9.0,0.0
2011,13328,0.0,3525.0,0.0,0.0,0.0,0.0
2011,13329,14.0,11524.0,105.0,232.0,113.0,0.0
2011,13331,0.0,759.0,0.0,0.0,0.0,0.0
2011,13332,2.0,8240.0,40.0,36.0,0.0,0.0
2011,13333,0.0,129.0,0.0,0.0,0.0,0.0
2011,13334,208.0,3624.0,0.0,0.0,0.0,0.0
2011,13335,90.0,4798.0,0.0,184.0,97.0,0.0
2011,13337,0.0,1839.0,0.0,0.0,0.0,0.0
2011,13338,28.0,3265.0,38.0,136.0,0.0,0.0
2011,13339,204.0,20940.0,105.0,261.0,82.0,0.0
2011,13340,192.0,23087.0,79.0,294.0,438.0,0.0
2011,13341,0.0,309.0,0.0,0.0,30.0,0.0
2011,13342,0.0,678.0,0.0,0.0,0.0,0.0
2011,13343,52.0,4276.0,24.0,0.0,142.0,0.0
2011,13345,0.0,594.0,0.0,0.0,0.0,0.0
2011,13346,280.0,18040.0,28.0,865.0,1192.0,0.0
2011,13348,60.0,3423.0,10.0,0.0,34.0,0.0
2011,13350,378.0,29031.0,267.0,295.0,674.0,0.0
2011,13352,0.0,513.0,0.0,0.0,0.0,0.0
2011,13353,0.0,150.0,0.0,0.0,0.0,0.0
2011,13354,14.0,9692.0,116.0,34.0,66.0,0.0
2011,13355,28.0,2307.0,0.0,0.0,90.0,0.0
2011,13357,478.0,32844.0,57.0,280.0,208.0,0.0
2011,13360,0.0,1547.0,0.0,2.0,3.0,0.0
2011,13361,32.0,2862.0,21.0,0.0,50.0,0.0
2011,13362,0.0,396.0,0.0,0.0,0.0,0.0
2011,13363,130.0,8133.0,16.0,36.0,166.0,0.0
2011,13364,14.0,1037.0,0.0,0.0,0.0,0.0
2011,13365,92.0,25277.0,166.0,32.0,569.0,0.0
2011,13367,306.0,24614.0,192.0,20.0,124.0,0.0
2011,13368,54.0,3711.0,36.0,0.0,162.0,0.0
2011,13402,32.0,4709.0,0.0,32.0,69.0,0.0
2011,13403,1910.0,15604.0,439.0,627.0,4706.0,0.0
2011,13404,0.0,636.0,0.0,0.0,66.0,0.0
2011,13406,0.0,2578.0,4.0,0.0,0.0,0.0
2011,13407,166.0,16175.0,94.0,48.0,54.0,0.0
2011,13408,176.0,9174.0,142.0,220.0,1051.0,0.0
2011,13409,14.0,8493.0,272.0,6.0,356.0,0.0
2011,13410,10.0,757.0,0.0,12.0,0.0,0.0
2011,13411,84.0,11175.0,82.0,56.0,59.0,0.0
2011,13413,506.0,45138.0,212.0,2757.0,589.0,0.0
2011,13415,0.0,189.0,0.0,0.0,0.0,0.0
2011,13416,44.0,6120.0,10.0,60.0,155.0,0.0
2011,13417,386.0,9807.0,22.0,0.0,222.0,0.0
2011,13418,0.0,633.0,0.0,528.0,0.0,0.0
2011,13420,40.0,3047.0,0.0,0.0,0.0,0.0
2011,13421,616.0,41321.0,919.0,266.0,316.0,0.0
2011,13424,148.0,7309.0,39.0,28.0,590.0,0.0
2011,13425,36.0,6633.0,0.0,48.0,3.0,0.0
2011,13428,58.0,4117.0,0.0,28.0,58.0,0.0
2011,13431,6.0,6180.0,0.0,0.0,42.0,0.0
2011,13433,18.0,5274.0,15.0,68.0,63.0,0.0
2011,13435,10.0,640.0,74.0,12.0,0.0,0.0
2011,13436,0.0,318.0,0.0,0.0,0.0,0.0
2011,13437,14.0,1511.0,0.0,0.0,0.0,0.0
2011,13438,18.0,12229.0,10.0,66.0,118.0,0.0
2011,13439,68.0,10988.0,92.0,72.0,0.0,0.0
2011,13440,4064.0,113814.0,940.0,2538.0,7927.0,0.0
2011,13441,0.0,21.0,0.0,0.0,84.0,0.0
2011,13450,0.0,426.0,0.0,0.0,0.0,0.0
2011,13452,108.0,13894.0,76.0,36.0,93.0,0.0
2011,13454,16.0,1895.0,0.0,0.0,46.0,0.0
2011,13456,130.0,11539.0,5.0,14.0,56.0,0.0
2011,13459,10.0,6248.0,26.0,244.0,68.0,0.0
2011,13460,122.0,12611.0,16.0,0.0,56.0,0.0
2011,13461,30.0,9287.0,24.0,0.0,46.0,0.0
2011,13464,0.0,3201.0,27.0,0.0,0.0,0.0
2011,13468,20.0,1542.0,0.0,0.0,0.0,0.0
2011,13469,0.0,1833.0,0.0,0.0,0.0,0.0
2011,13470,18.0,1839.0,9.0,0.0,6.0,0.0
2011,13471,148.0,10239.0,14.0,0.0,39.0,0.0
2011,13472,0.0,762.0,0.0,0.0,66.0,0.0
2011,13473,10.0,2005.0,0.0,0.0,0.0,0.0
2011,13475,0.0,9.0,0.0,0.0,0.0,0.0
2011,13476,122.0,8552.0,22.0,96.0,44.0,0.0
2011,13477,0.0,5174.0,43.0,0.0,189.0,0.0
2011,13478,104.0,8263.0,10.0,0.0,3.0,0.0
2011,13480,82.0,10408.0,8.0,16.0,297.0,0.0
2011,13483,16.0,636.0,0.0,0.0,0.0,0.0
2011,13484,0.0,651.0,0.0,0.0,0.0,0.0
2011,13485,0.0,2536.0,24.0,0.0,13.0,0.0
2011,13486,24.0,1863.0,0.0,0.0,0.0,0.0
2011,13488,0.0,516.0,0.0,6.0,0.0,0.0
2011,13489,0.0,1501.0,28.0,0.0,0.0,0.0
2011,13490,0.0,4455.0,0.0,0.0,0.0,0.0
2011,13491,128.0,10317.0,42.0,36.0,4.0,0.0
2011,13492,190.0,33391.0,110.0,192.0,293.0,0.0
2011,13493,14.0,6492.0,122.0,0.0,11.0,0.0
2011,13494,0.0,1034.0,20.0,0.0,0.0,0.0
2011,13495,142.0,6336.0,6.0,16.0,109.0,0.0
2011,13501,7870.0,75509.0,920.0,14611.0,18184.0,0.0
2011,13502,4432.0,85090.0,812.0,3824.0,11054.0,0.0
2011,13601,3130.0,101064.0,1423.0,3243.0,7677.0,0.0
2011,13602,766.0,6641.0,304.0,70.0,1428.0,0.0
2011,13603,3754.0,21024.0,694.0,1613.0,3201.0,0.0
2011,13605,102.0,13898.0,97.0,84.0,122.0,0.0
2011,13606,154.0,7901.0,369.0,118.0,16.0,0.0
2011,13607,96.0,5385.0,42.0,30.0,117.0,0.0
2011,13608,46.0,4704.0,40.0,19.0,42.0,0.0
2011,13612,506.0,7765.0,103.0,253.0,339.0,0.0
2011,13613,84.0,7614.0,55.0,16.0,45.0,0.0
2011,13614,0.0,925.0,0.0,10.0,0.0,0.0
2011,13615,22.0,3289.0,16.0,4.0,137.0,0.0
2011,13616,484.0,4948.0,202.0,68.0,442.0,0.0
2011,13617,830.0,30852.0,277.0,521.0,1397.0,0.0
2011,13618,42.0,5040.0,6.0,56.0,45.0,0.0
2011,13619,1028.0,31761.0,115.0,467.0,921.0,0.0
2011,13620,52.0,6539.0,7.0,16.0,24.0,0.0
2011,13621,16.0,2134.0,0.0,10.0,10.0,0.0
2011,13622,6.0,7985.0,14.0,32.0,12.0,0.0
2011,13623,0.0,309.0,0.0,0.0,9.0,0.0
2011,13624,626.0,14502.0,144.0,112.0,1764.0,0.0
2011,13625,4.0,5633.0,14.0,6.0,8.0,0.0
2011,13626,20.0,5431.0,0.0,8.0,96.0,0.0
2011,13628,8.0,671.0,0.0,36.0,120.0,0.0
2011,13630,92.0,4466.0,0.0,8.0,12.0,0.0
2011,13633,0.0,1110.0,20.0,0.0,0.0,0.0
2011,13634,140.0,11854.0,14.0,334.0,81.0,0.0
2011,13635,4.0,2508.0,34.0,2.0,0.0,0.0
2011,13636,4.0,860.0,12.0,0.0,13.0,0.0
2011,13637,1058.0,8403.0,484.0,629.0,2281.0,0.0
2011,13638,0.0,1126.0,0.0,52.0,75.0,0.0
2011,13639,24.0,650.0,14.0,0.0,0.0,0.0
2011,13640,0.0,564.0,0.0,0.0,0.0,0.0
2011,13641,0.0,237.0,0.0,0.0,0.0,0.0
2011,13642,624.0,27807.0,169.0,186.0,2004.0,0.0
2011,13643,170.0,31.0,0.0,0.0,0.0,0.0
2011,13646,2.0,8806.0,62.0,87.0,8.0,0.0
2011,13647,0.0,24.0,0.0,88.0,0.0,0.0
2011,13648,32.0,7546.0,52.0,128.0,30.0,0.0
2011,13650,0.0,3672.0,22.0,66.0,0.0,0.0
2011,13651,0.0,729.0,0.0,0.0,0.0,0.0
2011,13652,4.0,4359.0,3.0,64.0,28.0,0.0
2011,13654,54.0,6646.0,46.0,8.0,15.0,0.0
2011,13655,40.0,1314.0,7153.0,1175.0,267.0,0.0
2011,13656,12.0,8176.0,40.0,0.0,0.0,0.0
2011,13658,46.0,5934.0,25.0,47.0,0.0,0.0
2011,13659,0.0,1522.0,82.0,0.0,0.0,0.0
2011,13660,12.0,6698.0,4.0,96.0,118.0,0.0
2011,13661,10.0,5590.0,18.0,4.0,74.0,0.0
2011,13662,640.0,47109.0,924.0,1218.0,295.0,0.0
2011,13664,0.0,1709.0,2.0,24.0,12.0,0.0
2011,13665,52.0,3801.0,0.0,0.0,153.0,0.0
2011,13666,0.0,1230.0,0.0,0.0,12.0,0.0
2011,13667,0.0,9673.0,43.0,24.0,25.0,0.0
2011,13668,118.0,9762.0,87.0,108.0,108.0,0.0
2011,13669,742.0,47468.0,397.0,660.0,2891.0,0.0
2011,13670,14.0,1387.0,13.0,20.0,42.0,0.0
2011,13672,14.0,1742.0,21.0,0.0,6.0,0.0
2011,13673,194.0,6444.0,114.0,124.0,514.0,0.0
2011,13674,0.0,546.0,0.0,0.0,0.0,0.0
2011,13675,0.0,132.0,0.0,0.0,0.0,0.0
2011,13676,916.0,44223.0,393.0,1354.0,2501.0,0.0
2011,13677,0.0,564.0,0.0,0.0,0.0,0.0
2011,13678,0.0,744.0,0.0,0.0,0.0,0.0
2011,13679,84.0,5150.0,0.0,0.0,84.0,0.0
2011,13680,28.0,3213.0,0.0,0.0,7.0,0.0
2011,13681,8.0,2264.0,12.0,18.0,9.0,0.0
2011,13682,0.0,2118.0,12.0,12.0,0.0,0.0
2011,13684,4.0,2897.0,0.0,2.0,60.0,0.0
2011,13685,74.0,6559.0,6.0,116.0,74.0,0.0
2011,13687,0.0,1626.0,0.0,0.0,3.0,0.0
2011,13690,10.0,2671.0,50.0,114.0,30.0,0.0
2011,13691,104.0,8661.0,167.0,36.0,217.0,0.0
2011,13692,0.0,321.0,0.0,0.0,0.0,0.0
2011,13693,0.0,1614.0,0.0,136.0,0.0,0.0
2011,13694,0.0,3876.0,16.0,0.0,12.0,0.0
2011,13695,0.0,225.0,0.0,0.0,0.0,0.0
2011,13696,0.0,123.0,0.0,0.0,0.0,0.0
2011,13697,136.0,6645.0,42.0,0.0,9.0,0.0
2011,13730,330.0,8854.0,22.0,132.0,52.0,0.0
2011,13731,108.0,2589.0,20.0,40.0,54.0,0.0
2011,13732,198.0,24326.0,69.0,370.0,105.0,0.0
2011,13733,168.0,15830.0,10.0,128.0,71.0,0.0
2011,13734,28.0,7184.0,0.0,52.0,25.0,0.0
2011,13736,8.0,7203.0,111.0,16.0,58.0,0.0
2011,13739,84.0,2609.0,18.0,200.0,0.0,0.0
2011,13740,20.0,1263.0,96.0,76.0,0.0,0.0
2011,13743,166.0,10854.0,72.0,122.0,202.0,0.0
2011,13744,28.0,4006.0,96.0,0.0,0.0,0.0
2011,13746,0.0,6867.0,48.0,40.0,0.0,0.0
2011,13748,30.0,11318.0,26.0,80.0,90.0,0.0
2011,13750,10.0,2611.0,0.0,0.0,0.0,0.0
2011,13751,14.0,434.0,0.0,0.0,0.0,0.0
2011,13752,0.0,2365.0,10.0,0.0,0.0,0.0
2011,13753,576.0,16077.0,30.0,100.0,721.0,0.0
2011,13754,134.0,11233.0,109.0,0.0,277.0,0.0
2011,13755,48.0,4637.0,0.0,70.0,72.0,0.0
2011,13756,70.0,1705.0,0.0,0.0,0.0,0.0
2011,13757,28.0,3264.0,0.0,12.0,15.0,0.0
2011,13760,2362.0,124525.0,525.0,2255.0,4955.0,0.0
2011,13774,0.0,216.0,0.0,0.0,0.0,0.0
2011,13775,34.0,5064.0,0.0,0.0,45.0,0.0
2011,13776,2.0,1568.0,0.0,100.0,0.0,0.0
2011,13777,24.0,1980.0,0.0,0.0,0.0,0.0
2011,13778,138.0,17091.0,68.0,330.0,195.0,0.0
2011,13780,34.0,3091.0,0.0,0.0,0.0,0.0
2011,13782,30.0,1766.0,40.0,0.0,26.0,0.0
2011,13783,152.0,6399.0,0.0,182.0,268.0,0.0
2011,13784,0.0,393.0,0.0,0.0,0.0,0.0
2011,13786,12.0,1212.0,0.0,0.0,21.0,0.0
2011,13787,168.0,11395.0,0.0,18.0,7.0,0.0
2011,13788,8.0,2623.0,0.0,68.0,203.0,0.0
2011,13790,1308.0,50528.0,218.0,3392.0,2992.0,0.0
2011,13794,0.0,327.0,0.0,0.0,0.0,0.0
2011,13795,0.0,11309.0,48.0,20.0,204.0,0.0
2011,13796,10.0,3702.0,10.0,16.0,0.0,0.0
2011,13797,6.0,6305.0,10.0,0.0,34.0,0.0
2011,13801,26.0,4158.0,99.0,80.0,34.0,0.0
2011,13802,0.0,1887.0,0.0,0.0,0.0,0.0
2011,13803,132.0,11170.0,106.0,398.0,129.0,0.0
2011,13804,0.0,1089.0,0.0,0.0,48.0,0.0
2011,13806,0.0,486.0,0.0,0.0,0.0,0.0
2011,13807,8.0,3476.0,6.0,40.0,57.0,0.0
2011,13808,0.0,4547.0,50.0,28.0,0.0,0.0
2011,13809,178.0,4592.0,0.0,0.0,0.0,0.0
2011,13810,24.0,3692.0,19.0,92.0,0.0,0.0
2011,13811,68.0,12598.0,76.0,20.0,218.0,0.0
2011,13812,8.0,6877.0,190.0,0.0,6.0,0.0
2011,13813,60.0,2838.0,0.0,0.0,20.0,0.0
2011,13815,398.0,41965.0,159.0,107.0,625.0,0.0
2011,13820,2260.0,62495.0,356.0,1813.0,3494.0,0.0
2011,13825,154.0,10118.0,134.0,0.0,73.0,0.0
2011,13826,0.0,0.0,0.0,0.0,0.0,0.0
2011,13827,598.0,33841.0,131.0,232.0,389.0,0.0
2011,13830,398.0,13365.0,208.0,326.0,155.0,0.0
2011,13832,8.0,2186.0,24.0,0.0,0.0,0.0
2011,13833,82.0,12443.0,65.0,0.0,0.0,0.0
2011,13834,0.0,120.0,0.0,0.0,0.0,0.0
2011,13835,0.0,4737.0,147.0,0.0,6.0,0.0
2011,13838,252.0,11414.0,64.0,596.0,58.0,0.0
2011,13839,80.0,4712.0,0.0,0.0,195.0,0.0
2011,13841,0.0,1555.0,4.0,16.0,0.0,0.0
2011,13842,42.0,1698.0,78.0,0.0,73.0,0.0
2011,13843,136.0,4538.0,4.0,0.0,50.0,0.0
2011,13844,44.0,2199.0,0.0,0.0,169.0,0.0
2011,13845,0.0,261.0,0.0,0.0,0.0,0.0
2011,13846,0.0,882.0,0.0,0.0,0.0,0.0
2011,13847,0.0,381.0,0.0,0.0,0.0,0.0
2011,13849,200.0,13859.0,38.0,68.0,36.0,0.0
2011,13850,1254.0,57907.0,403.0,6517.0,1164.0,0.0
2011,13856,250.0,19512.0,62.0,0.0,18.0,0.0
2011,13859,0.0,900.0,0.0,0.0,15.0,0.0
2011,13860,0.0,303.0,0.0,0.0,0.0,0.0
2011,13861,44.0,1160.0,0.0,0.0,84.0,0.0
2011,13862,130.0,12696.0,54.0,0.0,64.0,0.0
2011,13863,0.0,1959.0,0.0,0.0,30.0,0.0
2011,13864,2.0,3225.0,45.0,54.0,33.0,0.0
2011,13865,138.0,18650.0,185.0,66.0,263.0,0.0
2011,13901,1264.0,51653.0,759.0,1308.0,3445.0,0.0
2011,13902,1228.0,12094.0,173.0,4599.0,1677.0,0.0
2011,13903,1058.0,51379.0,378.0,1575.0,6414.0,0.0
2011,13904,762.0,24542.0,155.0,1297.0,2377.0,0.0
2011,13905,3284.0,67308.0,245.0,8707.0,7363.0,0.0
2011,14001,220.0,28119.0,1140.0,48.0,75.0,0.0
2011,14004,562.0,33239.0,58.0,72.0,2770.0,0.0
2011,14005,94.0,6263.0,0.0,300.0,0.0,0.0
2011,14006,314.0,27224.0,558.0,0.0,245.0,0.0
2011,14008,50.0,3596.0,60.0,0.0,93.0,0.0
2011,14009,22.0,16335.0,88.0,178.0,44.0,0.0
2011,14011,2144.0,21525.0,362.0,252.0,6481.0,0.0
2011,14012,118.0,6873.0,185.0,0.0,124.0,0.0
2011,14013,30.0,3510.0,1350.0,196.0,118.0,0.0
2011,14020,1648.0,65400.0,321.0,488.0,3449.0,0.0
2011,14024,2.0,5176.0,8.0,44.0,0.0,0.0
2011,14025,16.0,9678.0,0.0,0.0,12.0,0.0
2011,14026,32.0,1853.0,0.0,0.0,0.0,0.0
2011,14028,54.0,3884.0,3.0,0.0,39.0,0.0
2011,14030,0.0,4885.0,16.0,44.0,16.0,0.0
2011,14031,90.0,26980.0,0.0,468.0,166.0,0.0
2011,14032,76.0,20941.0,0.0,744.0,242.0,0.0
2011,14033,0.0,6935.0,0.0,0.0,74.0,0.0
2011,14034,512.0,6196.0,184.0,32.0,1642.0,0.0
2011,14035,0.0,636.0,0.0,0.0,0.0,0.0
2011,14036,0.0,15206.0,42.0,126.0,317.0,0.0
2011,14037,0.0,3129.0,0.0,0.0,0.0,0.0
2011,14039,0.0,412.0,0.0,0.0,4.0,0.0
2011,14040,92.0,6252.0,130.0,0.0,9.0,0.0
2011,14041,0.0,985.0,10.0,0.0,0.0,0.0
2011,14042,80.0,11897.0,10.0,36.0,136.0,0.0
2011,14043,642.0,71347.0,212.0,554.0,1082.0,0.0
2011,14047,350.0,20485.0,15.0,458.0,138.0,0.0
2011,14048,6514.0,38305.0,913.0,460.0,1515.0,0.0
2011,14051,552.0,51548.0,732.0,7756.0,1270.0,0.0
2011,14052,146.0,51219.0,94.0,464.0,1067.0,0.0
2011,14054,22.0,3770.0,16.0,116.0,12.0,0.0
2011,14055,0.0,4800.0,0.0,0.0,0.0,0.0
2011,14057,170.0,23634.0,54.0,310.0,17.0,0.0
2011,14058,510.0,6259.0,98.0,56.0,121.0,0.0
2011,14059,36.0,26021.0,0.0,0.0,48.0,0.0
2011,14060,0.0,1733.0,20.0,0.0,0.0,0.0
2011,14061,6.0,834.0,15.0,0.0,0.0,0.0
2011,14062,246.0,9498.0,17.0,20.0,15.0,0.0
2011,14063,744.0,41242.0,173.0,1047.0,1140.0,0.0
2011,14065,34.0,5435.0,2.0,0.0,39.0,0.0
2011,14066,4.0,3971.0,7.0,24.0,6.0,0.0
2011,14067,172.0,13989.0,89.0,68.0,52.0,0.0
2011,14068,132.0,19252.0,9.0,1480.0,1264.0,0.0
2011,14069,20.0,1940.0,54.0,0.0,6.0,0.0
2011,14070,780.0,16445.0,1848.0,131.0,1611.0,0.0
2011,14072,774.0,55882.0,228.0,3412.0,1309.0,0.0
2011,14075,1450.0,123394.0,602.0,707.0,1743.0,0.0
2011,14080,166.0,13054.0,80.0,72.0,0.0,0.0
2011,14081,324.0,5710.0,2616.0,875.0,145.0,0.0
2011,14082,0.0,1245.0,0.0,0.0,0.0,0.0
2011,14085,226.0,19503.0,80.0,70.0,407.0,0.0
2011,14086,1260.0,91566.0,268.0,630.0,716.0,0.0
2011,14091,570.0,2807.0,913.0,100.0,36.0,0.0
2011,14092,62.0,31686.0,1584.0,420.0,21.0,0.0
2011,14094,3432.0,136844.0,1220.0,1924.0,10206.0,0.0
2011,14098,122.0,8935.0,45.0,32.0,249.0,0.0
2011,14101,34.0,6598.0,56.0,0.0,89.0,0.0
2011,14102,188.0,4739.0,0.0,0.0,84.0,0.0
2011,14103,1162.0,29211.0,432.0,76.0,2586.0,0.0
2011,14105,96.0,13900.0,18.0,56.0,50.0,0.0
2011,14108,0.0,17395.0,186.0,130.0,578.0,0.0
2011,14109,138.0,2288.0,0.0,0.0,210.0,0.0
2011,14111,304.0,8862.0,195.0,52.0,41.0,0.0
2011,14112,0.0,36.0,0.0,0.0,0.0,0.0
2011,14113,0.0,1844.0,14.0,0.0,0.0,0.0
2011,14120,1226.0,129758.0,208.0,1596.0,1648.0,0.0
2011,14125,206.0,11142.0,0.0,132.0,233.0,0.0
2011,14126,0.0,2379.0,0.0,0.0,0.0,0.0
2011,14127,1250.0,86272.0,163.0,856.0,1056.0,0.0
2011,14129,18.0,3806.0,1128.0,132.0,52.0,0.0
2011,14130,0.0,841.0,10.0,0.0,0.0,0.0
2011,14131,22.0,14335.0,222.0,472.0,144.0,0.0
2011,14132,62.0,17796.0,1752.0,100.0,197.0,0.0
2011,14134,0.0,267.0,0.0,0.0,0.0,0.0
2011,14135,42.0,355.0,0.0,36.0,16.0,0.0
2011,14136,310.0,14825.0,180.0,28.0,90.0,0.0
2011,14138,26.0,6117.0,38.0,16.0,0.0,0.0
2011,14139,48.0,5372.0,30.0,154.0,0.0,0.0
2011,14141,614.0,22468.0,86.0,636.0,200.0,0.0
2011,14143,42.0,2938.0,48.0,128.0,16.0,0.0
2011,14145,0.0,4241.0,28.0,0.0,36.0,0.0
2011,14150,2550.0,119111.0,945.0,2382.0,2946.0,0.0
2011,14167,38.0,4662.0,20.0,8.0,82.0,0.0
2011,14168,0.0,129.0,162.0,0.0,0.0,0.0
2011,14169,0.0,1089.0,0.0,0.0,0.0,0.0
2011,14170,0.0,7710.0,0.0,204.0,0.0,0.0
2011,14171,168.0,5503.0,0.0,0.0,22.0,0.0
2011,14172,22.0,9535.0,0.0,0.0,99.0,0.0
2011,14173,0.0,849.0,87.0,0.0,0.0,0.0
2011,14174,240.0,16276.0,80.0,0.0,139.0,0.0
2011,14201,8694.0,17656.0,685.0,918.0,11334.0,0.0
2011,14202,1046.0,6927.0,39.0,666.0,2309.0,0.0
2011,14203,172.0,940.0,12.0,124.0,2326.0,0.0
2011,14204,1560.0,5213.0,187.0,54.0,22893.0,0.0
2011,14206,1626.0,56119.0,1173.0,576.0,8455.0,0.0
2011,14207,6960.0,50985.0,889.0,4680.0,9039.0,0.0
2011,14208,500.0,5524.0,121.0,1316.0,27425.0,0.0
2011,14209,1032.0,13791.0,42.0,384.0,9610.0,0.0
2011,14210,1754.0,37480.0,813.0,720.0,1808.0,0.0
2011,14211,1302.0,14525.0,921.0,1920.0,50497.0,0.0
2011,14212,282.0,15615.0,72.0,2134.0,15272.0,0.0
2011,14213,12778.0,32332.0,1623.0,6968.0,15775.0,0.0
2011,14214,1420.0,29179.0,389.0,8079.0,22302.0,0.0
2011,14215,2004.0,21138.0,777.0,2209.0,97878.0,0.0
2011,14216,3468.0,52825.0,419.0,1082.0,12295.0,0.0
2011,14217,1390.0,66572.0,553.0,1134.0,1470.0,0.0
2011,14218,3810.0,48777.0,373.0,240.0,4438.0,0.0
2011,14219,322.0,33083.0,66.0,140.0,522.0,0.0
2011,14220,3078.0,67887.0,410.0,434.0,3125.0,0.0
2011,14221,2548.0,140137.0,538.0,16713.0,5346.0,0.0
2011,14222,1384.0,36851.0,550.0,2764.0,4543.0,0.0
2011,14223,1652.0,64226.0,198.0,1866.0,1699.0,0.0
2011,14224,1968.0,115554.0,681.0,1547.0,1315.0,0.0
2011,14225,1568.0,86743.0,856.0,1902.0,8575.0,0.0
2011,14226,1318.0,73728.0,247.0,9077.0,7693.0,0.0
2011,14227,940.0,62627.0,843.0,1170.0,3750.0,0.0
2011,14228,1752.0,48649.0,538.0,5326.0,5368.0,0.0
2011,14261,726.0,10725.0,235.0,3820.0,2135.0,0.0
2011,14301,1314.0,25317.0,674.0,1296.0,9952.0,0.0
2011,14302,0.0,291.0,0.0,0.0,0.0,0.0
2011,14303,84.0,11993.0,550.0,192.0,4458.0,0.0
2011,14304,1384.0,83010.0,1315.0,2240.0,3829.0,0.0
2011,14305,798.0,36632.0,438.0,346.0,17158.0,0.0
2011,14411,1758.0,35743.0,502.0,687.0,4640.0,0.0
2011,14414,90.0,21022.0,60.0,96.0,337.0,0.0
2011,14415,0.0,345.0,0.0,0.0,0.0,0.0
2011,14416,360.0,10443.0,15.0,0.0,111.0,0.0
