"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $200","GROSS RENT!!Occupied units paying rent!!$200 to $299","GROSS RENT!!Occupied units paying rent!!$300 to $499","GROSS RENT!!Occupied units paying rent!!$500 to $749","GROSS RENT!!Occupied units paying rent!!$750 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"    Estimate","","867,643","762,228","105,415","1.9","4.5","","867,643","7,550","5,724","9,007","21,663","44,676","96,726","681,912","224","161","","867,643","11,323","64,313","36,067","50,078","71,091","111,771","81,775","69,974","371,251","","867,643","99,637","104,535","268,634","211,235","111,610","36,625","15,630","7,025","12,712","3.4","","867,643","121,027","354,923","257,988","103,957","19,977","9,771","","762,228","172,744","589,484","2.01","2.09","","762,228","323,855","189,880","102,618","59,615","62,009","24,251","","762,228","588,819","152,476","17,154","3,779","","762,228","285,461","13,934","161,365","249,313","1,052","0","331","24,312","26,460","","762,228","3,242","7,839","31,301","","762,228","722,661","23,023","16,544","","172,744","5,797","2,156","1,612","872","4,986","23,731","58,544","75,046","888,500","","172,744","90,783","81,961","","90,783","127","1,083","600","4,460","8,432","10,491","65,590","2,949","81,961","8,120","7,477","4,359","3,773","58,232","951","","90,582","51,081","10,401","7,776","3,977","17,347","201","80,382","41,893","9,569","6,085","3,757","2,858","1,866","14,354","1,579","","575,568","6,614","28,868","29,647","46,736","58,956","111,588","293,159","1,531","13,916","","559,060","101,404","68,312","65,702","64,901","57,174","201,567","30,424"
"    Margin of Error","","±2,373","±8,765","±7,961","±0.6","±0.7","","±2,373","±1,547","±1,323","±1,753","±2,930","±4,477","±4,869","±6,403","±195","±271","","±2,373","±1,649","±4,779","±3,939","±4,674","±4,963","±6,869","±6,276","±5,448","±10,023","","±2,373","±6,355","±5,951","±7,636","±8,047","±6,038","±3,321","±1,918","±1,601","±1,676","±0.2","","±2,373","±6,788","±9,089","±8,005","±5,285","±2,933","±1,742","","±8,765","±7,278","±10,114","±0.05","±0.03","","±8,765","±9,774","±6,622","±5,456","±4,662","±4,532","±2,644","","±8,765","±9,236","±6,975","±2,838","±1,039","","±8,765","±9,482","±2,407","±6,994","±9,385","±683","±189","±360","±2,708","±3,142","","±8,765","±1,122","±1,701","±3,755","","±8,765","±8,636","±3,110","±2,335","","±7,278","±1,393","±873","±614","±529","±1,385","±2,778","±3,890","±4,628","±30,252","","±7,278","±5,301","±6,231","","±5,301","±153","±826","±516","±1,755","±1,734","±1,959","±4,497","±127","±6,231","±1,705","±1,448","±1,128","±1,189","±5,583","±94","","±5,330","±4,798","±1,736","±1,985","±997","±2,396","±191","±6,127","±3,882","±1,996","±1,335","±1,242","±1,033","±872","±2,870","±629","","±10,037","±1,577","±3,626","±2,802","±4,289","±4,672","±5,777","±9,385","±41","±2,642","","±10,137","±6,655","±4,665","±5,027","±5,359","±5,534","±7,039","±4,360"
"    Percent","","867,643","87.9%","12.1%","(X)","(X)","","867,643","0.9%","0.7%","1.0%","2.5%","5.1%","11.1%","78.6%","0.0%","0.0%","","867,643","1.3%","7.4%","4.2%","5.8%","8.2%","12.9%","9.4%","8.1%","42.8%","","867,643","11.5%","12.0%","31.0%","24.3%","12.9%","4.2%","1.8%","0.8%","1.5%","(X)","","867,643","13.9%","40.9%","29.7%","12.0%","2.3%","1.1%","","762,228","22.7%","77.3%","(X)","(X)","","762,228","42.5%","24.9%","13.5%","7.8%","8.1%","3.2%","","762,228","77.2%","20.0%","2.3%","0.5%","","762,228","37.5%","1.8%","21.2%","32.7%","0.1%","0.0%","0.0%","3.2%","3.5%","","762,228","0.4%","1.0%","4.1%","","762,228","94.8%","3.0%","2.2%","","172,744","3.4%","1.2%","0.9%","0.5%","2.9%","13.7%","33.9%","43.4%","(X)","","172,744","52.6%","47.4%","","90,783","0.1%","1.2%","0.7%","4.9%","9.3%","11.6%","72.2%","(X)","81,961","9.9%","9.1%","5.3%","4.6%","71.0%","(X)","","90,582","56.4%","11.5%","8.6%","4.4%","19.2%","(X)","80,382","52.1%","11.9%","7.6%","4.7%","3.6%","2.3%","17.9%","(X)","","575,568","1.1%","5.0%","5.2%","8.1%","10.2%","19.4%","50.9%","(X)","(X)","","559,060","18.1%","12.2%","11.8%","11.6%","10.2%","36.1%","(X)"
"    Percent Margin of Error","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±0.2","±0.2","±0.2","±0.3","±0.5","±0.6","±0.7","±0.1","±0.1","","(X)","±0.2","±0.6","±0.5","±0.5","±0.6","±0.8","±0.7","±0.6","±1.1","","(X)","±0.7","±0.7","±0.9","±0.9","±0.7","±0.4","±0.2","±0.2","±0.2","(X)","","(X)","±0.8","±1.0","±0.9","±0.6","±0.3","±0.2","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±1.1","±0.9","±0.7","±0.6","±0.6","±0.3","","(X)","±0.9","±0.9","±0.4","±0.1","","(X)","±1.1","±0.3","±0.9","±1.1","±0.1","±0.1","±0.1","±0.4","±0.4","","(X)","±0.1","±0.2","±0.5","","(X)","±0.5","±0.4","±0.3","","(X)","±0.8","±0.5","±0.4","±0.3","±0.8","±1.4","±2.0","±1.9","(X)","","(X)","±2.6","±2.6","","(X)","±0.2","±0.9","±0.6","±1.8","±1.9","±2.0","±3.1","(X)","(X)","±2.0","±1.8","±1.3","±1.5","±2.8","(X)","","(X)","±3.6","±2.0","±2.1","±1.1","±2.4","(X)","(X)","±3.8","±2.2","±1.6","±1.5","±1.3","±1.1","±3.0","(X)","","(X)","±0.3","±0.6","±0.5","±0.7","±0.8","±1.0","±1.3","(X)","(X)","","(X)","±1.1","±0.8","±0.9","±1.0","±1.0","±1.1","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","847,773","785,985","61,788","1.6","2.7","","847,773","159,382","69,232","177,037","96,865","48,586","33,504","261,541","1,382","244","","847,773","7,015","43,472","27,466","33,792","48,810","115,714","178,667","146,984","245,853","","847,773","31,211","33,705","183,783","221,351","164,286","108,822","46,264","27,591","30,760","4.3","","847,773","36,913","224,631","282,012","227,906","54,546","21,765","","785,985","338,516","447,469","3.11","2.78","","785,985","253,041","264,541","125,224","62,633","46,843","33,703","","785,985","296,200","315,971","135,717","38,097","","785,985","579,742","15,468","48,731","128,198","163","749","142","6,321","6,471","","785,985","3,383","6,428","17,777","","785,985","711,273","49,642","25,070","","338,516","10,240","4,675","10,637","18,457","42,341","114,743","126,385","11,038","447,300","","338,516","204,878","133,638","","204,878","570","2,195","4,449","10,432","24,630","31,957","130,645","2,361","133,638","9,695","6,307","5,628","7,678","104,330","776","","203,545","54,783","22,259","21,929","18,521","86,053","1,333","132,233","49,281","21,257","12,624","10,588","6,459","5,073","26,951","1,405","","432,053","2,210","8,559","11,190","22,130","43,057","174,248","170,659","1,386","15,416","","422,696","45,025","43,679","44,137","46,219","36,811","206,825","24,773"
"    Margin of Error","","±1,078","±3,862","±3,802","±0.3","±0.4","","±1,078","±4,844","±3,565","±5,105","±4,328","±3,397","±3,154","±5,391","±598","±237","","±1,078","±1,254","±2,821","±1,971","±2,566","±3,074","±4,492","±6,290","±5,004","±5,522","","±1,078","±3,032","±2,784","±5,978","±6,177","±5,905","±4,794","±2,923","±1,952","±2,111","±0.1","","±1,078","±3,083","±6,387","±6,806","±5,759","±3,446","±1,887","","±3,862","±6,439","±6,729","±0.03","±0.03","","±3,862","±6,323","±7,271","±4,650","±2,831","±2,962","±2,023","","±3,862","±6,108","±5,980","±4,596","±2,515","","±3,862","±5,985","±1,698","±3,079","±4,764","±181","±451","±172","±1,152","±1,066","","±3,862","±1,073","±1,407","±1,839","","±3,862","±4,809","±3,241","±2,921","","±6,439","±1,577","±1,198","±1,405","±2,176","±2,579","±4,455","±4,376","±1,509","±5,557","","±6,439","±5,823","±4,309","","±5,823","±344","±623","±799","±1,564","±1,730","±2,561","±4,819","±36","±4,309","±1,634","±1,062","±1,125","±1,507","±3,854","±19","","±5,794","±3,383","±2,274","±2,146","±1,911","±4,245","±472","±4,335","±2,781","±1,830","±1,418","±1,512","±883","±793","±2,152","±477","","±6,910","±768","±1,381","±1,629","±2,212","±3,309","±6,410","±6,333","±14","±2,179","","±6,855","±3,261","±3,250","±3,284","±3,526","±2,975","±6,342","±2,499"
"    Percent","","847,773","92.7%","7.3%","(X)","(X)","","847,773","18.8%","8.2%","20.9%","11.4%","5.7%","4.0%","30.9%","0.2%","0.0%","","847,773","0.8%","5.1%","3.2%","4.0%","5.8%","13.6%","21.1%","17.3%","29.0%","","847,773","3.7%","4.0%","21.7%","26.1%","19.4%","12.8%","5.5%","3.3%","3.6%","(X)","","847,773","4.4%","26.5%","33.3%","26.9%","6.4%","2.6%","","785,985","43.1%","56.9%","(X)","(X)","","785,985","32.2%","33.7%","15.9%","8.0%","6.0%","4.3%","","785,985","37.7%","40.2%","17.3%","4.8%","","785,985","73.8%","2.0%","6.2%","16.3%","0.0%","0.1%","0.0%","0.8%","0.8%","","785,985","0.4%","0.8%","2.3%","","785,985","90.5%","6.3%","3.2%","","338,516","3.0%","1.4%","3.1%","5.5%","12.5%","33.9%","37.3%","3.3%","(X)","","338,516","60.5%","39.5%","","204,878","0.3%","1.1%","2.2%","5.1%","12.0%","15.6%","63.8%","(X)","133,638","7.3%","4.7%","4.2%","5.7%","78.1%","(X)","","203,545","26.9%","10.9%","10.8%","9.1%","42.3%","(X)","132,233","37.3%","16.1%","9.5%","8.0%","4.9%","3.8%","20.4%","(X)","","432,053","0.5%","2.0%","2.6%","5.1%","10.0%","40.3%","39.5%","(X)","(X)","","422,696","10.7%","10.3%","10.4%","10.9%","8.7%","48.9%","(X)"
"    Percent Margin of Error","","(X)","±0.4","±0.4","(X)","(X)","","(X)","±0.6","±0.4","±0.6","±0.5","±0.4","±0.4","±0.6","±0.1","±0.1","","(X)","±0.1","±0.3","±0.2","±0.3","±0.4","±0.5","±0.7","±0.6","±0.7","","(X)","±0.4","±0.3","±0.7","±0.7","±0.7","±0.6","±0.3","±0.2","±0.2","(X)","","(X)","±0.4","±0.8","±0.8","±0.7","±0.4","±0.2","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±0.8","±0.9","±0.6","±0.4","±0.4","±0.3","","(X)","±0.8","±0.7","±0.6","±0.3","","(X)","±0.7","±0.2","±0.4","±0.6","±0.1","±0.1","±0.1","±0.1","±0.1","","(X)","±0.1","±0.2","±0.2","","(X)","±0.5","±0.4","±0.4","","(X)","±0.5","±0.3","±0.4","±0.6","±0.8","±1.1","±1.1","±0.4","(X)","","(X)","±1.1","±1.1","","(X)","±0.2","±0.3","±0.4","±0.7","±0.8","±1.2","±1.3","(X)","(X)","±1.2","±0.8","±0.8","±1.1","±1.7","(X)","","(X)","±1.5","±1.1","±1.0","±0.9","±1.6","(X)","(X)","±1.7","±1.3","±1.0","±1.1","±0.7","±0.6","±1.5","(X)","","(X)","±0.2","±0.3","±0.4","±0.5","±0.7","±1.3","±1.3","(X)","(X)","","(X)","±0.8","±0.7","±0.8","±0.8","±0.7","±1.4","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","178,596","164,971","13,625","2.5","7.2","","178,596","60,869","44,442","44,728","6,177","3,456","2,696","15,639","542","47","","178,596","1,044","17,363","18,734","26,151","29,303","27,237","14,588","9,100","35,076","","178,596","4,686","3,817","21,783","21,853","38,399","40,659","19,996","11,754","15,649","5.5","","178,596","5,008","27,315","36,580","83,136","21,094","5,463","","164,971","112,509","52,462","2.97","2.52","","164,971","43,647","55,256","29,970","17,468","11,142","7,488","","164,971","27,003","63,375","54,443","20,150","","164,971","144,607","2,715","6,089","10,324","0","98","30","349","759","","164,971","826","884","6,436","","164,971","157,490","5,506","1,975","","112,509","4,076","899","1,644","1,814","10,153","54,091","37,240","2,592","441,000","","112,509","77,689","34,820","","77,689","69","311","309","2,262","7,156","14,420","53,162","2,386","34,820","71","73","604","1,126","32,946","825","","77,044","20,667","11,918","8,163","6,159","30,137","645","34,526","10,032","6,970","4,070","3,232","1,794","2,094","6,334","294","","49,284","2,157","2,928","1,284","4,149","7,176","18,539","13,051","1,149","3,178","","47,253","5,869","4,377","5,822","3,620","4,215","23,350","5,209"
"    Margin of Error","","±639","±1,697","±1,639","±0.8","±1.5","","±639","±2,890","±3,150","±2,824","±1,243","±939","±759","±1,960","±276","±78","","±639","±460","±2,261","±2,178","±2,518","±2,502","±2,409","±1,600","±1,489","±2,412","","±639","±1,155","±867","±2,554","±1,865","±2,893","±3,026","±2,001","±1,685","±1,624","±0.2","","±639","±1,170","±2,756","±3,185","±3,608","±1,833","±1,055","","±1,697","±3,620","±3,517","±0.05","±0.10","","±1,697","±2,688","±2,680","±2,417","±1,720","±1,164","±1,021","","±1,697","±2,601","±3,114","±3,180","±2,290","","±1,697","±2,227","±756","±1,154","±1,323","±189","±162","±48","±195","±367","","±1,697","±555","±531","±1,434","","±1,697","±2,288","±1,300","±790","","±3,620","±809","±398","±630","±624","±1,583","±2,928","±2,689","±877","±8,685","","±3,620","±3,381","±2,326","","±3,381","±121","±204","±207","±644","±1,119","±1,688","±2,798","±56","±2,326","±83","±125","±326","±375","±2,295","±23","","±3,467","±1,997","±1,588","±1,408","±1,196","±2,657","±421","±2,277","±1,260","±999","±746","±879","±566","±871","±1,179","±218","","±3,427","±1,107","±776","±501","±1,138","±1,463","±2,087","±1,930","±39","±843","","±3,432","±1,409","±1,035","±1,429","±895","±1,146","±2,523","±1,333"
"    Percent","","178,596","92.4%","7.6%","(X)","(X)","","178,596","34.1%","24.9%","25.0%","3.5%","1.9%","1.5%","8.8%","0.3%","0.0%","","178,596","0.6%","9.7%","10.5%","14.6%","16.4%","15.3%","8.2%","5.1%","19.6%","","178,596","2.6%","2.1%","12.2%","12.2%","21.5%","22.8%","11.2%","6.6%","8.8%","(X)","","178,596","2.8%","15.3%","20.5%","46.5%","11.8%","3.1%","","164,971","68.2%","31.8%","(X)","(X)","","164,971","26.5%","33.5%","18.2%","10.6%","6.8%","4.5%","","164,971","16.4%","38.4%","33.0%","12.2%","","164,971","87.7%","1.6%","3.7%","6.3%","0.0%","0.1%","0.0%","0.2%","0.5%","","164,971","0.5%","0.5%","3.9%","","164,971","95.5%","3.3%","1.2%","","112,509","3.6%","0.8%","1.5%","1.6%","9.0%","48.1%","33.1%","2.3%","(X)","","112,509","69.1%","30.9%","","77,689","0.1%","0.4%","0.4%","2.9%","9.2%","18.6%","68.4%","(X)","34,820","0.2%","0.2%","1.7%","3.2%","94.6%","(X)","","77,044","26.8%","15.5%","10.6%","8.0%","39.1%","(X)","34,526","29.1%","20.2%","11.8%","9.4%","5.2%","6.1%","18.3%","(X)","","49,284","4.4%","5.9%","2.6%","8.4%","14.6%","37.6%","26.5%","(X)","(X)","","47,253","12.4%","9.3%","12.3%","7.7%","8.9%","49.4%","(X)"
