"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $200","GROSS RENT!!Occupied units paying rent!!$200 to $299","GROSS RENT!!Occupied units paying rent!!$300 to $499","GROSS RENT!!Occupied units paying rent!!$500 to $749","GROSS RENT!!Occupied units paying rent!!$750 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"    Estimate","","852,642","726,357","126,285","3.5","4.4","","852,642","5,582","5,541","7,342","17,510","46,747","95,068","673,977","293","582","","852,642","8,969","61,756","29,310","57,397","71,213","103,531","85,480","61,022","373,964","","852,642","103,279","118,875","268,160","194,686","94,486","39,095","16,366","8,566","9,129","3.3","","852,642","128,078","360,429","242,707","95,406","18,768","7,254","","726,357","167,447","558,910","2.05","2.19","","726,357","257,466","209,667","110,165","59,562","60,638","28,859","","726,357","565,404","140,138","17,562","3,253","","726,357","277,885","11,011","152,460","235,066","850","317","89","27,877","20,802","","726,357","2,217","6,541","21,013","","726,357","687,328","20,846","18,183","","167,447","6,633","2,882","1,270","899","5,698","21,974","59,190","68,901","848,600","","167,447","86,545","80,902","","86,545","225","857","2,681","2,489","10,201","11,585","58,507","2,844","80,902","9,075","6,729","5,009","3,365","56,724","893","","85,329","48,072","10,066","6,185","4,337","16,669","1,216","79,642","42,284","9,288","7,148","3,982","2,767","1,974","12,199","1,260","","548,523","7,410","25,048","28,260","47,190","65,592","102,706","272,317","1,490","10,387","","537,732","95,295","62,098","69,419","56,859","47,906","206,155","21,178"
"    Margin of Error","","±1,821","±8,266","±8,087","±1.1","±0.7","","±1,821","±1,547","±1,790","±1,937","±2,668","±4,604","±5,882","±7,579","±318","±467","","±1,821","±1,817","±4,703","±3,250","±5,229","±5,783","±6,248","±5,647","±4,855","±9,979","","±1,821","±7,018","±6,782","±9,836","±8,365","±5,674","±4,398","±2,370","±2,019","±1,587","±0.1","","±1,821","±7,163","±10,245","±8,844","±5,773","±2,646","±1,649","","±8,266","±6,340","±9,608","±0.06","±0.03","","±8,266","±8,947","±7,452","±5,334","±4,818","±4,535","±2,943","","±8,266","±9,282","±6,545","±3,028","±1,089","","±8,266","±8,424","±1,903","±6,950","±8,833","±770","±277","±147","±3,539","±2,400","","±8,266","±933","±1,324","±2,499","","±8,266","±8,257","±2,859","±2,855","","±6,340","±1,742","±1,201","±639","±444","±1,174","±2,923","±4,491","±3,929","±31,991","","±6,340","±4,696","±5,076","","±4,696","±248","±544","±1,234","±758","±1,902","±2,052","±3,834","±142","±5,076","±1,923","±1,579","±1,251","±1,105","±4,306","±100","","±4,565","±3,767","±2,224","±1,262","±1,210","±2,368","±804","±5,230","±4,267","±1,705","±1,815","±1,200","±1,049","±793","±2,457","±692","","±10,299","±1,778","±2,722","±3,365","±4,438","±4,585","±6,027","±7,207","±29","±2,211","","±9,929","±6,575","±4,959","±5,528","±4,781","±4,697","±7,430","±3,052"
"    Percent","","852,642","85.2%","14.8%","(X)","(X)","","852,642","0.7%","0.6%","0.9%","2.1%","5.5%","11.1%","79.0%","0.0%","0.1%","","852,642","1.1%","7.2%","3.4%","6.7%","8.4%","12.1%","10.0%","7.2%","43.9%","","852,642","12.1%","13.9%","31.5%","22.8%","11.1%","4.6%","1.9%","1.0%","1.1%","(X)","","852,642","15.0%","42.3%","28.5%","11.2%","2.2%","0.9%","","726,357","23.1%","76.9%","(X)","(X)","","726,357","35.4%","28.9%","15.2%","8.2%","8.3%","4.0%","","726,357","77.8%","19.3%","2.4%","0.4%","","726,357","38.3%","1.5%","21.0%","32.4%","0.1%","0.0%","0.0%","3.8%","2.9%","","726,357","0.3%","0.9%","2.9%","","726,357","94.6%","2.9%","2.5%","","167,447","4.0%","1.7%","0.8%","0.5%","3.4%","13.1%","35.3%","41.1%","(X)","","167,447","51.7%","48.3%","","86,545","0.3%","1.0%","3.1%","2.9%","11.8%","13.4%","67.6%","(X)","80,902","11.2%","8.3%","6.2%","4.2%","70.1%","(X)","","85,329","56.3%","11.8%","7.2%","5.1%","19.5%","(X)","79,642","53.1%","11.7%","9.0%","5.0%","3.5%","2.5%","15.3%","(X)","","548,523","1.4%","4.6%","5.2%","8.6%","12.0%","18.7%","49.6%","(X)","(X)","","537,732","17.7%","11.5%","12.9%","10.6%","8.9%","38.3%","(X)"
"    Percent Margin of Error","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±0.2","±0.2","±0.2","±0.3","±0.5","±0.7","±0.9","±0.1","±0.1","","(X)","±0.2","±0.6","±0.4","±0.6","±0.7","±0.7","±0.7","±0.6","±1.2","","(X)","±0.8","±0.8","±1.1","±1.0","±0.7","±0.5","±0.3","±0.2","±0.2","(X)","","(X)","±0.8","±1.2","±1.0","±0.7","±0.3","±0.2","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±1.0","±1.0","±0.7","±0.7","±0.6","±0.4","","(X)","±0.9","±0.9","±0.4","±0.1","","(X)","±1.1","±0.3","±1.0","±1.1","±0.1","±0.1","±0.1","±0.5","±0.3","","(X)","±0.1","±0.2","±0.3","","(X)","±0.5","±0.4","±0.4","","(X)","±1.0","±0.7","±0.4","±0.3","±0.7","±1.6","±2.3","±2.0","(X)","","(X)","±2.2","±2.2","","(X)","±0.3","±0.6","±1.4","±0.8","±2.1","±2.2","±2.8","(X)","(X)","±2.2","±2.0","±1.4","±1.4","±3.0","(X)","","(X)","±3.6","±2.4","±1.4","±1.4","±2.6","(X)","(X)","±3.8","±2.1","±2.2","±1.5","±1.3","±1.0","±2.9","(X)","","(X)","±0.3","±0.5","±0.6","±0.8","±0.8","±1.1","±1.0","(X)","(X)","","(X)","±1.1","±0.9","±1.0","±0.9","±0.8","±1.4","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","841,254","784,243","57,011","1.2","2.5","","841,254","157,941","78,522","170,904","96,507","48,857","33,636","253,303","1,544","40","","841,254","6,596","45,258","23,361","27,302","48,396","118,957","184,036","143,059","244,289","","841,254","32,136","37,183","174,061","205,249","168,819","116,950","46,882","25,237","34,737","4.4","","841,254","38,156","219,584","275,957","233,783","53,207","20,567","","784,243","344,236","440,007","3.10","2.74","","784,243","210,772","286,118","128,702","68,090","50,852","39,709","","784,243","295,852","321,534","128,953","37,904","","784,243","536,796","18,804","46,943","165,021","638","534","156","6,656","8,695","","784,243","2,447","5,401","18,938","","784,243","706,876","52,006","25,361","","344,236","12,226","4,603","9,732","17,354","43,497","121,477","124,579","10,768","439,500","","344,236","209,833","134,403","","209,833","364","2,199","4,686","10,129","25,255","34,122","133,078","2,358","134,403","8,646","6,637","4,924","5,644","108,552","758","","208,529","56,047","23,845","20,145","18,296","90,196","1,304","132,315","45,924","22,286","14,450","10,168","7,432","7,200","24,855","2,088","","427,042","2,598","7,963","12,762","24,159","48,940","179,730","150,890","1,333","12,965","","417,923","45,974","49,012","46,657","41,896","35,772","198,612","22,084"
"    Margin of Error","","±938","±4,427","±4,221","±0.4","±0.4","","±938","±4,274","±3,149","±4,724","±4,450","±3,205","±2,714","±5,680","±459","±66","","±938","±1,338","±2,948","±2,061","±2,918","±3,589","±5,635","±6,374","±6,118","±6,818","","±938","±3,210","±2,716","±7,448","±7,037","±5,624","±4,412","±3,264","±1,975","±2,468","±0.1","","±938","±3,390","±6,605","±7,576","±5,955","±3,270","±1,794","","±4,427","±5,841","±5,820","±0.04","±0.03","","±4,427","±6,293","±7,682","±4,794","±3,160","±3,480","±2,238","","±4,427","±6,266","±7,134","±4,876","±2,790","","±4,427","±6,886","±1,549","±3,037","±5,357","±408","±381","±128","±1,152","±1,293","","±4,427","±568","±1,058","±2,237","","±4,427","±5,482","±3,333","±2,307","","±5,841","±1,387","±871","±1,260","±1,628","±3,224","±4,055","±4,157","±1,332","±5,924","","±5,841","±5,262","±4,567","","±5,262","±226","±687","±905","±1,313","±2,241","±2,701","±4,179","±34","±4,567","±1,347","±1,275","±879","±1,002","±4,002","±19","","±5,158","±3,468","±1,987","±1,730","±1,821","±3,532","±604","±4,377","±3,207","±2,452","±1,517","±1,280","±1,131","±1,125","±2,402","±744","","±6,038","±1,008","±1,475","±2,081","±2,496","±3,329","±5,232","±5,996","±13","±1,664","","±6,008","±4,070","±3,346","±3,956","±3,467","±3,197","±5,561","±2,456"
"    Percent","","841,254","93.2%","6.8%","(X)","(X)","","841,254","18.8%","9.3%","20.3%","11.5%","5.8%","4.0%","30.1%","0.2%","0.0%","","841,254","0.8%","5.4%","2.8%","3.2%","5.8%","14.1%","21.9%","17.0%","29.0%","","841,254","3.8%","4.4%","20.7%","24.4%","20.1%","13.9%","5.6%","3.0%","4.1%","(X)","","841,254","4.5%","26.1%","32.8%","27.8%","6.3%","2.4%","","784,243","43.9%","56.1%","(X)","(X)","","784,243","26.9%","36.5%","16.4%","8.7%","6.5%","5.1%","","784,243","37.7%","41.0%","16.4%","4.8%","","784,243","68.4%","2.4%","6.0%","21.0%","0.1%","0.1%","0.0%","0.8%","1.1%","","784,243","0.3%","0.7%","2.4%","","784,243","90.1%","6.6%","3.2%","","344,236","3.6%","1.3%","2.8%","5.0%","12.6%","35.3%","36.2%","3.1%","(X)","","344,236","61.0%","39.0%","","209,833","0.2%","1.0%","2.2%","4.8%","12.0%","16.3%","63.4%","(X)","134,403","6.4%","4.9%","3.7%","4.2%","80.8%","(X)","","208,529","26.9%","11.4%","9.7%","8.8%","43.3%","(X)","132,315","34.7%","16.8%","10.9%","7.7%","5.6%","5.4%","18.8%","(X)","","427,042","0.6%","1.9%","3.0%","5.7%","11.5%","42.1%","35.3%","(X)","(X)","","417,923","11.0%","11.7%","11.2%","10.0%","8.6%","47.5%","(X)"
"    Percent Margin of Error","","(X)","±0.5","±0.5","(X)","(X)","","(X)","±0.5","±0.4","±0.6","±0.5","±0.4","±0.3","±0.7","±0.1","±0.1","","(X)","±0.2","±0.4","±0.2","±0.3","±0.4","±0.7","±0.8","±0.7","±0.8","","(X)","±0.4","±0.3","±0.9","±0.8","±0.7","±0.5","±0.4","±0.2","±0.3","(X)","","(X)","±0.4","±0.8","±0.9","±0.7","±0.4","±0.2","","(X)","±0.7","±0.7","(X)","(X)","","(X)","±0.8","±0.9","±0.6","±0.4","±0.4","±0.3","","(X)","±0.8","±0.9","±0.6","±0.4","","(X)","±0.7","±0.2","±0.4","±0.7","±0.1","±0.1","±0.1","±0.1","±0.2","","(X)","±0.1","±0.1","±0.3","","(X)","±0.5","±0.4","±0.3","","(X)","±0.4","±0.3","±0.4","±0.5","±0.9","±1.0","±1.0","±0.4","(X)","","(X)","±1.1","±1.1","","(X)","±0.1","±0.3","±0.4","±0.6","±1.0","±1.2","±1.6","(X)","(X)","±0.9","±0.9","±0.6","±0.7","±1.6","(X)","","(X)","±1.3","±1.0","±0.8","±0.8","±1.5","(X)","(X)","±2.1","±1.6","±1.1","±1.0","±0.8","±0.9","±1.7","(X)","","(X)","±0.2","±0.4","±0.5","±0.6","±0.8","±1.1","±1.2","(X)","(X)","","(X)","±0.9","±0.8","±1.0","±0.8","±0.8","±1.1","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","178,035","167,629","10,406","1.3","6.5","","178,035","58,267","46,582","42,387","6,468","2,800","3,387","17,756","388","0","","178,035","1,690","15,656","19,540","25,797","31,767","24,089","18,594","7,918","32,984","","178,035","3,303","4,244","21,523","26,505","31,241","39,624","22,411","12,557","16,627","5.6","","178,035","3,584","28,580","36,973","79,708","22,351","6,839","","167,629","113,017","54,612","2.94","2.45","","167,629","33,327","67,230","29,296","17,134","13,281","7,361","","167,629","30,140","61,452","54,163","21,874","","167,629","143,690","1,920","6,893","12,769","561","102","0","361","1,333","","167,629","714","811","5,167","","167,629","162,496","3,038","2,095","","113,017","3,312","1,181","1,679","1,304","12,943","54,730","35,192","2,676","432,600","","113,017","77,316","35,701","","77,316","0","423","1,250","2,560","9,911","13,637","49,535","2,288","35,701","285","230","876","1,364","32,946","790","","76,335","24,208","10,166","8,313","6,215","27,433","981","35,382","11,134","6,139","5,029","2,534","2,252","1,740","6,554","319","","52,395","1,663","1,482","1,916","3,927","10,373","19,774","13,260","1,161","2,217","","49,960","6,300","5,733","6,112","4,451","3,947","23,417","4,652"
"    Margin of Error","","±546","±1,823","±1,759","±0.6","±2.0","","±546","±3,038","±2,632","±2,753","±1,364","±735","±945","±1,787","±240","±193","","±546","±616","±1,906","±1,989","±2,429","±2,912","±2,492","±1,794","±1,380","±2,634","","±546","±1,048","±1,042","±2,346","±2,746","±2,699","±2,733","±2,009","±1,764","±1,808","±0.2","","±546","±1,083","±2,555","±3,108","±3,410","±2,024","±1,188","","±1,823","±3,227","±3,439","±0.06","±0.09","","±1,823","±2,667","±3,762","±2,495","±1,919","±1,393","±1,126","","±1,823","±2,636","±3,604","±3,806","±2,225","","±1,823","±2,770","±699","±1,044","±1,656","±754","±136","±193","±237","±769","","±1,823","±538","±503","±1,400","","±1,823","±2,077","±868","±951","","±3,227","±724","±516","±614","±552","±1,590","±3,056","±2,637","±743","±7,772","","±3,227","±3,061","±2,483","","±3,061","±193","±292","±504","±797","±1,464","±1,626","±2,779","±51","±2,483","±190","±176","±370","±563","±2,400","±29","","±2,974","±2,137","±1,356","±1,563","±1,304","±2,527","±533","±2,477","±1,500","±1,267","±1,274","±688","±687","±779","±1,283","±263","","±3,400","±751","±539","±550","±926","±1,842","±2,320","±2,093","±44","±820","","±3,488","±1,302","±1,294","±1,296","±1,273","±1,095","±2,360","±1,281"
"    Percent","","178,035","94.2%","5.8%","(X)","(X)","","178,035","32.7%","26.2%","23.8%","3.6%","1.6%","1.9%","10.0%","0.2%","0.0%","","178,035","0.9%","8.8%","11.0%","14.5%","17.8%","13.5%","10.4%","4.4%","18.5%","","178,035","1.9%","2.4%","12.1%","14.9%","17.5%","22.3%","12.6%","7.1%","9.3%","(X)","","178,035","2.0%","16.1%","20.8%","44.8%","12.6%","3.8%","","167,629","67.4%","32.6%","(X)","(X)","","167,629","19.9%","40.1%","17.5%","10.2%","7.9%","4.4%","","167,629","18.0%","36.7%","32.3%","13.0%","","167,629","85.7%","1.1%","4.1%","7.6%","0.3%","0.1%","0.0%","0.2%","0.8%","","167,629","0.4%","0.5%","3.1%","","167,629","96.9%","1.8%","1.2%","","113,017","2.9%","1.0%","1.5%","1.2%","11.5%","48.4%","31.1%","2.4%","(X)","","113,017","68.4%","31.6%","","77,316","0.0%","0.5%","1.6%","3.3%","12.8%","17.6%","64.1%","(X)","35,701","0.8%","0.6%","2.5%","3.8%","92.3%","(X)","","76,335","31.7%","13.3%","10.9%","8.1%","35.9%","(X)","35,382","31.5%","17.4%","14.2%","7.2%","6.4%","4.9%","18.5%","(X)","","52,395","3.2%","2.8%","3.7%","7.5%","19.8%","37.7%","25.3%","(X)","(X)","","49,960","12.6%","11.5%","12.2%","8.9%","7.9%","46.9%","(X)"
