"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Occupied housing units","HOUSING OCCUPANCY!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!1-unit, detached","UNITS IN STRUCTURE!!1-unit, attached","UNITS IN STRUCTURE!!2 units","UNITS IN STRUCTURE!!3 or 4 units","UNITS IN STRUCTURE!!5 to 9 units","UNITS IN STRUCTURE!!10 to 19 units","UNITS IN STRUCTURE!!20 or more units","UNITS IN STRUCTURE!!Mobile home","UNITS IN STRUCTURE!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Built 2010 or later","YEAR STRUCTURE BUILT!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!1 room","ROOMS!!2 rooms","ROOMS!!3 rooms","ROOMS!!4 rooms","ROOMS!!5 rooms","ROOMS!!6 rooms","ROOMS!!7 rooms","ROOMS!!8 rooms","ROOMS!!9 rooms or more","ROOMS!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!No bedroom","BEDROOMS!!1 bedroom","BEDROOMS!!2 bedrooms","BEDROOMS!!3 bedrooms","BEDROOMS!!4 bedrooms","BEDROOMS!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Owner-occupied","HOUSING TENURE!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2010 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!No vehicles available","VEHICLES AVAILABLE!!1 vehicle available","VEHICLES AVAILABLE!!2 vehicles available","VEHICLES AVAILABLE!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Utility gas","HOUSE HEATING FUEL!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Electricity","HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Coal or coke","HOUSE HEATING FUEL!!Wood","HOUSE HEATING FUEL!!Solar energy","HOUSE HEATING FUEL!!Other fuel","HOUSE HEATING FUEL!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!1.00 or less","OCCUPANTS PER ROOM!!1.01 to 1.50","OCCUPANTS PER ROOM!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Less than $50,000","VALUE!!$50,000 to $99,999","VALUE!!$100,000 to $149,999","VALUE!!$150,000 to $199,999","VALUE!!$200,000 to $299,999","VALUE!!$300,000 to $499,999","VALUE!!$500,000 to $999,999","VALUE!!$1,000,000 or more","VALUE!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Housing units with a mortgage","MORTGAGE STATUS!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Less than $200","GROSS RENT!!$200 to $299","GROSS RENT!!$300 to $499","GROSS RENT!!$500 to $749","GROSS RENT!!$750 to $999","GROSS RENT!!$1,000 to $1,499","GROSS RENT!!$1,500 or more","GROSS RENT!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"Manhattan borough, New York County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","850,490","746,686","103,804","3.0","3.8","","850,490","5,235","5,843","10,140","19,818","46,086","101,284","660,002","1,113","969","","850,490","5,593","60,660","32,915","54,659","71,314","96,391","79,435","60,177","389,346","","850,490","99,334","103,102","285,254","193,722","96,408","41,493","15,017","6,825","9,335","3.3","","850,490","122,256","366,746","244,487","92,688","18,517","5,796","","746,686","164,659","582,027","1.96","2.12","","746,686","222,961","253,859","117,983","63,315","57,821","30,747","","746,686","590,057","139,291","14,481","2,857","","746,686","273,698","8,857","181,191","253,738","899","65","469","14,937","12,832","","746,686","3,775","8,700","29,280","","746,686","708,957","20,816","16,913","","164,659","5,609","1,550","1,260","645","9,488","28,931","56,485","60,691","742,700","","164,659","90,622","74,037","","90,622","917","1,555","1,274","3,687","7,263","10,440","65,486","2,895","74,037","8,163","5,331","3,249","2,051","55,243","1,000+","","89,778","44,595","11,231","6,687","6,099","21,166","844","72,667","33,681","7,360","6,389","3,711","4,617","1,546","15,363","1,370","","570,999","6,874","29,567","36,348","44,457","64,201","113,478","276,074","1,450","11,028","","557,868","98,151","62,480","67,833","70,164","50,532","208,708","24,159"
"    Margin of Error","","±3,152","±7,896","±6,796","±1.0","±0.6","","±3,152","±1,419","±1,316","±1,960","±2,694","±4,154","±5,517","±7,289","±573","±639","","±3,152","±1,490","±4,145","±3,025","±4,251","±5,000","±4,607","±4,805","±4,448","±7,838","","±3,152","±6,750","±5,660","±9,492","±7,908","±6,026","±4,426","±2,320","±1,537","±1,835","±0.1","","±3,152","±6,572","±8,948","±8,633","±6,223","±2,784","±1,475","","±7,896","±7,451","±9,060","±0.05","±0.02","","±7,896","±8,888","±9,428","±5,406","±4,793","±3,946","±2,832","","±7,896","±8,874","±6,433","±2,658","±974","","±7,896","±9,818","±1,621","±7,677","±8,507","±633","±77","±334","±2,026","±1,877","","±7,896","±1,353","±1,919","±3,092","","±7,896","±8,325","±2,291","±2,233","","±7,451","±1,384","±598","±764","±335","±2,164","±3,132","±4,077","±3,836","±27,756","","±7,451","±5,071","±5,254","","±5,071","±559","±894","±639","±1,418","±1,362","±1,899","±4,352","±89","±5,254","±1,636","±1,562","±1,019","±756","±4,854","***","","±5,149","±3,516","±2,189","±1,476","±1,570","±3,059","±445","±5,009","±3,317","±1,371","±1,906","±1,133","±1,567","±630","±2,490","±718","","±9,630","±1,608","±2,999","±3,798","±3,295","±4,204","±6,395","±8,282","±33","±2,228","","±9,666","±5,649","±4,814","±6,020","±5,089","±4,666","±8,091","±3,380"
"    Percent","","850,490","87.8%","12.2%","(X)","(X)","","850,490","0.6%","0.7%","1.2%","2.3%","5.4%","11.9%","77.6%","0.1%","0.1%","","850,490","0.7%","7.1%","3.9%","6.4%","8.4%","11.3%","9.3%","7.1%","45.8%","","850,490","11.7%","12.1%","33.5%","22.8%","11.3%","4.9%","1.8%","0.8%","1.1%","(X)","","850,490","14.4%","43.1%","28.7%","10.9%","2.2%","0.7%","","746,686","22.1%","77.9%","(X)","(X)","","746,686","29.9%","34.0%","15.8%","8.5%","7.7%","4.1%","","746,686","79.0%","18.7%","1.9%","0.4%","","746,686","36.7%","1.2%","24.3%","34.0%","0.1%","0.0%","0.1%","2.0%","1.7%","","746,686","0.5%","1.2%","3.9%","","746,686","94.9%","2.8%","2.3%","","164,659","3.4%","0.9%","0.8%","0.4%","5.8%","17.6%","34.3%","36.9%","(X)","","164,659","55.0%","45.0%","","90,622","1.0%","1.7%","1.4%","4.1%","8.0%","11.5%","72.3%","(X)","74,037","11.0%","7.2%","4.4%","2.8%","74.6%","(X)","","89,778","49.7%","12.5%","7.4%","6.8%","23.6%","(X)","72,667","46.3%","10.1%","8.8%","5.1%","6.4%","2.1%","21.1%","(X)","","570,999","1.2%","5.2%","6.4%","7.8%","11.2%","19.9%","48.3%","(X)","(X)","","557,868","17.6%","11.2%","12.2%","12.6%","9.1%","37.4%","(X)"
"    Percent Margin of Error","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±0.2","±0.2","±0.2","±0.3","±0.5","±0.6","±0.9","±0.1","±0.1","","(X)","±0.2","±0.5","±0.4","±0.5","±0.6","±0.5","±0.6","±0.5","±0.9","","(X)","±0.8","±0.7","±1.1","±0.9","±0.7","±0.5","±0.3","±0.2","±0.2","(X)","","(X)","±0.8","±1.0","±1.0","±0.7","±0.3","±0.2","","(X)","±1.0","±1.0","(X)","(X)","","(X)","±1.1","±1.2","±0.7","±0.7","±0.5","±0.4","","(X)","±0.8","±0.8","±0.4","±0.1","","(X)","±1.3","±0.2","±1.0","±1.1","±0.1","±0.1","±0.1","±0.3","±0.3","","(X)","±0.2","±0.3","±0.4","","(X)","±0.4","±0.3","±0.3","","(X)","±0.8","±0.4","±0.5","±0.2","±1.2","±1.6","±2.0","±2.0","(X)","","(X)","±2.2","±2.2","","(X)","±0.6","±1.0","±0.7","±1.5","±1.4","±2.0","±2.5","(X)","(X)","±2.1","±2.1","±1.4","±1.0","±3.4","(X)","","(X)","±3.1","±2.3","±1.7","±1.6","±3.0","(X)","(X)","±3.9","±1.8","±2.4","±1.5","±2.0","±0.8","±3.1","(X)","","(X)","±0.3","±0.5","±0.7","±0.6","±0.7","±1.0","±1.1","(X)","(X)","","(X)","±1.0","±0.9","±1.1","±0.9","±0.8","±1.3","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","840,147","780,349","59,798","1.3","2.9","","840,147","161,184","72,103","170,182","100,491","46,885","30,222","257,165","1,137","778","","840,147","2,264","46,724","21,445","27,809","47,349","110,547","182,500","132,992","268,517","","840,147","32,942","34,820","172,736","199,799","174,869","111,414","50,986","27,809","34,772","4.4","","840,147","38,150","214,528","276,841","230,766","53,942","25,920","","780,349","340,026","440,323","3.06","2.73","","780,349","173,695","310,665","134,001","70,618","52,097","39,273","","780,349","303,898","308,468","129,157","38,826","","780,349","544,146","14,839","46,076","163,915","682","413","89","5,239","4,950","","780,349","3,325","7,162","28,215","","780,349","708,303","48,134","23,912","","340,026","7,434","6,515","11,604","15,627","45,075","122,686","123,594","7,491","439,400","","340,026","215,259","124,767","","215,259","457","1,627","5,279","10,709","24,259","36,398","136,530","2,378","124,767","6,668","3,476","4,730","6,060","103,833","767","","213,914","51,267","25,430","21,460","18,363","97,394","1,345","122,802","39,438","21,260","14,535","9,433","6,723","4,857","26,556","1,965","","426,595","2,346","8,786","10,767","27,758","54,517","185,664","136,757","1,305","13,728","","416,395","43,869","44,988","49,384","43,198","35,470","199,486","23,928"
"    Margin of Error","","±952","±3,618","±3,622","±0.3","±0.4","","±952","±4,246","±3,893","±5,760","±4,530","±2,748","±3,018","±5,699","±539","±599","","±952","±780","±3,486","±2,090","±2,322","±3,168","±4,759","±5,187","±5,447","±5,986","","±952","±2,870","±2,753","±5,305","±6,080","±5,036","±4,124","±3,195","±2,010","±2,190","±0.1","","±952","±3,017","±6,548","±6,162","±5,189","±3,029","±1,908","","±3,618","±5,697","±5,698","±0.04","±0.03","","±3,618","±6,111","±7,076","±5,335","±2,997","±2,781","±2,417","","±3,618","±6,652","±6,095","±4,878","±2,777","","±3,618","±6,420","±1,578","±3,389","±4,839","±401","±306","±89","±1,045","±975","","±3,618","±939","±1,369","±2,802","","±3,618","±5,567","±3,721","±2,269","","±5,697","±1,082","±1,192","±1,561","±1,819","±2,241","±4,619","±4,342","±1,264","±4,410","","±5,697","±5,277","±3,890","","±5,277","±270","±642","±1,177","±1,711","±2,089","±2,713","±4,596","±39","±3,890","±1,092","±775","±1,153","±1,166","±3,372","±15","","±5,345","±3,207","±1,985","±2,072","±1,812","±3,899","±613","±3,948","±2,495","±1,700","±1,622","±1,235","±1,024","±901","±1,928","±699","","±5,714","±605","±1,512","±1,598","±2,762","±3,354","±6,102","±5,383","±13","±1,637","","±5,560","±3,231","±3,055","±3,317","±3,543","±3,317","±5,488","±2,217"
"    Percent","","840,147","92.9%","7.1%","(X)","(X)","","840,147","19.2%","8.6%","20.3%","12.0%","5.6%","3.6%","30.6%","0.1%","0.1%","","840,147","0.3%","5.6%","2.6%","3.3%","5.6%","13.2%","21.7%","15.8%","32.0%","","840,147","3.9%","4.1%","20.6%","23.8%","20.8%","13.3%","6.1%","3.3%","4.1%","(X)","","840,147","4.5%","25.5%","33.0%","27.5%","6.4%","3.1%","","780,349","43.6%","56.4%","(X)","(X)","","780,349","22.3%","39.8%","17.2%","9.0%","6.7%","5.0%","","780,349","38.9%","39.5%","16.6%","5.0%","","780,349","69.7%","1.9%","5.9%","21.0%","0.1%","0.1%","0.0%","0.7%","0.6%","","780,349","0.4%","0.9%","3.6%","","780,349","90.8%","6.2%","3.1%","","340,026","2.2%","1.9%","3.4%","4.6%","13.3%","36.1%","36.3%","2.2%","(X)","","340,026","63.3%","36.7%","","215,259","0.2%","0.8%","2.5%","5.0%","11.3%","16.9%","63.4%","(X)","124,767","5.3%","2.8%","3.8%","4.9%","83.2%","(X)","","213,914","24.0%","11.9%","10.0%","8.6%","45.5%","(X)","122,802","32.1%","17.3%","11.8%","7.7%","5.5%","4.0%","21.6%","(X)","","426,595","0.5%","2.1%","2.5%","6.5%","12.8%","43.5%","32.1%","(X)","(X)","","416,395","10.5%","10.8%","11.9%","10.4%","8.5%","47.9%","(X)"
"    Percent Margin of Error","","(X)","±0.4","±0.4","(X)","(X)","","(X)","±0.5","±0.5","±0.7","±0.5","±0.3","±0.4","±0.7","±0.1","±0.1","","(X)","±0.1","±0.4","±0.2","±0.3","±0.4","±0.6","±0.6","±0.7","±0.7","","(X)","±0.3","±0.3","±0.6","±0.7","±0.6","±0.5","±0.4","±0.2","±0.3","(X)","","(X)","±0.4","±0.8","±0.7","±0.6","±0.4","±0.2","","(X)","±0.7","±0.7","(X)","(X)","","(X)","±0.8","±0.9","±0.7","±0.4","±0.4","±0.3","","(X)","±0.8","±0.8","±0.6","±0.4","","(X)","±0.7","±0.2","±0.4","±0.6","±0.1","±0.1","±0.1","±0.1","±0.1","","(X)","±0.1","±0.2","±0.4","","(X)","±0.6","±0.5","±0.3","","(X)","±0.3","±0.4","±0.5","±0.5","±0.6","±1.2","±1.1","±0.4","(X)","","(X)","±1.0","±1.0","","(X)","±0.1","±0.3","±0.5","±0.8","±1.0","±1.2","±1.5","(X)","(X)","±0.8","±0.6","±0.9","±0.9","±1.4","(X)","","(X)","±1.3","±0.9","±0.9","±0.8","±1.5","(X)","(X)","±1.6","±1.2","±1.3","±1.0","±0.8","±0.7","±1.5","(X)","","(X)","±0.1","±0.4","±0.4","±0.6","±0.8","±1.3","±1.2","(X)","(X)","","(X)","±0.8","±0.7","±0.8","±0.8","±0.8","±1.2","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","177,479","163,468","14,011","2.1","6.7","","177,479","60,275","43,895","42,323","6,933","2,789","2,925","17,775","352","212","","177,479","1,166","16,518","20,263","23,763","33,542","23,680","17,107","6,938","34,502","","177,479","5,041","3,303","19,977","25,320","31,468","40,722","25,056","12,542","14,050","5.6","","177,479","5,476","26,403","37,137","78,229","23,815","6,419","","163,468","110,022","53,446","3.02","2.47","","163,468","26,518","69,916","28,455","16,365","13,112","9,102","","163,468","30,181","61,938","52,514","18,835","","163,468","143,963","1,868","5,336","11,185","0","156","0","383","577","","163,468","663","1,188","2,433","","163,468","158,061","3,353","2,054","","110,022","1,755","1,351","1,386","2,040","12,244","54,771","34,097","2,378","434,000","","110,022","78,080","31,942","","78,080","0","464","625","1,991","8,778","16,512","49,710","2,303","31,942","59","225","348","891","30,419","773","","77,317","18,304","11,757","10,331","7,137","29,788","763","31,613","9,750","6,076","3,402","3,192","1,923","1,468","5,802","329","","50,793","947","2,106","3,140","3,644","10,720","19,152","11,084","1,115","2,653","","49,611","5,646","6,120","7,264","4,348","2,959","23,274","3,835"
"    Margin of Error","","±586","±1,986","±1,946","±0.8","±1.6","","±586","±2,904","±2,587","±2,987","±1,345","±785","±753","±1,924","±253","±281","","±586","±556","±1,876","±1,992","±1,818","±2,300","±2,357","±2,007","±1,377","±2,194","","±586","±1,229","±864","±2,260","±2,123","±2,643","±2,563","±2,344","±1,495","±1,373","±0.1","","±586","±1,188","±2,523","±2,776","±3,628","±2,017","±1,065","","±1,986","±2,740","±2,848","±0.05","±0.09","","±1,986","±2,558","±3,083","±2,309","±1,815","±1,496","±1,139","","±1,986","±2,317","±3,291","±3,025","±1,744","","±1,986","±2,454","±516","±1,052","±1,270","±185","±154","±185","±207","±252","","±1,986","±483","±638","±683","","±1,986","±2,173","±897","±862","","±2,740","±619","±433","±412","±771","±1,665","±2,997","±2,564","±729","±7,397","","±2,740","±3,184","±2,242","","±3,184","±185","±335","±340","±498","±1,253","±1,934","±3,061","±52","±2,242","±105","±191","±249","±429","±2,168","±26","","±3,254","±1,671","±1,393","±1,825","±1,259","±2,577","±563","±2,226","±1,218","±1,103","±839","±939","±753","±585","±1,252","±224","","±2,964","±620","±707","±988","±1,075","±1,734","±2,158","±1,636","±39","±754","","±3,040","±1,305","±1,354","±1,506","±965","±858","±2,225","±957"
"    Percent","","177,479","92.1%","7.9%","(X)","(X)","","177,479","34.0%","24.7%","23.8%","3.9%","1.6%","1.6%","10.0%","0.2%","0.1%","","177,479","0.7%","9.3%","11.4%","13.4%","18.9%","13.3%","9.6%","3.9%","19.4%","","177,479","2.8%","1.9%","11.3%","14.3%","17.7%","22.9%","14.1%","7.1%","7.9%","(X)","","177,479","3.1%","14.9%","20.9%","44.1%","13.4%","3.6%","","163,468","67.3%","32.7%","(X)","(X)","","163,468","16.2%","42.8%","17.4%","10.0%","8.0%","5.6%","","163,468","18.5%","37.9%","32.1%","11.5%","","163,468","88.1%","1.1%","3.3%","6.8%","0.0%","0.1%","0.0%","0.2%","0.4%","","163,468","0.4%","0.7%","1.5%","","163,468","96.7%","2.1%","1.3%","","110,022","1.6%","1.2%","1.3%","1.9%","11.1%","49.8%","31.0%","2.2%","(X)","","110,022","71.0%","29.0%","","78,080","0.0%","0.6%","0.8%","2.5%","11.2%","21.1%","63.7%","(X)","31,942","0.2%","0.7%","1.1%","2.8%","95.2%","(X)","","77,317","23.7%","15.2%","13.4%","9.2%","38.5%","(X)","31,613","30.8%","19.2%","10.8%","10.1%","6.1%","4.6%","18.4%","(X)","","50,793","1.9%","4.1%","6.2%","7.2%","21.1%","37.7%","21.8%","(X)","(X)","","49,611","11.4%","12.3%","14.6%","8.8%","6.0%","46.9%","(X)"
"    Percent Margin of Error","","(X)","±1.1","±1.1","(X)","(X)","","(X)","±1.6","±1.5","±1.7","±0.8","±0.4","±0.4","±1.1","±0.1","±0.2","","(X)","±0.3","±1.1","±1.1","±1.0","±1.3","±1.3","±1.1","±0.8","±1.2","","(X)","±0.7","±0.5","±1.3","±1.2","±1.5","±1.4","±1.3","±0.8","±0.8","(X)","","(X)","±0.7","±1.4","±1.6","±2.0","±1.1","±0.6","","(X)","±1.6","±1.6","(X)","(X)","","(X)","±1.5","±1.9","±1.4","±1.1","±0.9","±0.7","","(X)","±1.4","±1.9","±1.8","±1.1","","(X)","±1.1","±0.3","±0.6","±0.8","±0.1","±0.1","±0.1","±0.1","±0.2","","(X)","±0.3","±0.4","±0.4","","(X)","±0.8","±0.5","±0.5","","(X)","±0.6","±0.4","±0.4","±0.7","±1.5","±2.3","±2.3","±0.7","(X)","","(X)","±2.0","±2.0","","(X)","±0.2","±0.4","±0.4","±0.6","±1.6","±2.5","±2.4","(X)","(X)","±0.3","±0.6","±0.8","±1.3","±1.6","(X)","","(X)","±2.1","±1.7","±2.4","±1.6","±2.5","(X)","(X)","±3.7","±3.5","±2.4","±2.7","±2.4","±1.9","±3.5","(X)","","(X)","±1.2","±1.4","±1.9","±2.0","±3.1","±3.6","±3.1","(X)","(X)","","(X)","±2.5","±2.6","±2.7","±2.0","±1.7","±3.6","(X)"
