"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Occupied housing units","HOUSING OCCUPANCY!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!1-unit, detached","UNITS IN STRUCTURE!!1-unit, attached","UNITS IN STRUCTURE!!2 units","UNITS IN STRUCTURE!!3 or 4 units","UNITS IN STRUCTURE!!5 to 9 units","UNITS IN STRUCTURE!!10 to 19 units","UNITS IN STRUCTURE!!20 or more units","UNITS IN STRUCTURE!!Mobile home","UNITS IN STRUCTURE!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Built 2005 or later","YEAR STRUCTURE BUILT!!Built 2000 to 2004","YEAR STRUCTURE BUILT!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!1 room","ROOMS!!2 rooms","ROOMS!!3 rooms","ROOMS!!4 rooms","ROOMS!!5 rooms","ROOMS!!6 rooms","ROOMS!!7 rooms","ROOMS!!8 rooms","ROOMS!!9 rooms or more","ROOMS!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!No bedroom","BEDROOMS!!1 bedroom","BEDROOMS!!2 bedrooms","BEDROOMS!!3 bedrooms","BEDROOMS!!4 bedrooms","BEDROOMS!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Owner-occupied","HOUSING TENURE!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2005 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 to 2004","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!No vehicles available","VEHICLES AVAILABLE!!1 vehicle available","VEHICLES AVAILABLE!!2 vehicles available","VEHICLES AVAILABLE!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Utility gas","HOUSE HEATING FUEL!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Electricity","HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Coal or coke","HOUSE HEATING FUEL!!Wood","HOUSE HEATING FUEL!!Solar energy","HOUSE HEATING FUEL!!Other fuel","HOUSE HEATING FUEL!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!1.00 or less","OCCUPANTS PER ROOM!!1.01 to 1.50","OCCUPANTS PER ROOM!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Less than $50,000","VALUE!!$50,000 to $99,999","VALUE!!$100,000 to $149,999","VALUE!!$150,000 to $199,999","VALUE!!$200,000 to $299,999","VALUE!!$300,000 to $499,999","VALUE!!$500,000 to $999,999","VALUE!!$1,000,000 or more","VALUE!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Housing units with a mortgage","MORTGAGE STATUS!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Less than $200","GROSS RENT!!$200 to $299","GROSS RENT!!$300 to $499","GROSS RENT!!$500 to $749","GROSS RENT!!$750 to $999","GROSS RENT!!$1,000 to $1,499","GROSS RENT!!$1,500 or more","GROSS RENT!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"Manhattan borough, New York County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","846,177","728,520","117,657","3.9","3.0","","846,177","7,247","4,440","7,946","15,334","51,969","92,735","664,975","179","1,352","","846,177","33,633","31,830","32,292","47,472","68,253","114,239","83,389","58,375","376,694","","846,177","96,989","109,009","260,129","202,038","105,320","38,227","14,504","7,240","12,721","3.3","","846,177","117,520","342,559","259,078","98,091","21,619","7,310","","728,520","159,713","568,807","1.96","2.16","","728,520","363,142","85,557","119,989","65,612","59,829","34,391","","728,520","576,217","137,225","13,175","1,903","","728,520","286,775","8,772","140,458","265,265","703","63","318","15,413","10,753","","728,520","7,292","10,771","33,481","","728,520","686,897","24,277","17,346","","159,713","3,252","1,453","1,119","951","6,493","24,435","57,340","64,670","856,700","","159,713","89,700","70,013","","89,700","406","513","1,834","4,855","6,435","10,351","65,306","3,034","70,013","6,755","4,089","2,889","3,260","53,020","1,000+","","89,403","42,327","10,008","7,057","7,182","22,829","297","69,329","33,614","9,464","6,014","2,694","3,285","1,893","12,365","684","","559,102","8,297","27,156","31,324","57,589","63,742","109,843","261,151","1,403","9,705","","545,371","97,927","64,985","66,280","62,801","48,558","204,820","23,436"
"    Margin of Error","","±2,640","±8,731","±8,459","±1.4","±0.6","","±2,640","±1,617","±1,175","±2,025","±2,181","±4,743","±6,184","±7,226","±189","±1,126","","±2,640","±3,066","±3,504","±4,077","±3,964","±4,706","±7,145","±5,107","±4,049","±8,682","","±2,640","±6,559","±6,053","±8,692","±7,991","±5,672","±3,851","±2,037","±1,587","±2,456","±0.1","","±2,640","±7,076","±8,846","±9,605","±6,513","±2,805","±1,791","","±8,731","±5,433","±9,124","±0.05","±0.03","","±8,731","±9,196","±5,435","±5,604","±4,514","±4,883","±2,982","","±8,731","±9,758","±7,262","±2,271","±891","","±8,731","±9,165","±1,839","±6,845","±8,781","±459","±105","±361","±2,597","±1,493","","±8,731","±2,157","±2,219","±3,603","","±8,731","±8,408","±3,351","±2,912","","±5,433","±769","±758","±529","±415","±1,584","±3,235","±4,521","±4,633","±30,251","","±5,433","±4,687","±4,237","","±4,687","±458","±376","±960","±1,664","±1,515","±2,226","±4,456","±153","±4,237","±1,302","±1,103","±869","±944","±3,681","***","","±4,692","±3,557","±1,944","±1,426","±1,953","±2,535","±267","±4,187","±3,058","±1,631","±1,185","±872","±955","±912","±2,204","±452","","±9,218","±2,103","±2,985","±2,894","±4,511","±4,477","±6,404","±8,865","±34","±1,933","","±9,417","±6,831","±4,903","±5,555","±5,015","±4,402","±8,744","±2,774"
"    Percent","","846,177","86.1%","13.9%","(X)","(X)","","846,177","0.9%","0.5%","0.9%","1.8%","6.1%","11.0%","78.6%","0.0%","0.2%","","846,177","4.0%","3.8%","3.8%","5.6%","8.1%","13.5%","9.9%","6.9%","44.5%","","846,177","11.5%","12.9%","30.7%","23.9%","12.4%","4.5%","1.7%","0.9%","1.5%","(X)","","846,177","13.9%","40.5%","30.6%","11.6%","2.6%","0.9%","","728,520","21.9%","78.1%","(X)","(X)","","728,520","49.8%","11.7%","16.5%","9.0%","8.2%","4.7%","","728,520","79.1%","18.8%","1.8%","0.3%","","728,520","39.4%","1.2%","19.3%","36.4%","0.1%","0.0%","0.0%","2.1%","1.5%","","728,520","1.0%","1.5%","4.6%","","728,520","94.3%","3.3%","2.4%","","159,713","2.0%","0.9%","0.7%","0.6%","4.1%","15.3%","35.9%","40.5%","(X)","","159,713","56.2%","43.8%","","89,700","0.5%","0.6%","2.0%","5.4%","7.2%","11.5%","72.8%","(X)","70,013","9.6%","5.8%","4.1%","4.7%","75.7%","(X)","","89,403","47.3%","11.2%","7.9%","8.0%","25.5%","(X)","69,329","48.5%","13.7%","8.7%","3.9%","4.7%","2.7%","17.8%","(X)","","559,102","1.5%","4.9%","5.6%","10.3%","11.4%","19.6%","46.7%","(X)","(X)","","545,371","18.0%","11.9%","12.2%","11.5%","8.9%","37.6%","(X)"
"    Percent Margin of Error","","(X)","±1.0","±1.0","(X)","(X)","","(X)","±0.2","±0.1","±0.2","±0.3","±0.6","±0.7","±0.9","±0.1","±0.1","","(X)","±0.4","±0.4","±0.5","±0.5","±0.6","±0.8","±0.6","±0.5","±1.0","","(X)","±0.8","±0.7","±1.0","±1.0","±0.7","±0.5","±0.2","±0.2","±0.3","(X)","","(X)","±0.8","±1.0","±1.1","±0.8","±0.3","±0.2","","(X)","±0.7","±0.7","(X)","(X)","","(X)","±1.1","±0.7","±0.7","±0.6","±0.7","±0.4","","(X)","±0.9","±1.0","±0.3","±0.1","","(X)","±1.1","±0.3","±0.9","±1.2","±0.1","±0.1","±0.1","±0.4","±0.2","","(X)","±0.3","±0.3","±0.5","","(X)","±0.6","±0.5","±0.4","","(X)","±0.5","±0.5","±0.3","±0.3","±1.0","±1.9","±2.8","±2.4","(X)","","(X)","±2.2","±2.2","","(X)","±0.5","±0.4","±1.1","±1.8","±1.7","±2.4","±3.0","(X)","(X)","±1.6","±1.6","±1.3","±1.3","±2.5","(X)","","(X)","±3.3","±2.0","±1.6","±2.1","±2.3","(X)","(X)","±3.1","±2.3","±1.6","±1.3","±1.3","±1.3","±3.0","(X)","","(X)","±0.4","±0.5","±0.5","±0.8","±0.8","±1.2","±1.2","(X)","(X)","","(X)","±1.2","±0.9","±1.0","±0.9","±0.8","±1.4","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","832,195","764,825","67,370","2.2","3.7","","832,195","156,130","73,473","177,999","97,192","46,168","28,085","250,809","1,612","727","","832,195","28,177","19,248","21,116","28,848","48,393","113,354","173,702","140,758","258,599","","832,195","31,672","33,297","168,681","204,414","165,069","114,301","48,148","26,763","39,850","4.4","","832,195","36,170","215,467","271,435","227,797","54,912","26,414","","764,825","328,495","436,330","3.06","2.78","","764,825","337,545","117,687","146,072","66,795","52,550","44,176","","764,825","289,618","310,041","127,160","38,006","","764,825","529,744","9,301","45,187","169,736","305","719","392","5,289","4,152","","764,825","4,651","6,950","29,404","","764,825","693,611","45,371","25,843","","328,495","7,115","5,925","9,037","19,135","39,879","119,636","120,050","7,718","440,700","","328,495","203,139","125,356","","203,139","480","1,456","3,937","10,732","23,913","32,509","130,112","2,390","125,356","5,991","5,127","4,470","4,251","105,517","768","","200,294","49,091","22,146","18,831","15,453","94,773","2,845","124,349","38,004","21,448","16,542","9,182","6,800","5,637","26,736","1,007","","423,014","2,374","9,838","12,381","30,441","53,197","188,738","126,045","1,276","13,316","","413,387","46,110","41,767","44,542","46,413","34,799","199,756","22,943"
"    Margin of Error","","±1,136","±5,223","±5,102","±0.4","±0.6","","±1,136","±4,298","±3,819","±6,041","±4,680","±3,230","±2,470","±5,932","±601","±750","","±1,136","±2,361","±2,487","±2,037","±2,776","±3,455","±5,437","±5,441","±5,455","±5,760","","±1,136","±3,691","±2,560","±5,841","±7,517","±5,836","±4,788","±2,749","±2,215","±2,863","±0.1","","±1,136","±3,860","±5,220","±7,020","±6,133","±3,244","±2,040","","±5,223","±6,450","±7,027","±0.05","±0.04","","±5,223","±6,168","±4,951","±5,157","±3,249","±2,810","±2,579","","±5,223","±7,997","±6,981","±5,514","±2,872","","±5,223","±6,546","±1,321","±3,924","±5,829","±224","±363","±347","±1,084","±810","","±5,223","±1,201","±1,217","±2,506","","±5,223","±5,890","±3,653","±2,903","","±6,450","±970","±1,158","±1,392","±1,979","±2,714","±4,747","±4,806","±1,221","±6,082","","±6,450","±5,497","±4,158","","±5,497","±347","±509","±867","±1,628","±2,236","±2,790","±4,565","±39","±4,158","±1,382","±1,030","±1,180","±832","±3,624","±16","","±5,248","±2,852","±2,163","±1,896","±1,617","±3,824","±964","±4,222","±2,819","±2,209","±1,867","±1,388","±1,193","±1,115","±2,141","±499","","±7,068","±847","±1,579","±1,645","±2,799","±3,198","±7,126","±5,452","±13","±1,783","","±7,451","±3,613","±3,570","±3,970","±3,472","±2,939","±6,497","±2,577"
"    Percent","","832,195","91.9%","8.1%","(X)","(X)","","832,195","18.8%","8.8%","21.4%","11.7%","5.5%","3.4%","30.1%","0.2%","0.1%","","832,195","3.4%","2.3%","2.5%","3.5%","5.8%","13.6%","20.9%","16.9%","31.1%","","832,195","3.8%","4.0%","20.3%","24.6%","19.8%","13.7%","5.8%","3.2%","4.8%","(X)","","832,195","4.3%","25.9%","32.6%","27.4%","6.6%","3.2%","","764,825","43.0%","57.0%","(X)","(X)","","764,825","44.1%","15.4%","19.1%","8.7%","6.9%","5.8%","","764,825","37.9%","40.5%","16.6%","5.0%","","764,825","69.3%","1.2%","5.9%","22.2%","0.0%","0.1%","0.1%","0.7%","0.5%","","764,825","0.6%","0.9%","3.8%","","764,825","90.7%","5.9%","3.4%","","328,495","2.2%","1.8%","2.8%","5.8%","12.1%","36.4%","36.5%","2.3%","(X)","","328,495","61.8%","38.2%","","203,139","0.2%","0.7%","1.9%","5.3%","11.8%","16.0%","64.1%","(X)","125,356","4.8%","4.1%","3.6%","3.4%","84.2%","(X)","","200,294","24.5%","11.1%","9.4%","7.7%","47.3%","(X)","124,349","30.6%","17.2%","13.3%","7.4%","5.5%","4.5%","21.5%","(X)","","423,014","0.6%","2.3%","2.9%","7.2%","12.6%","44.6%","29.8%","(X)","(X)","","413,387","11.2%","10.1%","10.8%","11.2%","8.4%","48.3%","(X)"
"    Percent Margin of Error","","(X)","±0.6","±0.6","(X)","(X)","","(X)","±0.5","±0.5","±0.7","±0.6","±0.4","±0.3","±0.7","±0.1","±0.1","","(X)","±0.3","±0.3","±0.2","±0.3","±0.4","±0.7","±0.7","±0.7","±0.7","","(X)","±0.4","±0.3","±0.7","±0.9","±0.7","±0.6","±0.3","±0.3","±0.3","(X)","","(X)","±0.5","±0.6","±0.8","±0.7","±0.4","±0.2","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±0.8","±0.6","±0.7","±0.4","±0.4","±0.3","","(X)","±1.0","±0.9","±0.7","±0.4","","(X)","±0.8","±0.2","±0.5","±0.7","±0.1","±0.1","±0.1","±0.1","±0.1","","(X)","±0.2","±0.2","±0.3","","(X)","±0.6","±0.5","±0.4","","(X)","±0.3","±0.4","±0.4","±0.6","±0.8","±1.3","±1.2","±0.4","(X)","","(X)","±1.1","±1.1","","(X)","±0.2","±0.2","±0.4","±0.8","±1.0","±1.3","±1.5","(X)","(X)","±1.1","±0.8","±0.9","±0.6","±1.6","(X)","","(X)","±1.3","±1.0","±0.9","±0.8","±1.4","(X)","(X)","±1.9","±1.5","±1.5","±1.1","±0.9","±0.9","±1.7","(X)","","(X)","±0.2","±0.4","±0.4","±0.6","±0.7","±1.4","±1.3","(X)","(X)","","(X)","±0.8","±0.8","±0.9","±0.8","±0.7","±1.3","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","176,821","161,785","15,036","2.1","10.7","","176,821","55,868","43,811","46,728","6,917","3,077","3,212","16,811","397","0","","176,821","5,157","13,331","19,246","26,522","28,383","26,245","15,357","7,217","35,363","","176,821","4,028","3,108","20,170","24,237","32,543","37,122","26,399","12,658","16,556","5.6","","176,821","4,417","26,767","38,798","77,485","21,831","7,523","","161,785","111,548","50,237","2.96","2.61","","161,785","57,845","32,021","31,899","17,137","13,236","9,647","","161,785","25,942","62,036","53,945","19,862","","161,785","141,695","1,459","5,298","12,270","0","173","0","446","444","","161,785","2,446","2,071","3,421","","161,785","155,510","4,212","2,063","","111,548","1,578","480","2,152","1,108","11,526","56,390","35,615","2,699","441,000","","111,548","79,961","31,587","","79,961","0","138","754","2,731","7,858","13,544","54,936","2,435","31,587","70","245","278","1,311","29,683","760","","79,758","20,838","11,125","9,060","6,571","32,164","203","31,367","8,365","6,425","4,891","2,560","1,480","1,715","5,931","220","","47,823","920","1,908","3,354","3,460","8,879","18,132","11,170","1,112","2,414","","46,986","5,710","8,270","5,449","4,285","4,035","19,237","3,251"
"    Margin of Error","","±768","±2,239","±2,140","±0.8","±2.2","","±768","±2,454","±2,839","±3,359","±1,507","±791","±860","±1,699","±278","±192","","±768","±1,096","±2,002","±2,196","±2,445","±2,041","±2,477","±1,857","±1,159","±2,310","","±768","±1,133","±825","±1,971","±2,201","±3,131","±2,638","±2,833","±1,593","±1,568","±0.1","","±768","±1,199","±2,458","±2,986","±3,519","±2,557","±1,212","","±2,239","±3,140","±3,075","±0.06","±0.10","","±2,239","±3,160","±2,802","±2,723","±1,940","±1,520","±1,163","","±2,239","±2,075","±3,014","±3,185","±2,094","","±2,239","±2,499","±571","±1,157","±1,380","±192","±169","±192","±374","±249","","±2,239","±1,027","±999","±1,210","","±2,239","±2,240","±1,095","±813","","±3,140","±573","±243","±873","±414","±1,520","±3,112","±2,705","±751","±7,910","","±3,140","±3,131","±1,984","","±3,131","±192","±119","±453","±986","±1,376","±1,855","±3,080","±65","±1,984","±126","±255","±183","±418","±1,943","±26","","±3,119","±2,301","±1,349","±1,537","±1,257","±2,802","±250","±1,959","±1,224","±1,014","±1,006","±704","±445","±645","±1,236","±168","","±3,097","±640","±649","±982","±996","±1,384","±1,950","±1,654","±23","±829","","±3,123","±1,380","±1,591","±1,503","±900","±944","±2,146","±1,025"
"    Percent","","176,821","91.5%","8.5%","(X)","(X)","","176,821","31.6%","24.8%","26.4%","3.9%","1.7%","1.8%","9.5%","0.2%","0.0%","","176,821","2.9%","7.5%","10.9%","15.0%","16.1%","14.8%","8.7%","4.1%","20.0%","","176,821","2.3%","1.8%","11.4%","13.7%","18.4%","21.0%","14.9%","7.2%","9.4%","(X)","","176,821","2.5%","15.1%","21.9%","43.8%","12.3%","4.3%","","161,785","68.9%","31.1%","(X)","(X)","","161,785","35.8%","19.8%","19.7%","10.6%","8.2%","6.0%","","161,785","16.0%","38.3%","33.3%","12.3%","","161,785","87.6%","0.9%","3.3%","7.6%","0.0%","0.1%","0.0%","0.3%","0.3%","","161,785","1.5%","1.3%","2.1%","","161,785","96.1%","2.6%","1.3%","","111,548","1.4%","0.4%","1.9%","1.0%","10.3%","50.6%","31.9%","2.4%","(X)","","111,548","71.7%","28.3%","","79,961","0.0%","0.2%","0.9%","3.4%","9.8%","16.9%","68.7%","(X)","31,587","0.2%","0.8%","0.9%","4.2%","94.0%","(X)","","79,758","26.1%","13.9%","11.4%","8.2%","40.3%","(X)","31,367","26.7%","20.5%","15.6%","8.2%","4.7%","5.5%","18.9%","(X)","","47,823","1.9%","4.0%","7.0%","7.2%","18.6%","37.9%","23.4%","(X)","(X)","","46,986","12.2%","17.6%","11.6%","9.1%","8.6%","40.9%","(X)"
"    Percent Margin of Error","","(X)","±1.2","±1.2","(X)","(X)","","(X)","±1.3","±1.6","±1.9","±0.9","±0.4","±0.5","±1.0","±0.2","±0.1","","(X)","±0.6","±1.1","±1.2","±1.4","±1.1","±1.4","±1.0","±0.7","±1.3","","(X)","±0.6","±0.5","±1.1","±1.2","±1.8","±1.5","±1.6","±0.9","±0.9","(X)","","(X)","±0.7","±1.4","±1.7","±2.0","±1.4","±0.7","","(X)","±1.8","±1.8","(X)","(X)","","(X)","±1.8","±1.7","±1.7","±1.2","±0.9","±0.7","","(X)","±1.3","±1.8","±1.9","±1.3","","(X)","±1.1","±0.4","±0.7","±0.8","±0.1","±0.1","±0.1","±0.2","±0.2","","(X)","±0.6","±0.6","±0.7","","(X)","±0.8","±0.7","±0.5","","(X)","±0.5","±0.2","±0.8","±0.4","±1.3","±2.5","±2.3","±0.7","(X)","","(X)","±1.7","±1.7","","(X)","±0.2","±0.1","±0.6","±1.2","±1.7","±2.3","±2.4","(X)","(X)","±0.4","±0.8","±0.6","±1.3","±1.8","(X)","","(X)","±2.6","±1.6","±1.9","±1.5","±3.2","(X)","(X)","±3.2","±3.0","±3.0","±2.3","±1.5","±2.1","±3.7","(X)","","(X)","±1.3","±1.4","±2.0","±2.0","±2.7","±3.7","±2.8","(X)","(X)","","(X)","±2.8","±2.9","±3.0","±1.9","±2.0","±4.4","(X)"
