"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Occupied housing units","HOUSING OCCUPANCY!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!1-unit, detached","UNITS IN STRUCTURE!!1-unit, attached","UNITS IN STRUCTURE!!2 units","UNITS IN STRUCTURE!!3 or 4 units","UNITS IN STRUCTURE!!5 to 9 units","UNITS IN STRUCTURE!!10 to 19 units","UNITS IN STRUCTURE!!20 or more units","UNITS IN STRUCTURE!!Mobile home","UNITS IN STRUCTURE!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Built 2005 or later","YEAR STRUCTURE BUILT!!Built 2000 to 2004","YEAR STRUCTURE BUILT!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!1 room","ROOMS!!2 rooms","ROOMS!!3 rooms","ROOMS!!4 rooms","ROOMS!!5 rooms","ROOMS!!6 rooms","ROOMS!!7 rooms","ROOMS!!8 rooms","ROOMS!!9 rooms or more","ROOMS!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!No bedroom","BEDROOMS!!1 bedroom","BEDROOMS!!2 bedrooms","BEDROOMS!!3 bedrooms","BEDROOMS!!4 bedrooms","BEDROOMS!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Owner-occupied","HOUSING TENURE!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2005 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 to 2004","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!No vehicles available","VEHICLES AVAILABLE!!1 vehicle available","VEHICLES AVAILABLE!!2 vehicles available","VEHICLES AVAILABLE!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Utility gas","HOUSE HEATING FUEL!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Electricity","HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Coal or coke","HOUSE HEATING FUEL!!Wood","HOUSE HEATING FUEL!!Solar energy","HOUSE HEATING FUEL!!Other fuel","HOUSE HEATING FUEL!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!1.00 or less","OCCUPANTS PER ROOM!!1.01 to 1.50","OCCUPANTS PER ROOM!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Less than $50,000","VALUE!!$50,000 to $99,999","VALUE!!$100,000 to $149,999","VALUE!!$150,000 to $199,999","VALUE!!$200,000 to $299,999","VALUE!!$300,000 to $499,999","VALUE!!$500,000 to $999,999","VALUE!!$1,000,000 or more","VALUE!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Housing units with a mortgage","MORTGAGE STATUS!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Less than $200","GROSS RENT!!$200 to $299","GROSS RENT!!$300 to $499","GROSS RENT!!$500 to $749","GROSS RENT!!$750 to $999","GROSS RENT!!$1,000 to $1,499","GROSS RENT!!$1,500 or more","GROSS RENT!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"Manhattan borough, New York County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","846,962","726,090","120,872","2.7","4.0","","846,962","5,765","5,617","7,122","19,969","48,132","100,247","658,004","658","1,448","","846,962","28,281","32,957","28,266","52,395","68,161","105,399","78,625","64,424","388,454","","846,962","101,223","111,830","259,565","215,744","85,654","38,519","15,396","7,109","11,922","3.3","","846,962","124,652","343,275","260,903","88,882","22,131","7,119","","726,090","161,647","564,443","2.06","2.14","","726,090","336,242","98,049","124,350","68,196","62,788","36,465","","726,090","569,436","138,472","14,685","3,497","","726,090","266,225","10,253","135,943","283,995","1,450","210","633","15,867","11,514","","726,090","4,737","8,373","29,269","","726,090","683,146","23,307","19,637","","161,647","4,805","2,567","1,386","1,640","5,035","24,829","57,091","64,294","825,900","","161,647","95,295","66,352","","95,295","125","360","1,100","3,349","8,091","10,096","72,174","3,080","66,352","6,573","5,484","3,822","3,587","46,886","907","","94,444","43,655","12,722","7,074","5,678","25,315","851","65,190","32,353","6,833","5,776","4,670","2,952","2,073","10,533","1,162","","551,977","7,706","27,778","32,586","61,370","74,317","110,240","237,980","1,305","12,466","","539,316","98,516","66,953","65,509","59,691","52,546","196,101","25,127"
"    Estimate Margin of Error","","±2,959","±7,394","±6,555","±0.8","±0.5","","±2,959","±1,322","±1,334","±1,406","±2,562","±3,916","±4,398","±7,353","±559","±838","","±2,959","±2,962","±2,899","±3,033","±3,876","±4,200","±4,823","±4,279","±3,691","±7,929","","±2,959","±5,386","±5,923","±7,467","±7,804","±5,004","±3,425","±2,199","±1,011","±1,735","±0.1","","±2,959","±5,906","±8,249","±8,692","±4,947","±2,454","±1,439","","±7,394","±5,424","±8,306","±0.05","±0.03","","±7,394","±7,544","±5,083","±5,601","±3,676","±2,739","±3,063","","±7,394","±7,395","±5,854","±2,002","±846","","±7,394","±6,831","±1,445","±4,950","±6,992","±574","±211","±313","±2,003","±1,769","","±7,394","±1,372","±1,722","±3,001","","±7,394","±7,692","±2,891","±2,620","","±5,424","±984","±864","±589","±638","±1,312","±2,490","±3,492","±3,835","±34,073","","±5,424","±4,160","±3,426","","±4,160","±142","±221","±479","±984","±1,297","±1,774","±3,836","±118","±3,426","±1,450","±1,191","±856","±909","±3,117","±67","","±4,195","±3,190","±1,547","±1,341","±1,372","±2,729","±391","±3,484","±2,759","±1,318","±1,144","±1,312","±978","±802","±1,518","±563","","±8,373","±1,581","±2,518","±2,708","±4,246","±5,146","±5,051","±6,101","±24","±2,007","","±8,366","±4,875","±4,583","±4,990","±4,179","±3,644","±7,213","±2,752"
"    Percent","","846,962","85.7%","14.3%","(X)","(X)","","846,962","0.7%","0.7%","0.8%","2.4%","5.7%","11.8%","77.7%","0.1%","0.2%","","846,962","3.3%","3.9%","3.3%","6.2%","8.0%","12.4%","9.3%","7.6%","45.9%","","846,962","12.0%","13.2%","30.6%","25.5%","10.1%","4.5%","1.8%","0.8%","1.4%","(X)","","846,962","14.7%","40.5%","30.8%","10.5%","2.6%","0.8%","","726,090","22.3%","77.7%","(X)","(X)","","726,090","46.3%","13.5%","17.1%","9.4%","8.6%","5.0%","","726,090","78.4%","19.1%","2.0%","0.5%","","726,090","36.7%","1.4%","18.7%","39.1%","0.2%","0.0%","0.1%","2.2%","1.6%","","726,090","0.7%","1.2%","4.0%","","726,090","94.1%","3.2%","2.7%","","161,647","3.0%","1.6%","0.9%","1.0%","3.1%","15.4%","35.3%","39.8%","(X)","","161,647","59.0%","41.0%","","95,295","0.1%","0.4%","1.2%","3.5%","8.5%","10.6%","75.7%","(X)","66,352","9.9%","8.3%","5.8%","5.4%","70.7%","(X)","","94,444","46.2%","13.5%","7.5%","6.0%","26.8%","(X)","65,190","49.6%","10.5%","8.9%","7.2%","4.5%","3.2%","16.2%","(X)","","551,977","1.4%","5.0%","5.9%","11.1%","13.5%","20.0%","43.1%","(X)","(X)","","539,316","18.3%","12.4%","12.1%","11.1%","9.7%","36.4%","(X)"
"    Percent Margin of Error","","(X)","±0.8","±0.8","(X)","(X)","","(X)","±0.2","±0.2","±0.2","±0.3","±0.5","±0.5","±0.9","±0.1","±0.1","","(X)","±0.3","±0.3","±0.4","±0.5","±0.5","±0.6","±0.5","±0.4","±0.9","","(X)","±0.6","±0.7","±0.9","±0.9","±0.6","±0.4","±0.3","±0.1","±0.2","(X)","","(X)","±0.7","±1.0","±1.0","±0.6","±0.3","±0.2","","(X)","±0.7","±0.7","(X)","(X)","","(X)","±0.9","±0.7","±0.7","±0.5","±0.4","±0.4","","(X)","±0.8","±0.7","±0.3","±0.1","","(X)","±0.9","±0.2","±0.6","±0.8","±0.1","±0.1","±0.1","±0.3","±0.2","","(X)","±0.2","±0.2","±0.4","","(X)","±0.5","±0.4","±0.4","","(X)","±0.6","±0.5","±0.4","±0.4","±0.8","±1.4","±1.9","±2.0","(X)","","(X)","±1.6","±1.6","","(X)","±0.2","±0.2","±0.5","±1.0","±1.3","±1.8","±2.5","(X)","(X)","±2.1","±1.7","±1.2","±1.4","±3.3","(X)","","(X)","±2.6","±1.7","±1.3","±1.4","±2.6","(X)","(X)","±3.3","±1.9","±1.8","±1.9","±1.5","±1.2","±2.2","(X)","","(X)","±0.3","±0.5","±0.5","±0.7","±0.9","±0.9","±0.9","(X)","(X)","","(X)","±0.9","±0.8","±0.9","±0.8","±0.7","±1.3","(X)"
"Queens borough, Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","834,965","772,332","62,633","1.8","3.8","","834,965","163,506","69,528","183,747","91,459","50,157","29,381","245,214","1,590","383","","834,965","22,887","21,221","22,216","27,065","48,618","115,990","177,937","152,102","246,929","","834,965","32,996","30,863","168,537","188,746","176,340","113,793","51,049","31,389","41,252","4.5","","834,965","37,893","221,698","262,183","226,353","58,618","28,220","","772,332","338,609","433,723","3.05","2.72","","772,332","305,586","137,952","152,199","73,382","54,616","48,597","","772,332","284,604","309,509","136,597","41,622","","772,332","524,974","11,022","43,171","182,341","99","584","115","6,151","3,875","","772,332","3,494","10,926","31,545","","772,332","703,798","44,723","23,811","","338,609","6,711","6,457","8,476","16,718","37,445","116,121","137,821","8,860","464,800","","338,609","213,078","125,531","","213,078","463","2,054","3,321","11,149","24,735","34,138","137,218","2,409","125,531","5,522","4,789","4,639","5,075","105,506","752","","211,942","48,234","26,405","21,485","18,375","97,443","1,136","123,663","39,143","22,578","13,699","9,867","7,457","5,934","24,985","1,868","","421,525","2,792","8,525","11,766","32,450","62,923","190,224","112,845","1,242","12,198","","413,015","41,947","45,087","49,790","42,786","36,894","196,511","20,708"
"    Estimate Margin of Error","","±1,126","±4,924","±4,589","±0.4","±0.5","","±1,126","±4,391","±3,523","±5,817","±4,613","±3,356","±2,883","±5,084","±626","±368","","±1,126","±2,206","±2,810","±2,105","±2,584","±3,319","±4,813","±5,893","±6,170","±5,434","","±1,126","±3,249","±2,771","±6,002","±6,775","±5,961","±5,099","±3,039","±2,634","±2,464","±0.1","","±1,126","±3,475","±7,056","±7,638","±6,487","±3,675","±2,285","","±4,924","±6,937","±7,222","±0.04","±0.04","","±4,924","±7,079","±6,115","±5,143","±3,560","±3,246","±2,928","","±4,924","±7,689","±6,332","±5,900","±3,218","","±4,924","±7,189","±1,435","±3,118","±5,263","±140","±408","±134","±1,220","±845","","±4,924","±1,090","±1,851","±3,163","","±4,924","±5,940","±3,231","±2,401","","±6,937","±1,117","±1,113","±1,426","±1,539","±2,494","±4,816","±5,194","±1,399","±6,497","","±6,937","±6,247","±4,607","","±6,247","±304","±586","±836","±1,752","±2,227","±2,481","±5,180","±45","±4,607","±1,031","±1,097","±941","±979","±4,464","±21","","±6,303","±3,640","±2,216","±2,422","±2,081","±4,312","±475","±4,504","±2,361","±2,013","±1,623","±1,571","±1,157","±990","±2,212","±615","","±6,950","±1,001","±1,671","±1,834","±3,007","±4,108","±5,302","±4,903","±15","±1,534","","±6,919","±2,906","±3,129","±3,819","±3,164","±3,558","±6,944","±1,986"
"    Percent","","834,965","92.5%","7.5%","(X)","(X)","","834,965","19.6%","8.3%","22.0%","11.0%","6.0%","3.5%","29.4%","0.2%","0.0%","","834,965","2.7%","2.5%","2.7%","3.2%","5.8%","13.9%","21.3%","18.2%","29.6%","","834,965","4.0%","3.7%","20.2%","22.6%","21.1%","13.6%","6.1%","3.8%","4.9%","(X)","","834,965","4.5%","26.6%","31.4%","27.1%","7.0%","3.4%","","772,332","43.8%","56.2%","(X)","(X)","","772,332","39.6%","17.9%","19.7%","9.5%","7.1%","6.3%","","772,332","36.8%","40.1%","17.7%","5.4%","","772,332","68.0%","1.4%","5.6%","23.6%","0.0%","0.1%","0.0%","0.8%","0.5%","","772,332","0.5%","1.4%","4.1%","","772,332","91.1%","5.8%","3.1%","","338,609","2.0%","1.9%","2.5%","4.9%","11.1%","34.3%","40.7%","2.6%","(X)","","338,609","62.9%","37.1%","","213,078","0.2%","1.0%","1.6%","5.2%","11.6%","16.0%","64.4%","(X)","125,531","4.4%","3.8%","3.7%","4.0%","84.0%","(X)","","211,942","22.8%","12.5%","10.1%","8.7%","46.0%","(X)","123,663","31.7%","18.3%","11.1%","8.0%","6.0%","4.8%","20.2%","(X)","","421,525","0.7%","2.0%","2.8%","7.7%","14.9%","45.1%","26.8%","(X)","(X)","","413,015","10.2%","10.9%","12.1%","10.4%","8.9%","47.6%","(X)"
"    Percent Margin of Error","","(X)","±0.6","±0.6","(X)","(X)","","(X)","±0.5","±0.4","±0.7","±0.6","±0.4","±0.3","±0.6","±0.1","±0.1","","(X)","±0.3","±0.3","±0.3","±0.3","±0.4","±0.6","±0.7","±0.7","±0.7","","(X)","±0.4","±0.3","±0.7","±0.8","±0.7","±0.6","±0.4","±0.3","±0.3","(X)","","(X)","±0.4","±0.8","±0.9","±0.8","±0.4","±0.3","","(X)","±0.9","±0.9","(X)","(X)","","(X)","±0.9","±0.8","±0.6","±0.5","±0.4","±0.4","","(X)","±0.9","±0.9","±0.7","±0.4","","(X)","±0.8","±0.2","±0.4","±0.7","±0.1","±0.1","±0.1","±0.2","±0.1","","(X)","±0.1","±0.2","±0.4","","(X)","±0.5","±0.4","±0.3","","(X)","±0.3","±0.3","±0.4","±0.5","±0.7","±1.2","±1.2","±0.4","(X)","","(X)","±1.2","±1.2","","(X)","±0.1","±0.3","±0.4","±0.8","±1.0","±1.1","±1.5","(X)","(X)","±0.8","±0.9","±0.8","±0.8","±1.5","(X)","","(X)","±1.5","±1.0","±1.1","±0.9","±1.7","(X)","(X)","±1.6","±1.4","±1.3","±1.3","±0.9","±0.8","±1.6","(X)","","(X)","±0.2","±0.4","±0.4","±0.7","±0.9","±1.1","±1.1","(X)","(X)","","(X)","±0.7","±0.8","±0.9","±0.7","±0.8","±1.4","(X)"
"Staten Island borough, Richmond County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","176,696","163,816","12,880","2.7","7.8","","176,696","59,861","43,923","41,306","8,738","3,009","1,872","17,734","253","0","","176,696","6,150","12,608","17,330","22,773","30,058","26,168","15,892","8,142","37,575","","176,696","3,145","1,881","20,330","25,117","33,485","39,302","24,447","12,874","16,115","5.6","","176,696","3,407","22,242","39,111","81,309","23,347","7,280","","163,816","114,045","49,771","2.93","2.51","","163,816","53,168","35,401","33,861","16,422","14,146","10,818","","163,816","25,440","61,009","57,805","19,562","","163,816","142,868","1,884","4,707","13,608","53","54","0","286","356","","163,816","488","1,301","2,246","","163,816","157,232","5,186","1,398","","114,045","1,047","547","507","2,424","8,030","60,019","37,678","3,793","452,300","","114,045","81,794","32,251","","81,794","0","132","490","1,726","8,861","15,970","54,615","2,339","32,251","106","0","360","819","30,966","729","","81,094","21,458","11,395","10,435","6,245","31,561","700","32,014","9,481","5,766","5,041","1,957","2,155","1,321","6,293","237","","46,466","1,091","2,302","2,970","4,940","7,374","16,298","11,491","1,141","3,305","","44,760","6,243","4,055","5,779","3,450","4,085","21,148","5,011"
"    Estimate Margin of Error","","±743","±2,106","±2,037","±0.9","±2.0","","±743","±3,315","±2,852","±3,354","±1,498","±914","±705","±2,098","±200","±275","","±743","±1,255","±1,902","±2,102","±1,939","±2,850","±2,401","±1,973","±1,669","±2,524","","±743","±1,024","±522","±2,088","±2,557","±2,668","±3,101","±2,575","±1,681","±1,710","±0.1","","±743","±1,077","±2,196","±3,237","±3,754","±2,094","±1,172","","±2,106","±3,340","±3,189","±0.05","±0.10","","±2,106","±3,328","±2,681","±2,417","±1,861","±1,689","±1,395","","±2,106","±2,516","±3,226","±3,281","±1,983","","±2,106","±2,920","±514","±932","±1,550","±93","±90","±275","±214","±285","","±2,106","±434","±783","±805","","±2,106","±2,639","±1,316","±680","","±3,340","±415","±319","±260","±964","±1,271","±3,375","±2,743","±1,062","±7,337","","±3,340","±3,091","±2,237","","±3,091","±275","±123","±274","±536","±1,412","±1,736","±3,354","±51","±2,237","±96","±275","±262","±439","±2,123","±33","","±3,024","±2,181","±2,016","±1,674","±1,231","±2,565","±407","±2,224","±1,308","±1,195","±1,233","±679","±730","±467","±1,188","±194","","±3,176","±528","±688","±989","±1,208","±1,482","±2,114","±2,176","±56","±990","","±3,259","±1,479","±967","±1,274","±1,223","±956","±2,498","±1,232"
"    Percent","","176,696","92.7%","7.3%","(X)","(X)","","176,696","33.9%","24.9%","23.4%","4.9%","1.7%","1.1%","10.0%","0.1%","0.0%","","176,696","3.5%","7.1%","9.8%","12.9%","17.0%","14.8%","9.0%","4.6%","21.3%","","176,696","1.8%","1.1%","11.5%","14.2%","19.0%","22.2%","13.8%","7.3%","9.1%","(X)","","176,696","1.9%","12.6%","22.1%","46.0%","13.2%","4.1%","","163,816","69.6%","30.4%","(X)","(X)","","163,816","32.5%","21.6%","20.7%","10.0%","8.6%","6.6%","","163,816","15.5%","37.2%","35.3%","11.9%","","163,816","87.2%","1.2%","2.9%","8.3%","0.0%","0.0%","0.0%","0.2%","0.2%","","163,816","0.3%","0.8%","1.4%","","163,816","96.0%","3.2%","0.9%","","114,045","0.9%","0.5%","0.4%","2.1%","7.0%","52.6%","33.0%","3.3%","(X)","","114,045","71.7%","28.3%","","81,794","0.0%","0.2%","0.6%","2.1%","10.8%","19.5%","66.8%","(X)","32,251","0.3%","0.0%","1.1%","2.5%","96.0%","(X)","","81,094","26.5%","14.1%","12.9%","7.7%","38.9%","(X)","32,014","29.6%","18.0%","15.7%","6.1%","6.7%","4.1%","19.7%","(X)","","46,466","2.3%","5.0%","6.4%","10.6%","15.9%","35.1%","24.7%","(X)","(X)","","44,760","13.9%","9.1%","12.9%","7.7%","9.1%","47.2%","(X)"
"    Percent Margin of Error","","(X)","±1.2","±1.2","(X)","(X)","","(X)","±1.9","±1.6","±1.9","±0.8","±0.5","±0.4","±1.2","±0.1","±0.1","","(X)","±0.7","±1.1","±1.2","±1.1","±1.6","±1.4","±1.1","±0.9","±1.4","","(X)","±0.6","±0.3","±1.2","±1.4","±1.5","±1.8","±1.5","±1.0","±1.0","(X)","","(X)","±0.6","±1.2","±1.8","±2.1","±1.2","±0.7","","(X)","±1.9","±1.9","(X)","(X)","","(X)","±1.9","±1.6","±1.5","±1.1","±1.0","±0.8","","(X)","±1.5","±1.9","±2.0","±1.2","","(X)","±1.2","±0.3","±0.6","±1.0","±0.1","±0.1","±0.1","±0.1","±0.2","","(X)","±0.3","±0.5","±0.5","","(X)","±0.9","±0.8","±0.4","","(X)","±0.4","±0.3","±0.2","±0.8","±1.1","±2.6","±2.3","±0.9","(X)","","(X)","±1.8","±1.8","","(X)","±0.2","±0.2","±0.3","±0.7","±1.7","±2.2","±2.8","(X)","(X)","±0.3","±0.5","±0.8","±1.3","±1.5","(X)","","(X)","±2.5","±2.4","±2.0","±1.5","±2.7","(X)","(X)","±3.8","±3.5","±3.5","±2.0","±2.2","±1.5","±3.6","(X)","","(X)","±1.2","±1.4","±2.1","±2.6","±3.1","±3.9","±4.1","(X)","(X)","","(X)","±3.0","±2.1","±2.9","±2.6","±2.1","±4.1","(X)"
