,rent,borough,zip,year
593,,bronx,10452.0,2022
594,,bronx,10456.0,2022
595,,bronx,10468.0,2022
596,,bronx,10471.0,2022
597,,bronx,10458.0,2022
598,,bronx,10456.0,2022
599,,bronx,10463.0,2022
600,,bronx,10458.0,2022
601,,bronx,10458.0,2022
602,,bronx,10453.0,2022
603,,bronx,10461.0,2022
604,,bronx,10467.0,2022
605,,bronx,10463.0,2022
606,,bronx,10457.0,2022
607,,bronx,10471.0,2022
608,,bronx,10465.0,2022
609,,bronx,10451.0,2022
610,,bronx,10464.0,2022
611,,bronx,10463.0,2022
612,,bronx,10468.0,2022
613,,bronx,10466.0,2022
614,,bronx,10463.0,2022
615,,bronx,10471.0,2022
616,,bronx,10461.0,2022
617,,bronx,10471.0,2022
618,,bronx,10473.0,2022
619,,bronx,10463.0,2022
620,,bronx,10457.0,2022
