zipcode,year,borough,rent,home_value,count
11211,2016,BROOKLYN,3239.1666666666665,967278.0,1855
11211,2017,BROOKLYN,3226.85,967886.0,2645
11211,2018,BROOKLYN,3189.116666666667,997202.9166666666,3227
11211,2019,BROOKLYN,3335.4666666666667,1023273.75,6231
11211,2020,BROOKLYN,3324.8083333333334,1036530.25,2719
11211,2021,BROOKLYN,3375.1666666666665,1072471.75,2101
11211,2022,BROOKLYN,4141.138461538461,1150638.4,2730
11212,2022,BROOKLYN,2450.68,565813.6,208
11213,2015,BROOKLYN,2036.38,808794.4166666666,466
11213,2016,BROOKLYN,2157.275,896240.9166666666,732
11213,2017,BROOKLYN,2233.1583333333333,930991.0833333334,493
11213,2018,BROOKLYN,2303.5,968723.9166666666,619
11213,2019,BROOKLYN,2381.266666666667,970805.5833333334,440
11213,2020,BROOKLYN,2434.891666666667,972262.0,451
11213,2021,BROOKLYN,2417.0416666666665,989242.9166666666,485
11213,2022,BROOKLYN,2598.366666666667,1074487.1,582
11214,2015,BROOKLYN,1599.84,538540.1666666666,58
11214,2016,BROOKLYN,1680.65,573353.0,67
11214,2017,BROOKLYN,1758.8833333333334,607146.8333333334,29
11214,2018,BROOKLYN,1823.0916666666667,645641.75,39
11214,2019,BROOKLYN,1870.1416666666669,663974.4166666666,21
11214,2020,BROOKLYN,1885.4833333333331,658203.8333333334,30
11214,2021,BROOKLYN,1892.1666666666667,684362.9166666666,54
11214,2022,BROOKLYN,2060.9,716947.2,62
11215,2015,BROOKLYN,2688.77,1399352.75,437
11215,2016,BROOKLYN,2710.5333333333333,1479163.0,391
11215,2017,BROOKLYN,2728.1583333333333,1461599.9166666667,442
11215,2018,BROOKLYN,2798.008333333333,1418675.5833333333,559
11215,2019,BROOKLYN,2882.625,1442186.3333333333,1087
11215,2020,BROOKLYN,2891.175,1350269.1666666667,541
11215,2021,BROOKLYN,2883.6583333333333,1362516.5,491
11215,2022,BROOKLYN,3354.18,1465798.0,649
11216,2015,BROOKLYN,2320.3799999999997,941515.0,949
11216,2016,BROOKLYN,2411.2833333333333,1028097.9166666666,1639
11216,2017,BROOKLYN,2452.9166666666665,1045381.6666666666,1178
11216,2018,BROOKLYN,2491.808333333333,1112043.4166666667,1334
11216,2019,BROOKLYN,2563.6833333333334,1111053.0833333333,938
11216,2020,BROOKLYN,2537.266666666667,1112305.4166666667,999
11216,2021,BROOKLYN,2495.8333333333335,1136209.0,984
11216,2022,BROOKLYN,2952.827272727273,1242107.2,1287
11217,2015,BROOKLYN,2945.04,1443722.9166666667,399
11217,2016,BROOKLYN,2970.3083333333334,1522131.9166666667,402
11217,2017,BROOKLYN,3005.3916666666664,1521126.75,744
11217,2018,BROOKLYN,3082.5333333333333,1515536.5833333333,656
11217,2019,BROOKLYN,3173.7833333333333,1529402.1666666667,1174
11217,2020,BROOKLYN,3142.425,1461386.0833333333,623
11217,2021,BROOKLYN,3163.675,1432988.25,459
11217,2022,BROOKLYN,3512.730769230769,1531767.1,656
11218,2015,BROOKLYN,2188.31,723225.75,177
11218,2016,BROOKLYN,2226.95,786441.0,161
11218,2017,BROOKLYN,2265.4083333333333,854812.1666666666,326
11218,2018,BROOKLYN,2297.1416666666664,904973.5833333334,251
11218,2019,BROOKLYN,2319.075,959076.1666666666,237
11218,2020,BROOKLYN,2323.0333333333333,932258.9166666666,198
11218,2021,BROOKLYN,2320.3166666666666,953143.4166666666,184
11218,2022,BROOKLYN,2552.81,996101.6,231
11219,2021,BROOKLYN,1874.1000000000001,850656.5833333334,57
11219,2022,BROOKLYN,2020.22,907365.6,63
11220,2015,BROOKLYN,1813.26,595905.3333333334,160
11220,2016,BROOKLYN,1845.0833333333333,654008.9166666666,164
11220,2017,BROOKLYN,1962.3999999999999,711517.0,198
11220,2018,BROOKLYN,2036.5,737359.3333333334,178
11220,2019,BROOKLYN,2059.925,748739.3333333334,269
11220,2020,BROOKLYN,2100.6666666666665,746375.5,172
11220,2021,BROOKLYN,2068.05,741358.25,173
11220,2022,BROOKLYN,2268.35,774680.8,233
11221,2015,BROOKLYN,2286.7200000000003,819887.5,1007
11221,2016,BROOKLYN,2397.9166666666665,909883.25,1539
11221,2017,BROOKLYN,2467.516666666667,956862.3333333334,957
11221,2018,BROOKLYN,2513.625,1027401.0833333334,1190
11221,2019,BROOKLYN,2595.075,1031257.3333333334,794
11221,2020,BROOKLYN,2598.391666666667,1040120.6666666666,979
11221,2021,BROOKLYN,2554.9833333333336,1071570.75,934
11221,2022,BROOKLYN,3014.76,1184248.8,1165
11222,2015,BROOKLYN,2770.21,971202.5,648
11222,2016,BROOKLYN,2869.2916666666665,1011781.0,610
11222,2017,BROOKLYN,2937.683333333333,1020965.5,1785
11222,2018,BROOKLYN,2975.8500000000004,1035642.5,1219
11222,2019,BROOKLYN,3060.9750000000004,1041824.5833333334,1024
11222,2020,BROOKLYN,3136.366666666667,1044151.75,948
11222,2021,BROOKLYN,3280.425,1068180.4166666667,698
11222,2022,BROOKLYN,3720.6214285714286,1145620.1,1001
11223,2015,BROOKLYN,1549.5444444444443,722070.75,80
11223,2016,BROOKLYN,1645.0333333333333,777270.3333333334,99
11223,2017,BROOKLYN,1701.5166666666667,837217.3333333334,74
11223,2018,BROOKLYN,1737.1416666666667,889891.1666666666,87
11223,2019,BROOKLYN,1774.1416666666667,912277.8333333334,108
11223,2020,BROOKLYN,1795.1999999999998,917003.6666666666,87
11223,2021,BROOKLYN,1772.5416666666667,967155.3333333334,97
11223,2022,BROOKLYN,2077.0454545454545,1010828.9,126
11224,2022,BROOKLYN,2953.475,612614.4,44
11225,2015,BROOKLYN,2117.85,1036868.3333333334,448
11225,2016,BROOKLYN,2218.4166666666665,1144649.6666666667,797
11225,2017,BROOKLYN,2261.4416666666666,1190122.4166666667,609
11225,2018,BROOKLYN,2333.991666666667,1210101.75,662
11225,2019,BROOKLYN,2405.491666666667,1258277.0,435
11225,2020,BROOKLYN,2380.9166666666665,1241847.75,489
11225,2021,BROOKLYN,2352.4416666666666,1278577.6666666667,498
11225,2022,BROOKLYN,2714.6363636363635,1372638.6,667
11226,2015,BROOKLYN,1974.18,641336.1666666666,418
11226,2016,BROOKLYN,2075.5916666666667,696150.8333333334,470
11226,2017,BROOKLYN,2135.625,749691.5,913
11226,2018,BROOKLYN,2198.0583333333334,778287.4166666666,692
11226,2019,BROOKLYN,2252.766666666667,825612.5,517
11226,2020,BROOKLYN,2262.141666666667,793846.3333333334,521
11226,2021,BROOKLYN,2234.8416666666667,804033.1666666666,469
11226,2022,BROOKLYN,2487.0583333333334,835676.9,643
11228,2015,BROOKLYN,1349.9199999999998,804904.0,27
11228,2016,BROOKLYN,1450.8083333333334,864086.25,36
11228,2017,BROOKLYN,1499.5583333333334,915823.8333333334,40
11228,2018,BROOKLYN,1589.8083333333334,950662.5833333334,43
11228,2019,BROOKLYN,1672.7833333333333,968549.75,21
11228,2020,BROOKLYN,1748.7083333333333,960748.1666666666,23
11228,2021,BROOKLYN,1773.4,998804.75,34
11228,2022,BROOKLYN,2029.94,1058924.4,38
11229,2015,BROOKLYN,1705.45,545587.6666666666,55
11229,2016,BROOKLYN,1757.3249999999998,589610.4166666666,50
11229,2017,BROOKLYN,1867.5916666666667,637280.1666666666,19
11229,2018,BROOKLYN,1938.1083333333331,678411.0833333334,50
11229,2019,BROOKLYN,2008.5333333333333,710380.8333333334,55
11229,2020,BROOKLYN,2023.5333333333333,716434.75,33
11229,2021,BROOKLYN,2036.4499999999998,741905.75,61
11229,2022,BROOKLYN,2163.46,780479.0,81
11230,2015,BROOKLYN,1848.8,836698.0,63
11230,2016,BROOKLYN,1961.2250000000001,911578.4166666666,67
11230,2017,BROOKLYN,2041.2333333333331,954261.3333333334,68
11230,2018,BROOKLYN,2074.0249999999996,995145.0833333334,68
11230,2019,BROOKLYN,2105.241666666667,1055775.3333333333,131
11230,2020,BROOKLYN,2134.008333333333,1024859.6666666666,66
11230,2021,BROOKLYN,2068.325,1023494.25,71
11230,2022,BROOKLYN,2240.55,1083692.4,97
11231,2015,BROOKLYN,2825.04,1335947.8333333333,138
11231,2016,BROOKLYN,2859.375,1426434.3333333333,224
11231,2017,BROOKLYN,2903.2,1441094.0,226
11231,2018,BROOKLYN,2998.5416666666665,1434799.8333333333,213
11231,2019,BROOKLYN,3117.925,1436682.5,214
11231,2020,BROOKLYN,3086.191666666667,1434137.1666666667,199
11231,2021,BROOKLYN,3079.008333333333,1411345.5,174
11231,2022,BROOKLYN,3544.7,1497689.7,225
11232,2020,BROOKLYN,2375.7444444444445,716372.9166666666,68
11232,2021,BROOKLYN,2377.5416666666665,690353.3333333334,63
11232,2022,BROOKLYN,2674.33,720332.5,83
11233,2015,BROOKLYN,2118.37,610939.25,943
11233,2016,BROOKLYN,2192.3416666666667,662939.5833333334,1312
11233,2017,BROOKLYN,2273.825,719472.75,777
11233,2018,BROOKLYN,2308.4583333333335,745286.75,981
11233,2019,BROOKLYN,2394.0,763895.1666666666,647
11233,2020,BROOKLYN,2349.358333333333,776035.25,809
11233,2021,BROOKLYN,2269.7916666666665,846402.1666666666,1013
11233,2022,BROOKLYN,2611.741666666667,894202.6,1194
11234,2022,BROOKLYN,2399.2444444444445,722477.0,60
11235,2015,BROOKLYN,1789.57,484378.3333333333,118
11235,2016,BROOKLYN,1889.0583333333334,497678.0833333333,163
11235,2017,BROOKLYN,1969.375,524481.1666666666,78
11235,2018,BROOKLYN,2027.3999999999999,576024.1666666666,123
11235,2019,BROOKLYN,2085.1000000000004,592481.4166666666,123
11235,2020,BROOKLYN,2092.2916666666665,590995.5,97
11235,2021,BROOKLYN,2133.766666666667,621407.25,128
11235,2022,BROOKLYN,2523.825,655850.2,155
11236,2022,BROOKLYN,1952.9333333333334,636843.2,227
11237,2015,BROOKLYN,2496.2200000000003,661371.0,1016
11237,2016,BROOKLYN,2549.05,738264.25,1950
11237,2017,BROOKLYN,2572.2916666666665,769363.0833333334,1351
11237,2018,BROOKLYN,2551.675,789695.25,1711
11237,2019,BROOKLYN,2619.0416666666665,794939.5833333334,1426
11237,2020,BROOKLYN,2650.175,814787.5,1295
11237,2021,BROOKLYN,2608.8333333333335,822998.1666666666,1036
11237,2022,BROOKLYN,3187.61,892186.9,1309
11238,2015,BROOKLYN,3063.5299999999997,1195940.4166666667,622
11238,2016,BROOKLYN,3088.675,1264259.75,1206
11238,2017,BROOKLYN,3071.858333333333,1232179.0,1027
11238,2018,BROOKLYN,3115.5333333333333,1237717.0,1138
11238,2019,BROOKLYN,3181.2833333333333,1269767.1666666667,1126
11238,2020,BROOKLYN,3112.8083333333334,1186036.5833333333,816
11238,2021,BROOKLYN,3050.7749999999996,1132804.25,686
11238,2022,BROOKLYN,3540.19,1200487.2,964
11354,2015,QUEENS,2047.29,506578.0833333333,44
11354,2016,QUEENS,2154.6416666666664,552135.0833333334,52
11354,2017,QUEENS,2204.05,603901.5,40
11354,2018,QUEENS,2244.2,658181.3333333334,51
11354,2019,QUEENS,2255.5333333333333,678780.75,20
11354,2020,QUEENS,2224.6499999999996,686298.4166666666,52
11354,2021,QUEENS,2182.383333333333,679932.4166666666,55
11354,2022,QUEENS,2372.38,699018.4,59
11355,2015,QUEENS,1603.02,516473.8333333333,216
11355,2016,QUEENS,1723.6583333333333,569382.5833333334,185
11355,2017,QUEENS,1750.3916666666667,619183.0,211
11355,2018,QUEENS,1852.8166666666666,676159.0,195
11355,2019,QUEENS,1852.9250000000002,688670.9166666666,126
11355,2020,QUEENS,1859.8666666666666,678723.75,151
11355,2021,QUEENS,1815.2333333333333,675732.1666666666,284
11355,2022,QUEENS,1921.3909090909092,700258.2,301
11356,2022,QUEENS,2309.9666666666667,783582.9,35
11357,2022,QUEENS,2693.2375,994086.3,10
11358,2021,QUEENS,2047.918181818182,936072.9166666666,90
11358,2022,QUEENS,2323.0,993699.0,117
11360,2021,QUEENS,2080.0,702569.6666666666,6
11360,2022,QUEENS,2364.491666666667,732222.0,7
11361,2020,QUEENS,2191.6875,858136.1666666666,16
11361,2021,QUEENS,2155.491666666667,890003.5,55
11361,2022,QUEENS,2355.6545454545453,955138.3,65
11362,2022,QUEENS,2950.0,985342.2,5
11363,2022,QUEENS,1795.0,1103964.4,3
11364,2022,QUEENS,2476.26,952809.5,6
11365,2022,QUEENS,2483.1875,938809.1,30
11367,2022,QUEENS,2478.88,838199.5,39
11368,2022,QUEENS,2039.5,571892.3,141
11370,2022,QUEENS,3400.0,760890.3,34
11372,2021,QUEENS,1887.6166666666666,483587.8333333333,241
11372,2022,QUEENS,2062.44,501556.6,248
11373,2021,QUEENS,1871.7777777777778,578745.3333333334,208
11373,2022,QUEENS,2011.5727272727272,590277.5,215
11374,2015,QUEENS,1955.8,455798.9166666667,128
11374,2016,QUEENS,1996.9750000000001,491289.4166666667,118
11374,2017,QUEENS,2065.775,539852.1666666666,82
11374,2018,QUEENS,2103.5,584818.4166666666,88
11374,2019,QUEENS,2197.325,611956.9166666666,168
11374,2020,QUEENS,2222.75,597965.6666666666,99
11374,2021,QUEENS,2199.2,621448.8333333334,126
11374,2022,QUEENS,2393.72,630222.4,149
11375,2015,QUEENS,1965.21,669283.75,34
11375,2016,QUEENS,2034.1416666666669,713962.75,34
11375,2017,QUEENS,2082.2749999999996,760781.6666666666,99
11375,2018,QUEENS,2108.1583333333333,818675.4166666666,69
11375,2019,QUEENS,2186.5166666666664,850694.9166666666,41
11375,2020,QUEENS,2175.9166666666665,843562.0833333334,51
11375,2021,QUEENS,2154.366666666667,830616.4166666666,40
11375,2022,QUEENS,2930.5266666666666,870997.0,50
11377,2020,QUEENS,1909.3999999999999,793972.6666666666,159
11377,2021,QUEENS,1902.6166666666666,794613.1666666666,413
11377,2022,QUEENS,2300.0,829358.8,385
11378,2022,QUEENS,2473.4416666666666,823000.6,86
11379,2021,QUEENS,2137.5,782484.75,35
11379,2022,QUEENS,2264.858333333333,826936.7,42
11385,2015,QUEENS,2327.2799999999997,550787.5,219
11385,2016,QUEENS,2438.741666666667,607714.4166666666,178
11385,2017,QUEENS,2460.633333333333,662187.6666666666,121
11385,2018,QUEENS,2489.758333333333,696424.75,162
11385,2019,QUEENS,2570.258333333333,703710.8333333334,247
11385,2020,QUEENS,2546.983333333333,706130.1666666666,167
11385,2021,QUEENS,2507.641666666667,732049.3333333334,183
11385,2022,QUEENS,2919.024,767211.8,231
11412,2022,QUEENS,1150.0,650777.5,139
11413,2022,QUEENS,3033.3333333333335,646525.2,148
11414,2022,QUEENS,2100.0,776587.8,32
11415,2020,QUEENS,1826.8142857142857,522792.0833333333,54
11415,2021,QUEENS,1910.6166666666666,520030.9166666667,82
11415,2022,QUEENS,2001.5727272727272,544864.3,101
11417,2022,QUEENS,1950.0,663566.2,63
11418,2022,QUEENS,2491.4,697998.1,49
11421,2022,QUEENS,4200.0,671280.4,120
11422,2022,QUEENS,3150.0,634242.8,78
11423,2022,QUEENS,4795.0,742090.6,70
11426,2022,QUEENS,2537.5,713849.1,5
11427,2022,QUEENS,2600.0,767260.3,10
11428,2022,QUEENS,1800.0,685692.0,25
11429,2022,QUEENS,3000.0,652049.0,74
11432,2022,QUEENS,2423.79375,934240.9,73
11433,2022,QUEENS,3673.0,626184.8,56
11434,2022,QUEENS,2515.1666666666665,631653.1,188
11435,2015,QUEENS,1496.0600000000002,427239.1666666667,66
11435,2016,QUEENS,1566.0416666666667,460095.5833333333,70
11435,2017,QUEENS,1625.8333333333333,483791.6666666667,17
11435,2018,QUEENS,1676.675,517040.75,63
11435,2019,QUEENS,1708.7166666666667,544441.5,49
11435,2020,QUEENS,1747.125,561451.8333333334,36
11435,2021,QUEENS,1778.2454545454545,613944.6666666666,69
11435,2022,QUEENS,1923.5666666666666,655826.8,72
11436,2022,QUEENS,2100.0,610620.5,100
11691,2022,QUEENS,2706.15,643481.2,81
11692,2022,QUEENS,2700.0,562100.5,112
11694,2022,QUEENS,3133.3333333333335,955955.1,64
