zipcode,borough,year,count,home_value
10301,STATEN_ISLAND,2022,143,667275.2
10301,STATEN_ISLAND,2021,126,613591.25
10301,STATEN_ISLAND,2019,212,581955.8333333334
10301,STATEN_ISLAND,2016,118,478215.8333333333
10301,STATEN_ISLAND,2015,124,438929.1666666667
