Address,County,Zip,price,Listing Url,Borough
"2 Blue #Brookly Brooklyn, NY 11222",Brooklyn,11222,7115.0,https://www.trulia.com/c/ny/brooklyn/two-blue-slip-2-blue-slip-brooklyn-ny-11222--2444662696,Brooklyn
"2 Blue #Brookly Brooklyn, NY 11222",Brooklyn,11222,7355.0,https://www.trulia.com/c/ny/brooklyn/two-blue-slip-2-blue-slip-brooklyn-ny-11222--2444662696,Brooklyn
"28 Jackson Ave Long Island City, NY 11101",Long Island City,11101,3112.0,https://www.trulia.com/c/ny/long-island-city/jackson-park-28-jackson-ave-long-island-city-ny-11101--2571127080,Queens
"28 Jackson Ave Long Island City, NY 11101",Long Island City,11101,3721.0,https://www.trulia.com/c/ny/long-island-city/jackson-park-28-jackson-ave-long-island-city-ny-11101--2571127080,Queens
"28 Jackson Ave Long Island City, NY 11101",Long Island City,11101,3346.0,https://www.trulia.com/c/ny/long-island-city/jackson-park-28-jackson-ave-long-island-city-ny-11101--2571127080,Queens
"28 Jackson Ave Long Island City, NY 11101",Long Island City,11101,4451.0,https://www.trulia.com/c/ny/long-island-city/jackson-park-28-jackson-ave-long-island-city-ny-11101--2571127080,Queens
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3100.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3250.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3153.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
"1 Bell #Brookly Brooklyn, NY 11222",Brooklyn,11222,3233.0,https://www.trulia.com/c/ny/brooklyn/the-bellslip-1-bell-slip-brooklyn-ny-11222--2590576097,Brooklyn
