year,borough,zipcode,households_s1901_total_population,households_s1902_total_population,households_median_income,households_s1901_mean_income,households_s1902_mean_income,families_total_population,families_median_income,families_mean_income,married_couple_families_total_population,married_couple_families_median_income,married_couple_families_mean_income,nonfamily_households_total_population,nonfamily_households_median_income,nonfamily_households_mean_income,resident_total_population,resident_mean_income,white_total_population,white_mean_income,african_american_total_population,african_american_mean_income,amer_indian/alaska_native_total_population,amer_indian/alaska_native_mean_income,asian_total_population,asian_mean_income,hawaiian/_pacific_islander_total_population,hawaiian/_pacific_islander_mean_income,other_race_total_population,other_race_mean_income,two_or_more_races_total_population,two_or_more_races_mean_income,latino_total_population,latino_mean_income,white_alone(not_latino)_total_population,white_alone(not_latino)_mean_income
2017,Queens,11004,5026.0,5026.0,93315,107832,107832,3376.0,107681,122089,2733.0,115461,,1650.0,60773,74526,15151.0,38119,6521,43323,1115,38171,100,,5863,35554,42,,820,25127,690,28421,2154,30833,5252,47005
2017,Queens,11005,1306.0,1306.0,51801,75327,75327,378.0,65147,116284,360.0,61071,,928.0,41759,58644,1762.0,56302,1740,56516,0,,0,,0,,0,,0,,22,,18,,1722,56436
2017,Queens,11040,12862.0,12862.0,118457,144076,144076,10723.0,132363,157204,8968.0,142695,,2139.0,47588,68725,42140.0,45105,21281,48991,574,37866,80,15076,16393,45469,80,30320,2691,25596,1041,17800,5008,31831,18649,50002
2017,Queens,11101,12474.0,12474.0,57866,95879,95879,6394.0,63920,108289,3956.0,120500,,6080.0,51977,80450,28852.0,43063,13414,53663,4814,21645,152,10645,5970,50079,40,,3111,20975,1351,37260,7936,25790,9631,63622
2017,Queens,11102,13627.0,13627.0,60436,82508,82508,6789.0,54980,87747,4684.0,71292,,6838.0,62726,75272,33727.0,35275,19180,41935,3555,18969,25,,5499,33941,47,47062,4551,23139,870,27041,10211,24356,14111,47094
2017,Queens,11103,16113.0,16113.0,65229,81512,81512,7652.0,66338,80561,5472.0,74236,89455,8461.0,62973,79743,38036.0,36827,26680,40002,1021,37812,71,53842,5820,30913,46,,3064,20502,1334,35151,8954,27161,21627,42110
2017,Queens,11104,11412.0,11412.0,63122,80386,80386,5342.0,71489,92815,4029.0,75330,,6070.0,53590,67715,25725.0,37114,17715,41473,384,40361,30,,5407,28100,0,,1521,18910,668,35505,7917,23785,11648,50047
2017,Queens,11105,15227.0,15227.0,68050,88855,88855,7723.0,80337,99770,5487.0,92659,,7504.0,57415,73555,37288.0,38318,27702,41567,916,32983,130,30068,5100,29771,0,,2461,22669,979,36341,7963,27796,22640,44322
2017,Queens,11106,17127.0,17127.0,60725,78578,78578,8344.0,63179,88366,5516.0,80833,,8783.0,56901,67571,40111.0,35257,21585,42888,2795,21359,81,32216,8557,32497,0,,5215,21020,1878,20481,11753,23890,15872,48351
2017,Queens,11109,2891.0,2891.0,137452,167536,167536,1163.0,191476,221417,1128.0,191667,,1728.0,103780,127168,5298.0,91942,3457,98512,212,82020,0,,1328,83736,0,,45,,256,65586,351,79009,3142,100207
2017,Queens,11351,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2017,Queens,11354,20299.0,20299.0,44512,63624,63624,13620.0,47589,66965,9109.0,54144,,6679.0,30836,50821,57566.0,24252,11934,31985,2097,22687,87,6044,35922,23702,6,,5972,14824,1548,16950,9211,17640,9458,33552
2017,Queens,11355,27523.0,27523.0,38370,55963,55963,19542.0,41157,59192,14320.0,40506,60035,7981.0,23662,42317,82890.0,20034,10650,31304,2761,26573,456,25014,60276,18011,83,,6704,19093,1960,13828,11631,20996,6719,36052
2017,Queens,11356,7541.0,7541.0,59712,76125,76125,5704.0,63458,81428,4228.0,72500,,1837.0,40591,53945,24069.0,25148,8370,31028,569,23972,22,24777,7543,26292,55,,6633,18132,877,13191,9591,18460,5941,35179
2017,Queens,11357,14735.0,14735.0,81053,100134,100134,10878.0,90367,109528,8673.0,97879,,3857.0,47431,68699,41393.0,37105,28912,40668,205,43702,90,41344,9362,30280,15,,1616,26780,1193,17141,6004,27905,24778,42716
2017,Queens,11358,12820.0,12820.0,65932,88217,88217,9294.0,76904,99598,7403.0,82924,,3526.0,43165,55138,36959.0,32137,16059,40661,459,37838,88,33836,16591,26125,0,,2868,23338,894,15705,6109,27162,13263,42776
2017,Queens,11359,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2017,Queens,11360,8382.0,8382.0,84476,102457,102457,5229.0,104028,122436,3974.0,115362,,3153.0,53183,68445,19501.0,45446,12738,48927,180,32745,56,,5791,39588,0,,435,45827,301,22152,1749,36013,11465,50522
2017,Queens,11361,10378.0,10378.0,82020,99655,99655,7034.0,92878,111252,5519.0,101601,,3344.0,56409,71141,29072.0,37166,14572,44923,964,43369,0,,11334,29776,0,,1569,24095,633,13882,4239,28633,12294,47352
2017,Queens,11362,7163.0,7163.0,80828,97327,97327,4713.0,97944,115841,3892.0,104000,,2450.0,48676,59379,18443.0,38986,9075,46628,186,42242,0,,8089,32977,0,,624,15778,469,24322,1641,26044,8027,48604
2017,Queens,11363,2620.0,2620.0,97784,128817,128817,1961.0,115383,147051,1659.0,117372,,659.0,57321,74560,7423.0,46719,4435,53282,98,58858,0,,2245,38768,0,,313,44697,332,11133,1223,42090,3767,53668
2017,Queens,11364,13385.0,13385.0,71030,94268,94268,9174.0,86173,105801,7032.0,94792,,4211.0,48085,63207,35885.0,36515,14707,43944,931,46034,120,,18079,31103,4,,1350,29597,694,21393,3517,36253,12732,44512
2017,Queens,11365,15657.0,15657.0,63455,82750,82750,11141.0,73761,92292,7958.0,84467,,4516.0,37016,55213,45565.0,29830,16089,39638,3454,25346,183,,20339,25448,16,,3888,19660,1596,24180,8540,22757,12175,43275
2017,Queens,11366,4456.0,4456.0,67115,94635,94635,3462.0,80678,102690,2624.0,85104,,994.0,29412,58273,14308.0,31649,5902,38895,806,22372,0,,6734,28444,0,,422,23398,444,8620,1148,29125,5367,39192
2017,Queens,11367,14670.0,14670.0,58924,78082,78082,10484.0,68688,87703,7613.0,79820,,4186.0,35931,49771,43496.0,27413,24400,30011,3502,27110,119,,11519,22450,0,,2093,21854,1863,29707,7622,26054,20206,30864
2017,Queens,11368,28275.0,28275.0,47862,61032,61032,22273.0,45837,59381,11922.0,52261,68053,6002.0,30051,41746,114647.0,16826,45355,16617,13897,22587,720,20529,14013,17072,12,,37794,14991,2856,14306,83893,15117,5046,27378
2017,Queens,11369,10720.0,10720.0,53426,68949,68949,7643.0,61909,73875,4861.0,70413,81656,3077.0,34054,46655,37325.0,21685,10129,26081,5907,26225,59,27976,4990,22688,0,,15015,16157,1225,26816,23917,18806,2741,34366
2017,Queens,11371,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2017,Queens,11372,24051.0,24051.0,53963,69795,69795,13955.0,57171,73156,8613.0,68800,,10096.0,46095,58571,64298.0,27761,37858,29649,1706,36532,153,18407,13151,27597,176,19693,9154,18439,2100,29632,38125,21969,11047,45917
2017,Queens,11373,30216.0,30216.0,49098,65321,65321,20969.0,52836,70037,14083.0,54638,73293,9247.0,31648,45740,96353.0,22249,23348,25128,2303,34435,573,19460,48874,22881,12,,18841,16060,2402,18916,37278,18805,6611,33977
2017,Queens,11374,19276.0,19276.0,56863,77779,77779,10297.0,79140,96090,7346.0,90152,105520,8979.0,41177,54866,43540.0,35632,23949,37245,1724,41453,93,31874,13137,35241,0,,2843,28167,1794,23391,7535,30128,19741,38695
2017,Queens,11375,32492.0,32492.0,76467,101342,101342,17587.0,102808,128069,14037.0,113180,139486,14905.0,52807,67792,72937.0,46430,45164,49990,1896,54233,240,13637,20712,42736,68,,1857,33761,3000,24483,10991,40820,37039,51576
2017,Queens,11377,31464.0,31464.0,54989,69474,69474,19500.0,57125,73180,13163.0,62276,79034,11964.0,43851,56124,89688.0,25978,43531,29807,2141,23063,295,28025,33982,22687,0,,6823,20749,2916,21343,34667,21433,17508,41805
2017,Queens,11378,12623.0,12623.0,68460,86987,86987,8287.0,81121,101499,5883.0,92213,,4336.0,38125,53855,35844.0,32263,26531,34773,511,34474,96,51361,3990,24963,32,,3763,21583,921,29207,11209,23913,19684,38699
2017,Queens,11379,13528.0,13528.0,79573,95587,95587,9290.0,95881,111634,6919.0,104772,,4238.0,46829,54691,37524.0,36301,29831,38219,509,28272,70,34541,3969,30616,0,,2255,25744,890,28838,7583,27434,24979,40315
2017,Queens,11385,34993.0,34993.0,64481,78239,78239,24371.0,67953,82363,15803.0,79709,93468,10622.0,43676,57836,106598.0,27568,87369,28118,2142,38541,242,45315,7578,25945,40,,7197,21085,2030,19339,47161,21703,49295,33139
2017,Queens,11411,6052.0,6052.0,87231,101581,101581,4707.0,95353,112356,2730.0,117955,,1345.0,40901,55885,19990.0,33473,429,55461,18617,33221,23,,65,40397,0,,492,30128,364,25498,1142,33151,247,77153
2017,Queens,11412,10957.0,10957.0,75307,89346,89346,8649.0,84046,96674,4256.0,107628,,2308.0,34036,45922,38833.0,27935,848,26651,34017,28033,167,57092,1228,23681,22,,1238,26794,1313,27645,2517,28576,279,30874
2017,Queens,11413,12133.0,12133.0,83459,97251,97251,9743.0,87947,103523,5092.0,106392,122181,2390.0,40658,56122,42895.0,30087,957,34299,39347,30306,103,31881,579,36437,82,,1149,25896,678,15651,2399,25049,610,38530
2017,Queens,11414,10511.0,10511.0,72632,96563,96563,7852.0,85287,108921,5290.0,101520,122530,2659.0,36587,51434,29203.0,36334,22755,39754,813,36161,0,,1177,20591,0,,3059,28102,1399,12058,6870,24757,19825,41546
2017,Queens,11415,8489.0,8489.0,65981,85176,85176,4475.0,76206,108123,3432.0,91455,,4014.0,50986,57260,19900.0,37544,11915,41626,1107,43867,64,27592,3896,33589,0,,2147,20549,771,33525,4770,29597,9506,43138
2017,Queens,11416,7216.0,7216.0,61285,76532,76532,5951.0,62438,78036,3885.0,77358,89443,1265.0,31815,52114,27567.0,21709,7720,25621,1606,25297,1,,9234,18377,26,,7221,21779,1759,18457,12224,20577,3630,31000
2017,Queens,11417,9035.0,9035.0,69989,86034,86034,7489.0,74172,88519,5425.0,82694,,1546.0,44527,52725,32425.0,25481,12108,31262,2250,26654,52,15175,9794,21093,7,,6471,21381,1743,24043,12155,23135,6547,36207
2017,Queens,11418,10940.0,10940.0,67003,82300,82300,8481.0,66353,83062,5646.0,74565,92825,2459.0,52992,62993,39267.0,24653,15604,27837,2959,28774,306,20819,10254,22536,0,,8085,21826,2059,16818,17654,21372,6094,38470
2017,Queens,11419,12724.0,12724.0,65711,82122,82122,11005.0,67589,83746,7680.0,74435,92449,1719.0,39494,53391,52392.0,22049,5478,27871,9013,23822,522,11357,15548,20529,0,,18628,21291,3203,20633,10729,19902,2037,40130
2017,Queens,11420,13226.0,13226.0,66220,85258,85258,11078.0,70417,87098,7171.0,83993,,2148.0,33347,50771,49396.0,24460,7837,28411,11937,23239,552,15911,14367,24151,54,,11279,23908,3370,24118,11356,24550,2963,34576
2017,Queens,11421,11972.0,11972.0,69053,84642,84642,9551.0,74620,89070,6152.0,81969,,2421.0,37401,52550,43567.0,25205,21617,26305,1843,28010,278,23717,8921,25249,0,,8695,22887,2213,21240,25257,22442,7436,33145
2017,Queens,11422,9686.0,9686.0,86996,96500,96500,7678.0,94848,103557,4111.0,106539,,2008.0,43375,55371,33479.0,30216,2177,32857,28615,30511,100,8006,710,22646,0,,1092,27457,785,25666,2960,25563,1309,36618
2017,Queens,11423,9817.0,9817.0,66455,84986,84986,7096.0,76912,96209,4394.0,87524,,2721.0,37515,49516,32407.0,27902,4304,37440,12161,28022,356,19371,9597,24777,0,,4824,25914,1165,27996,4524,25671,3245,41062
2017,Queens,11424,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2017,Queens,11426,6388.0,6388.0,83376,99999,99999,4755.0,100221,112481,4027.0,105946,,1633.0,53050,60423,21166.0,32021,8767,38759,1031,29268,80,17900,8931,28319,0,,1715,25113,642,16168,4346,23395,6403,44337
2017,Queens,11427,7487.0,7487.0,72874,96719,96719,5544.0,90529,112920,4334.0,97768,,1943.0,39443,46629,23809.0,32110,6298,42259,5247,28779,115,17658,8036,29205,0,,2626,28251,1487,24518,3999,24904,4562,48660
2017,Queens,11428,5611.0,5611.0,71663,82700,82700,4748.0,76411,88865,3711.0,84226,,863.0,31837,43441,19859.0,25256,4536,27761,3780,29282,10,,5112,24892,117,33019,3938,21179,2366,21315,4925,21737,2548,30850
2017,Queens,11429,7387.0,7387.0,80464,91927,91927,5992.0,87452,98119,3234.0,101522,,1395.0,35965,47683,27667.0,27442,986,32767,21642,27601,211,26755,723,42467,52,,3397,22160,656,27391,3472,24233,395,48189
2017,Queens,11430,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,183.0,7330,12,,143,7182,0,,0,,0,,28,8700,0,,59,10837,0,
2017,Queens,11432,18390.0,18390.0,52975,75650,75650,12696.0,56122,84623,8902.0,61093,93372,5694.0,35379,48974,65098.0,23174,14385,27901,10167,26991,316,12527,26636,21629,98,,10606,18312,2890,19955,16740,18480,8198,34567
2017,Queens,11433,10423.0,10423.0,48795,66108,66108,7576.0,58224,72048,3546.0,80854,,2847.0,20996,40398,36019.0,20816,1144,20235,24343,22023,116,13404,2599,21669,9,,6719,17052,1089,16336,7005,18050,199,35141
2017,Queens,11434,20993.0,20993.0,60702,73933,73933,14089.0,74671,84875,6441.0,98489,,6904.0,35776,45154,66725.0,25446,1891,22741,58526,25633,46,,1390,27911,0,,3610,23678,1262,22091,5433,19844,1061,26318
2017,Queens,11435,18795.0,18795.0,59535,74494,74494,13171.0,62198,79635,8255.0,70369,88451,5624.0,47727,57885,59214.0,25498,11410,32290,14018,28033,111,33264,14070,25992,22,,16774,18698,2809,23176,18130,20598,7021,36489
2017,Queens,11436,5628.0,5628.0,69259,84711,84711,4528.0,74537,87728,2474.0,85792,,1100.0,43462,56904,20905.0,25222,1541,19580,12958,27834,143,15049,2177,23072,0,,3151,21199,935,18448,3279,21087,281,11751
2017,Queens,11451,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2017,,11581,6838.0,6838.0,104795,131317,131317,5524.0,122109,146038,4209.0,138042,,1314.0,55345,63074,21440.0,43109,12307,47028,4106,36810,0,,3243,45118,9,,1219,25216,556,29578,3114,34278,10486,48350
2017,Queens,11691,20155.0,20155.0,42434,58683,58683,13511.0,55299,68921,7327.0,66419,,6644.0,17866,32107,65356.0,19799,26523,19691,30289,21606,92,28263,1907,17380,62,,5430,13121,1053,9264,18083,15340,16065,22267
2017,Queens,11692,6417.0,6417.0,45816,62707,62707,4687.0,47479,67682,1871.0,82250,,1730.0,32813,44123,20242.0,21492,4941,22065,11997,21072,126,11494,1193,23971,0,,1493,21029,492,23929,5312,19659,1890,29943
2017,Brooklyn,11693,4767.0,4767.0,57443,71165,71165,2949.0,68258,79567,1474.0,88958,,1818.0,40448,53604,12709.0,28735,8029,30811,2552,26769,0,,591,19561,0,,873,21447,664,28937,3543,19115,5882,36377
2017,Queens,11694,8319.0,8319.0,77547,104387,104387,4796.0,104607,135419,3658.0,126990,,3523.0,47520,59741,21003.0,43411,17506,47873,1463,22477,131,12508,616,20704,0,,1051,20032,236,22729,2895,25411,15846,49881
2017,Queens,11697,1398.0,1398.0,99792,124884,124884,960.0,112162,141108,852.0,138500,,438.0,42000,83552,3702.0,48159,3560,48135,12,308842,0,,9,,0,,121,26595,0,,180,19873,3476,48811
2017,Staten_Island,10301,14520.0,14520.0,55818,80710,80710,8904.0,71812,94089,5623.0,100900,,5616.0,37581,55510,39451.0,30390,21731,36849,10554,23787,30,,2347,31522,0,,2593,17208,2196,12157,9589,18993,16424,42082
2017,Staten_Island,10302,6266.0,6266.0,60968,75367,75367,4333.0,72519,87170,2882.0,94824,,1933.0,29431,44498,18539.0,25824,11856,27588,3330,22592,141,15311,1255,35226,2,,1187,15055,768,15902,7506,17738,6164,37309
2017,Staten_Island,10303,8269.0,8269.0,59898,70898,70898,6556.0,64594,75546,3834.0,82599,,1713.0,25897,45821,25804.0,23038,11298,24074,9269,21989,99,26307,1893,27051,0,,2372,19224,873,22058,9673,21706,4953,27264
2017,Staten_Island,10304,14521.0,14521.0,54567,89869,89869,10381.0,69981,108450,6444.0,92370,,4140.0,27277,39806,41884.0,31609,22095,36348,11164,20310,333,33167,4044,54192,14,,3116,16184,1118,11438,10771,15546,15418,44885
2017,Staten_Island,10305,14694.0,14694.0,76044,88147,88147,10419.0,86766,100490,7710.0,96045,,4275.0,36311,52907,42311.0,31010,31746,33412,2402,21055,357,17570,5057,29319,0,,1764,16665,985,17092,7641,22900,26593,35046
2017,Staten_Island,10306,19861.0,19861.0,80025,96994,96994,14389.0,98217,114203,11169.0,114334,,5472.0,31853,47596,54021.0,36277,46587,37921,1597,26465,22,,3499,30775,0,,1386,20970,930,14714,7874,23818,40631,39593
2017,Staten_Island,10307,5156.0,5156.0,81356,113591,113591,3803.0,105219,132043,3105.0,128059,,1353.0,45956,59164,15528.0,38073,14736,37486,53,40636,14,,465,44716,0,,208,,52,296271,1443,22842,13501,38491
2017,Staten_Island,10308,10653.0,10653.0,91953,104614,104614,8340.0,102223,117144,6680.0,108012,,2313.0,43015,53275,30024.0,37435,27805,38380,304,30120,51,,1417,25989,14,,219,20232,214,26261,3306,26625,24852,39619
2017,Staten_Island,10309,11455.0,11455.0,100343,118300,118300,9254.0,109964,125950,7506.0,117658,,2201.0,59041,81077,33660.0,40598,31146,41255,367,20811,135,34873,1277,38793,0,,509,32950,226,12974,2683,28224,29114,42143
2017,Staten_Island,10310,8218.0,8218.0,69838,87497,87497,6134.0,77942,99700,3973.0,106639,,2084.0,27222,45771,23708.0,30838,14011,35294,5256,27360,14,,1546,33750,0,,1825,13992,1056,14246,7309,18575,9695,41745
2017,Staten_Island,10311,0.0,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2017,Staten_Island,10312,21230.0,21230.0,90797,108766,108766,17155.0,104294,121060,13562.0,116304,,4075.0,37306,51625,61058.0,38250,55809,38892,721,30446,34,,3419,35034,47,15404,351,30030,677,16936,6011,29069,50340,39886
2017,Staten_Island,10314,31307.0,31307.0,80956,98727,98727,23624.0,96652,113309,18382.0,109173,,7683.0,34457,49753,89960.0,34780,67272,36778,4220,24931,73,41662,14068,31759,88,,2376,25343,1863,20899,12734,28570,57831,37952
2018,Bronx,10451,19123.0,19123.0,28921,49434,49434,10985.0,34974,51850,3757.0,56543,,8138.0,18850,43458,47798.0,20815,5972,26710,19379,21406,107,17848,557,20801,96,,19737,18008,1950,25482,28236,19583,1264,32915
2018,Bronx,10452,26126.0,26126.0,28277,39896,39896,17347.0,31631,43432,5983.0,46985,,8779.0,18278,29450,76078.0,14712,9592,14480,25249,16528,285,21012,1107,14151,171,14818,36163,13426,3511,15205,51823,13709,1446,16869
2018,Bronx,10453,27266.0,27266.0,25275,37719,37719,18184.0,29433,40617,5959.0,41404,,9082.0,14762,27013,79606.0,13993,6841,14805,25826,16616,416,19004,1044,13125,0,,43398,12058,2081,18566,55051,12948,941,14185
2018,Bronx,10454,13167.0,13167.0,21149,35479,35479,8151.0,27006,41597,2325.0,41129,,5016.0,12682,21489,38203.0,13394,5040,22472,12109,12353,310,8436,184,10716,20,,19443,11904,1097,11388,25956,12879,888,41834
2018,Bronx,10455,14401.0,14401.0,26801,40090,40090,9366.0,31884,44953,2925.0,51016,,5035.0,13419,24308,42283.0,15012,5221,16328,12809,14413,352,23277,542,29321,156,,21949,14454,1254,14660,30372,14742,563,20060
2018,Bronx,10456,30774.0,30774.0,27106,43257,43257,21187.0,32881,46748,6933.0,50925,66651,9587.0,15246,30152,94218.0,15315,10146,16724,40069,16995,1311,15741,809,15115,130,,38727,13169,3026,15989,57971,14349,1133,23946
2018,Bronx,10457,24634.0,24634.0,27420,41485,41485,16084.0,33299,46260,5614.0,48773,65172,8550.0,14706,28020,74554.0,15091,11452,15873,29962,16404,332,12876,702,28337,61,13216,29594,12795,2451,19666,49630,13797,1052,23731
2018,Bronx,10458,27282.0,27282.0,33932,48427,48427,18436.0,36850,51860,6805.0,52910,75559,8846.0,22795,36419,83960.0,16992,14887,16566,16690,19579,310,14746,2479,64132,31,,46095,13533,3468,18841,58563,14137,6995,17951
2018,Bronx,10459,16382.0,16382.0,27687,43297,43297,11225.0,34086,48578,3766.0,45958,,5157.0,12159,24699,48351.0,15770,5615,16925,16650,18071,255,14742,377,24546,30,,23959,13812,1465,15137,32830,14361,791,23058
2018,Bronx,10460,20443.0,20443.0,26866,41120,41120,13938.0,30654,44664,5199.0,50044,,6505.0,16268,29295,59505.0,15344,9370,18927,18035,15938,168,22317,945,22600,106,32467,29198,13658,1683,12429,41359,14556,1539,24887
2018,Bronx,10461,18927.0,18927.0,56612,73335,73335,12100.0,65385,83716,7498.0,88961,,6827.0,40168,49327,50348.0,28845,24270,34009,4714,24149,250,32211,5600,26421,43,18772,13312,23442,2159,20472,23466,25469,16754,35952
2018,Bronx,10462,29543.0,29543.0,52409,63952,63952,18437.0,57511,70616,9241.0,67333,82392,11106.0,39307,47942,76756.0,25705,17796,29010,21705,31141,714,20404,9683,19573,19,,22798,19957,4041,29843,36483,23369,8909,30938
2018,Bronx,10463,28682.0,28682.0,58551,83674,83674,16722.0,67780,98513,9406.0,101370,,11960.0,41434,58854,71360.0,34911,32109,48674,10764,27097,422,13443,2665,34300,51,,20900,20507,4449,24034,36472,23715,22584,56863
2018,Bronx,10464,1893.0,1893.0,93365,114025,114025,1058.0,131667,140250,809.0,145724,,835.0,54698,71192,4434.0,49875,3495,54085,119,23286,0,,245,65831,0,,397,21117,178,,1117,31916,2966,56047
2018,Bronx,10465,15994.0,15994.0,74796,90281,90281,10822.0,93767,106350,6778.0,114395,,5172.0,36386,50073,44205.0,34284,26656,38991,5638,26434,43,,1373,27099,7,,9306,28400,1182,21450,19568,30839,18898,39597
2018,Bronx,10466,23704.0,23704.0,51477,68430,68430,16637.0,61668,77077,7493.0,83579,101400,7067.0,24422,40215,72479.0,24043,8034,20619,52974,25714,687,16543,2183,26768,42,,6606,16246,1953,18646,15971,17228,2074,22978
2018,Bronx,10467,36732.0,36732.0,37015,51062,51062,23551.0,41726,56744,10398.0,56732,70745,13181.0,24304,35244,103732.0,19100,23469,19710,36599,21718,666,13352,6000,17156,51,,32759,15946,4188,21118,54286,16944,9736,21640
2018,Bronx,10468,26338.0,26338.0,36046,48780,48780,18130.0,40582,52131,7183.0,53182,67729,8208.0,20921,34503,78647.0,17454,9933,18116,16529,22488,814,15196,2280,20250,8,,46607,15056,2476,24576,59588,15588,2323,26761
2018,Bronx,10469,22450.0,22450.0,63652,78921,78921,17030.0,73976,87782,8848.0,92037,,5420.0,30330,39719,73870.0,25877,13892,31289,40103,26667,579,18855,4837,24755,63,28605,12183,19886,2213,14762,21418,22317,7907,34613
2018,Bronx,10470,6076.0,6076.0,57160,76959,76959,3495.0,67576,90146,1899.0,91391,,2581.0,41209,53930,15432.0,31829,6572,43548,6027,24820,7,,537,33310,0,,1743,16171,546,16380,3255,20573,5590,46456
2018,Bronx,10471,8598.0,8598.0,85707,121901,121901,4720.0,110615,160369,3439.0,125063,,3878.0,56146,72019,21896.0,49313,15033,55934,2583,44308,38,45216,1366,38079,0,,2125,25765,751,21255,5003,31536,12819,58968
2018,Bronx,10472,21887.0,21887.0,30977,46699,46699,15248.0,35936,51763,6508.0,47480,65834,6639.0,15892,28496,68796.0,16098,10270,17013,18821,18316,971,11490,4581,18032,0,,31528,14604,2625,12886,44403,15139,1795,18226
2018,Bronx,10473,20935.0,20935.0,41638,60660,60660,14282.0,50481,67745,5825.0,72924,,6653.0,26602,38444,59609.0,22755,22362,20199,24533,23886,343,34630,1039,21828,0,,9309,22565,2023,36643,36265,21381,1535,22893
2018,Bronx,10474,3488.0,3488.0,25493,42633,42633,2401.0,30016,47042,828.0,45046,,1087.0,15297,25551,12127.0,13667,1118,15258,4782,14154,36,,10,,43,13116,5740,12347,398,22513,7688,13768,147,16795
2018,Bronx,10475,18759.0,18759.0,50832,63502,63502,10488.0,63540,76817,4321.0,80448,,8271.0,35792,43125,43208.0,28976,7682,33205,26281,29144,316,24168,1206,21771,0,,5801,24824,1922,27623,12542,27762,3419,38730
2018,Bronx,10550,13410.0,13410.0,47955,63073,63073,8458.0,56786,72560,3665.0,81396,,4952.0,31011,41647,37817.0,24019,4891,26126,27746,23822,187,96733,546,44215,0,,3307,17922,1140,15836,6652,16742,3050,31918
2018,Queens,11370,7993.0,7993.0,65098,91997,91997,5903.0,79861,103144,4488.0,87824,,2090.0,40000,49116,32514.0,24012,13704,33705,4869,5157,348,10340,7149,24563,0,,5771,17693,673,18431,12153,23930,8236,35046
2018,Brooklyn,11201,28067.0,28067.0,124996,184989,184989,13093.0,168979,253811,10167.0,208902,,14974.0,99225,123348,62823.0,83309,40248,103541,8537,30167,147,32555,7430,76779,58,,2701,21165,3702,47224,7267,34716,36991,108217
2018,Brooklyn,11203,27761.0,27761.0,51277,67925,67925,18477.0,63919,77830,8547.0,82061,,9284.0,28526,41735,75451.0,25917,3330,23617,67171,26447,114,30832,1431,21877,0,,2172,17845,1233,21727,4846,20176,2881,23856
2018,Brooklyn,11204,23601.0,23601.0,49785,72448,72448,18160.0,56168,79824,13899.0,61483,85057,5441.0,26045,42758,76978.0,22425,44686,23835,893,25148,178,10022,24594,21502,13,,5311,16780,1303,13799,8396,18553,41872,24025
2018,Brooklyn,11205,16294.0,16294.0,56708,86795,86795,8281.0,59314,99184,4916.0,88821,,8013.0,52825,71551,46064.0,31851,22570,40767,14651,24521,272,24474,3184,28027,8,,3619,14495,1760,22424,8153,26360,19470,40583
2018,Brooklyn,11206,31042.0,31042.0,36404,61423,61423,17737.0,34951,54324,8590.0,46069,70448,13305.0,36142,67710,88349.0,22147,41715,25075,23405,18602,638,12683,6056,24431,33,,13163,16414,3339,30885,32797,17454,29534,27097
2018,Brooklyn,11207,33240.0,33240.0,37243,53854,53854,20099.0,47032,62410,8015.0,66931,80788,13141.0,19636,35447,91972.0,20285,13372,26231,59171,20151,386,8858,1300,29078,86,8060,15394,15829,2263,16315,30605,17702,3695,35981
2018,Brooklyn,11208,32181.0,32181.0,40733,57398,57398,22771.0,48487,64332,10825.0,62905,78052,9410.0,23945,34721,98660.0,19195,25549,19429,53666,20094,339,18927,5621,18174,62,,11620,15131,1803,18059,40756,17819,2388,22601
2018,Brooklyn,11209,29297.0,29297.0,72314,98949,98949,16260.0,97345,122678,12754.0,109695,,13037.0,52064,67164,67809.0,43049,50050,46632,2078,34371,211,36789,9115,36396,69,81164,3855,26795,2431,26900,11441,29602,43770,48565
2018,Brooklyn,11210,22267.0,22267.0,65900,89162,89162,15940.0,75151,102615,9613.0,97766,127019,6327.0,39417,49867,67040.0,30110,20877,39867,39272,26554,70,18344,2863,23911,0,,2809,17793,1149,20647,4716,22346,19773,40553
2018,Brooklyn,11211,39384.0,39384.0,71225,110045,110045,21090.0,60044,112060,15929.0,73925,,18294.0,82464,104144,102624.0,42580,76620,45395,6611,22075,499,14348,5753,64006,8,,9801,19640,3332,53194,24955,23528,65618,47907
2018,Brooklyn,11212,31454.0,31454.0,26239,43099,43099,15827.0,40188,57515,5139.0,62354,82290,15627.0,14813,25929,76527.0,18772,5487,15180,62425,19965,168,3036,986,10277,30,21810,5724,12423,1707,14376,14266,12289,907,22570
