geo_id,year,borough,zipcode,total_housing_units,occupied_housing_units,owner_occupied_units,own_occ_median_value,renter_occupied_units,rent_occ_median_rent,vacant_housing_units,occ_units_paying_rent,homeowner_vacancy_rate,rental_vacancy_rate,median_rooms,no_bedrooms,1_bedroom,2_bedrooms,3_bedrooms,4_bedrooms,5_or_more_bedrooms,avg_household_size_own_occ_unit,avg_household_size_rent_occ_unit
8600000US10152,2012,Manhattan,10152,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10153,2012,Manhattan,10153,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10154,2012,Manhattan,10154,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10162,2012,Manhattan,10162,945.0,775.0,0.0,,775.0,2000.0,170.0,753.0,,0.0,3.3,26.0,505.0,243.0,171.0,0.0,0.0,,2.05
8600000US10165,2012,Manhattan,10165,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10167,2012,Manhattan,10167,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10168,2012,Manhattan,10168,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10169,2012,Manhattan,10169,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10170,2012,Manhattan,10170,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10171,2012,Manhattan,10171,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10172,2012,Manhattan,10172,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10173,2012,Manhattan,10173,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10174,2012,Manhattan,10174,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10177,2012,Manhattan,10177,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10199,2012,Manhattan,10199,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10271,2012,Manhattan,10271,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10278,2012,Manhattan,10278,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10279,2012,Manhattan,10279,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10280,2012,Manhattan,10280,4844.0,3847.0,828.0,650900.0,3019.0,2000.0,997.0,2845.0,24.5,10.6,3.1,748.0,2134.0,1706.0,120.0,136.0,0.0,1.99,1.98
8600000US10282,2012,Manhattan,10282,2539.0,2278.0,103.0,1000000.0,2175.0,2000.0,261.0,2175.0,0.0,4.4,3.5,75.0,1206.0,724.0,461.0,73.0,0.0,3.33,2.37
8600000US10463,2012,Bronx,10463,29807.0,27386.0,8183.0,297600.0,19203.0,1124.0,2421.0,18687.0,3.8,3.3,3.8,1271.0,11912.0,11695.0,3967.0,542.0,420.0,2.21,2.53
8600000US11001,2012,Queens,11001,9530.0,9138.0,7580.0,489900.0,1558.0,1418.0,392.0,1455.0,1.1,2.2,6.4,107.0,919.0,1615.0,4323.0,1993.0,573.0,3.12,2.21
8600000US11003,2012,,11003,12573.0,12020.0,9703.0,391800.0,2317.0,1343.0,553.0,2237.0,1.8,2.2,6.4,166.0,686.0,2042.0,4098.0,3969.0,1612.0,3.83,2.93
8600000US11004,2012,Queens,11004,5352.0,5159.0,3756.0,450300.0,1403.0,1170.0,193.0,1367.0,1.5,2.2,4.8,39.0,1095.0,1664.0,1347.0,988.0,219.0,2.92,1.98
8600000US11005,2012,Queens,11005,1816.0,1495.0,1306.0,410200.0,189.0,1645.0,321.0,178.0,4.5,0.0,3.8,23.0,1190.0,567.0,26.0,10.0,0.0,1.33,1.21
8600000US11040,2012,Queens,11040,13929.0,13211.0,11757.0,550000.0,1454.0,1367.0,718.0,1341.0,0.9,4.5,6.8,168.0,713.0,1666.0,5483.0,4946.0,953.0,3.11,2.37
8600000US11101,2012,Queens,11101,11418.0,10542.0,1580.0,629700.0,8962.0,1133.0,876.0,8861.0,3.9,1.0,3.6,792.0,4715.0,4261.0,1302.0,172.0,176.0,2.06,2.28
8600000US11102,2012,Queens,11102,15238.0,13876.0,2105.0,606400.0,11771.0,1372.0,1362.0,11452.0,4.2,2.8,3.7,1174.0,5445.0,5751.0,2259.0,394.0,215.0,2.69,2.37
8600000US11103,2012,Queens,11103,17896.0,16209.0,2946.0,662700.0,13263.0,1376.0,1687.0,12920.0,1.0,4.8,3.8,687.0,6967.0,6415.0,2939.0,599.0,289.0,2.81,2.14
8600000US11104,2012,Queens,11104,12671.0,11718.0,1608.0,452800.0,10110.0,1300.0,953.0,9977.0,0.0,2.3,3.3,1216.0,6680.0,3753.0,931.0,41.0,50.0,2.50,2.21
8600000US11105,2012,Queens,11105,17408.0,16297.0,4679.0,655900.0,11618.0,1390.0,1111.0,11203.0,1.0,2.5,4.0,868.0,5136.0,7423.0,2876.0,834.0,271.0,2.74,2.12
8600000US11106,2012,Queens,11106,17898.0,16739.0,2786.0,424500.0,13953.0,1219.0,1159.0,13703.0,1.4,1.7,3.5,1265.0,7714.0,6304.0,1999.0,349.0,267.0,2.30,2.17
8600000US11109,2012,Queens,11109,2003.0,1711.0,390.0,461000.0,1321.0,2000.0,292.0,1310.0,0.0,9.8,3.1,167.0,1174.0,611.0,41.0,10.0,0.0,2.06,1.87
8600000US11351,2012,Queens,11351,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US11354,2012,Queens,11354,20956.0,19620.0,7887.0,377700.0,11733.0,1286.0,1336.0,11184.0,2.9,3.6,3.9,1031.0,6817.0,7624.0,4210.0,780.0,494.0,2.81,2.68
8600000US11355,2012,Queens,11355,30370.0,28672.0,9561.0,521700.0,19111.0,1274.0,1698.0,18509.0,2.1,2.6,3.6,2398.0,10879.0,9626.0,5627.0,1234.0,606.0,3.18,2.77
8600000US11356,2012,Queens,11356,8297.0,7516.0,3560.0,564200.0,3956.0,1456.0,781.0,3800.0,4.4,3.9,4.9,172.0,1052.0,2798.0,3153.0,740.0,382.0,3.15,2.96
8600000US11357,2012,Queens,11357,16106.0,15078.0,10876.0,597500.0,4202.0,1501.0,1028.0,3893.0,0.7,4.9,5.5,159.0,2338.0,4555.0,6524.0,1921.0,609.0,2.71,2.59
8600000US11358,2012,Queens,11358,14598.0,13599.0,7652.0,629500.0,5947.0,1444.0,999.0,5740.0,1.4,6.6,5.1,202.0,3152.0,3633.0,5539.0,1475.0,597.0,3.03,2.67
8600000US11359,2012,Queens,11359,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US11360,2012,Queens,11360,9230.0,8816.0,5933.0,509400.0,2883.0,1894.0,414.0,2709.0,1.3,2.2,4.8,248.0,2199.0,2817.0,3107.0,654.0,205.0,2.27,2.47
8600000US11361,2012,Queens,11361,11319.0,10547.0,6206.0,583800.0,4341.0,1524.0,772.0,4156.0,2.4,5.9,5.2,128.0,2259.0,3268.0,4171.0,1089.0,404.0,2.86,2.51
8600000US11362,2012,Queens,11362,7262.0,6998.0,5665.0,534400.0,1333.0,1552.0,264.0,1269.0,0.6,3.6,5.4,64.0,1203.0,1865.0,2939.0,829.0,362.0,2.55,2.68
8600000US11363,2012,Queens,11363,2810.0,2679.0,1904.0,706900.0,775.0,1657.0,131.0,775.0,1.1,2.9,6.1,70.0,385.0,474.0,1066.0,525.0,290.0,2.83,2.66
8600000US11364,2012,Queens,11364,14064.0,13495.0,10133.0,505600.0,3362.0,1455.0,569.0,3102.0,0.6,2.0,4.8,100.0,2491.0,4453.0,5284.0,1390.0,346.0,2.60,2.60
8600000US11365,2012,Queens,11365,16028.0,15241.0,6748.0,585400.0,8493.0,1339.0,787.0,8390.0,1.2,3.6,4.6,490.0,3277.0,5697.0,4748.0,1409.0,407.0,2.95,2.54
8600000US11366,2012,Queens,11366,4764.0,4372.0,3158.0,615200.0,1214.0,1414.0,392.0,1094.0,2.2,8.4,5.8,37.0,408.0,1148.0,2369.0,637.0,165.0,3.13,2.86
8600000US11367,2012,Queens,11367,15534.0,14353.0,6647.0,388200.0,7706.0,1172.0,1181.0,7406.0,2.5,3.7,4.2,387.0,4879.0,5579.0,3495.0,702.0,492.0,2.78,2.65
8600000US11368,2012,Queens,11368,30011.0,27854.0,5717.0,478600.0,22137.0,1335.0,2157.0,21709.0,2.5,2.5,4.2,1712.0,6695.0,10930.0,8363.0,1514.0,797.0,3.73,3.73
8600000US11369,2012,Queens,11369,12195.0,11230.0,5624.0,481200.0,5606.0,1325.0,965.0,5359.0,1.9,3.9,4.8,365.0,2258.0,3698.0,4593.0,869.0,412.0,3.60,3.42
8600000US11370,2012,Queens,11370,9889.0,8746.0,4352.0,536500.0,4394.0,1373.0,1143.0,4209.0,2.4,4.3,4.5,347.0,2004.0,3771.0,2894.0,489.0,384.0,3.27,3.12
8600000US11371,2012,Queens,11371,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US11372,2012,Queens,11372,25550.0,24051.0,7671.0,257400.0,16380.0,1214.0,1499.0,16055.0,2.6,1.9,3.6,2431.0,11630.0,8054.0,2468.0,690.0,277.0,2.37,2.71
8600000US11373,2012,Queens,11373,33691.0,31661.0,8601.0,507800.0,23060.0,1306.0,2030.0,22552.0,2.8,2.0,3.6,3834.0,12615.0,9817.0,5579.0,1107.0,739.0,3.12,3.05
8600000US11374,2012,Queens,11374,20268.0,19255.0,7454.0,301300.0,11801.0,1298.0,1013.0,11575.0,1.4,2.3,3.8,1745.0,8627.0,6318.0,2948.0,557.0,73.0,2.38,2.09
8600000US11375,2012,Queens,11375,34524.0,32043.0,16085.0,361300.0,15958.0,1444.0,2481.0,15114.0,1.7,2.8,3.9,2821.0,13002.0,11249.0,5488.0,1222.0,742.0,2.27,2.04
8600000US11377,2012,Queens,11377,34010.0,32069.0,9118.0,430700.0,22951.0,1272.0,1941.0,22537.0,1.3,1.6,4.0,2314.0,12331.0,11249.0,6570.0,891.0,655.0,2.81,2.66
8600000US11378,2012,Queens,11378,13805.0,12405.0,6521.0,537700.0,5884.0,1307.0,1400.0,5620.0,0.7,6.7,4.9,191.0,2704.0,5735.0,3880.0,808.0,487.0,2.80,2.32
8600000US11379,2012,Queens,11379,14599.0,13579.0,7977.0,568000.0,5602.0,1308.0,1020.0,5226.0,0.2,2.5,5.1,555.0,2018.0,5611.0,5127.0,836.0,452.0,2.79,2.32
8600000US11385,2012,Queens,11385,37295.0,34525.0,10222.0,510000.0,24303.0,1238.0,2770.0,23517.0,0.9,2.8,4.8,704.0,5030.0,18817.0,10396.0,1339.0,1009.0,3.05,2.81
8600000US11411,2012,Queens,11411,6534.0,6189.0,5169.0,403500.0,1020.0,1220.0,345.0,989.0,0.9,9.4,6.2,60.0,396.0,1330.0,2596.0,1662.0,490.0,3.22,2.67
8600000US11412,2012,Queens,11412,12078.0,11036.0,8398.0,404600.0,2638.0,1158.0,1042.0,2544.0,2.3,5.2,6.0,206.0,1028.0,2105.0,5855.0,2059.0,825.0,3.49,2.74
8600000US11413,2012,Queens,11413,12919.0,11984.0,9078.0,422000.0,2906.0,1471.0,935.0,2755.0,1.1,3.2,5.9,176.0,583.0,2348.0,7183.0,1718.0,911.0,3.35,3.02
8600000US11414,2012,Queens,11414,11673.0,11261.0,8232.0,501300.0,3029.0,1382.0,412.0,2953.0,0.1,2.2,5.5,163.0,1637.0,2938.0,4622.0,1809.0,504.0,2.53,2.59
8600000US11415,2012,Queens,11415,9312.0,8433.0,2982.0,296100.0,5451.0,1272.0,879.0,5230.0,0.7,5.5,3.7,833.0,4357.0,2395.0,1170.0,165.0,392.0,2.35,2.27
8600000US11416,2012,Queens,11416,7876.0,6920.0,3021.0,456100.0,3899.0,1327.0,956.0,3833.0,4.6,3.7,5.0,156.0,1064.0,2880.0,2819.0,647.0,310.0,3.87,3.39
8600000US11417,2012,Queens,11417,10000.0,9180.0,4977.0,462800.0,4203.0,1290.0,820.0,4115.0,0.5,3.9,5.1,284.0,1640.0,3331.0,3684.0,664.0,397.0,3.65,2.88
8600000US11418,2012,Queens,11418,11800.0,11020.0,4745.0,456800.0,6275.0,1248.0,780.0,6139.0,3.1,3.8,4.5,416.0,3027.0,3463.0,3200.0,1034.0,660.0,3.74,2.98
8600000US11419,2012,Queens,11419,13164.0,12405.0,6903.0,453100.0,5502.0,1333.0,759.0,5418.0,0.8,4.5,5.0,70.0,1647.0,4386.0,5316.0,944.0,801.0,4.18,3.49
8600000US11420,2012,Queens,11420,14260.0,13508.0,9401.0,436500.0,4107.0,1295.0,752.0,4024.0,1.3,1.5,5.5,89.0,1305.0,4350.0,6385.0,1410.0,721.0,3.69,3.28
8600000US11421,2012,Queens,11421,13078.0,12135.0,6254.0,423700.0,5881.0,1293.0,943.0,5651.0,2.3,2.5,5.1,275.0,1883.0,4035.0,4876.0,1352.0,657.0,3.62,3.26
8600000US11422,2012,Queens,11422,10129.0,9738.0,6869.0,431800.0,2869.0,1602.0,391.0,2836.0,0.9,3.7,5.7,155.0,782.0,1868.0,4869.0,1750.0,705.0,3.50,3.15
8600000US11423,2012,Queens,11423,10422.0,9792.0,5999.0,430000.0,3793.0,1158.0,630.0,3716.0,2.1,2.7,5.0,537.0,1911.0,2642.0,3549.0,1143.0,640.0,3.45,2.72
8600000US11424,2012,Queens,11424,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US11426,2012,Queens,11426,6683.0,5936.0,4527.0,471800.0,1409.0,1314.0,747.0,1334.0,3.1,12.8,5.7,32.0,1111.0,1608.0,2740.0,1024.0,168.0,3.28,2.75
8600000US11427,2012,Queens,11427,8289.0,7920.0,4791.0,457900.0,3129.0,1209.0,369.0,3055.0,0.2,3.7,5.1,183.0,1590.0,2352.0,3038.0,822.0,304.0,3.26,2.67
8600000US11428,2012,Queens,11428,6036.0,5817.0,3947.0,423700.0,1870.0,1283.0,219.0,1705.0,1.1,1.7,5.7,89.0,782.0,1120.0,3176.0,704.0,165.0,3.66,2.85
8600000US11429,2012,Queens,11429,8007.0,7568.0,4928.0,406400.0,2640.0,1236.0,439.0,2479.0,2.5,1.7,6.1,91.0,846.0,1683.0,3232.0,1465.0,690.0,3.97,3.35
8600000US11430,2012,Queens,11430,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US11432,2012,Queens,11432,19638.0,18706.0,7583.0,515400.0,11123.0,1240.0,932.0,10809.0,2.9,2.0,4.2,2205.0,6088.0,4368.0,4804.0,1514.0,659.0,3.05,2.86
8600000US11433,2012,Queens,11433,11296.0,9772.0,4069.0,385100.0,5703.0,990.0,1524.0,5631.0,7.3,4.2,4.8,380.0,1770.0,3285.0,4243.0,1002.0,616.0,3.56,2.85
8600000US11434,2012,Queens,11434,21424.0,19845.0,9489.0,383200.0,10356.0,1046.0,1579.0,10122.0,4.2,1.9,4.9,308.0,3362.0,6233.0,8587.0,1820.0,1114.0,3.41,2.65
8600000US11435,2012,Queens,11435,19569.0,18023.0,7028.0,357100.0,10995.0,1238.0,1546.0,10841.0,2.6,4.5,4.3,1255.0,6247.0,6033.0,4292.0,1215.0,527.0,3.20,2.61
8600000US11436,2012,Queens,11436,5846.0,5206.0,3588.0,377500.0,1618.0,1476.0,640.0,1527.0,4.0,6.3,5.3,30.0,286.0,1812.0,2880.0,584.0,254.0,3.32,3.22
8600000US11451,2012,Queens,11451,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US11581,2012,,11581,6947.0,6578.0,5590.0,438500.0,988.0,1462.0,369.0,933.0,1.7,6.1,6.8,124.0,382.0,978.0,2762.0,2026.0,675.0,3.20,2.71
8600000US11691,2012,Queens,11691,21317.0,19221.0,4777.0,461300.0,14444.0,994.0,2096.0,14264.0,2.5,5.2,4.2,1810.0,5669.0,5981.0,4740.0,1746.0,1371.0,3.80,2.80
8600000US11692,2012,Queens,11692,6610.0,5728.0,1921.0,362800.0,3807.0,807.0,882.0,3772.0,2.7,9.4,4.4,200.0,1469.0,2029.0,2478.0,248.0,186.0,3.03,2.67
8600000US11693,2012,Brooklyn,11693,5323.0,4529.0,2106.0,334600.0,2423.0,793.0,794.0,2354.0,5.9,3.3,4.3,436.0,1277.0,2017.0,1296.0,213.0,84.0,2.39,2.52
8600000US11694,2012,Queens,11694,9549.0,8328.0,4782.0,638400.0,3546.0,1151.0,1221.0,3372.0,0.1,7.3,4.7,840.0,2049.0,2446.0,2616.0,912.0,686.0,2.65,2.08
8600000US11697,2012,Queens,11697,2719.0,1742.0,1658.0,536800.0,84.0,726.0,977.0,73.0,0.6,0.0,5.3,0.0,168.0,938.0,1277.0,305.0,31.0,2.52,1.95
8600000US10301,2012,Staten_Island,10301,16533.0,14221.0,6087.0,410700.0,8134.0,1143.0,2312.0,8019.0,6.6,9.8,4.6,828.0,4497.0,4444.0,4460.0,1535.0,769.0,2.74,2.29
8600000US10302,2012,Staten_Island,10302,6407.0,5719.0,3216.0,387800.0,2503.0,1192.0,688.0,2296.0,3.5,6.3,5.2,288.0,1014.0,1406.0,2860.0,564.0,275.0,2.87,3.08
8600000US10303,2012,Staten_Island,10303,9330.0,8180.0,4910.0,340100.0,3270.0,1004.0,1150.0,3190.0,6.5,9.5,5.1,212.0,1197.0,2890.0,4079.0,616.0,336.0,3.16,2.82
8600000US10304,2012,Staten_Island,10304,15697.0,14432.0,7568.0,413100.0,6864.0,991.0,1265.0,6701.0,2.2,9.5,4.8,422.0,3151.0,4382.0,5404.0,1462.0,876.0,3.00,2.61
8600000US10305,2012,Staten_Island,10305,16156.0,14799.0,9676.0,432700.0,5123.0,1158.0,1357.0,4595.0,1.4,8.9,5.2,540.0,2589.0,4187.0,6767.0,1516.0,557.0,2.98,2.28
8600000US10306,2012,Staten_Island,10306,21618.0,20365.0,14761.0,456900.0,5604.0,1165.0,1253.0,5140.0,2.0,2.2,5.8,419.0,2541.0,4395.0,10412.0,3017.0,834.0,2.91,2.19
8600000US10307,2012,Staten_Island,10307,5242.0,4814.0,3811.0,578300.0,1003.0,1360.0,428.0,979.0,4.1,9.9,6.5,29.0,572.0,805.0,2335.0,1162.0,339.0,3.02,2.87
8600000US10308,2012,Staten_Island,10308,10573.0,10195.0,8619.0,465900.0,1576.0,1329.0,378.0,1440.0,2.0,6.0,6.2,173.0,603.0,1623.0,6046.0,1791.0,337.0,2.91,2.33
8600000US10309,2012,Staten_Island,10309,11095.0,10433.0,8395.0,534500.0,2038.0,1244.0,662.0,1859.0,1.4,8.3,6.4,113.0,1145.0,1787.0,5476.0,2122.0,452.0,3.08,2.45
8600000US10310,2012,Staten_Island,10310,9406.0,8498.0,5162.0,436100.0,3336.0,1218.0,908.0,3188.0,3.7,9.9,5.4,331.0,1314.0,2088.0,3683.0,1654.0,336.0,2.94,2.74
8600000US10311,2012,Staten_Island,10311,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
8600000US10312,2012,Staten_Island,10312,22144.0,21306.0,17980.0,471900.0,3326.0,1176.0,838.0,2845.0,1.0,2.6,6.3,209.0,1887.0,3335.0,11766.0,4160.0,787.0,2.99,2.19
8600000US10314,2012,Staten_Island,10314,32529.0,30713.0,22914.0,444700.0,7799.0,1177.0,1816.0,7373.0,2.2,5.2,5.9,427.0,3848.0,6858.0,15419.0,4402.0,1575.0,2.93,2.47
8600000US10451,2013,Bronx,10451,18623.0,17529.0,2011.0,170600.0,15518.0,874.0,1094.0,15408.0,4.3,3.1,3.8,1492.0,6016.0,7428.0,3193.0,426.0,68.0,1.95,2.77
8600000US10452,2013,Bronx,10452,26226.0,24701.0,792.0,402800.0,23909.0,996.0,1525.0,23269.0,7.0,2.3,3.8,1809.0,10898.0,9387.0,3476.0,575.0,81.0,3.10,3.00
8600000US10453,2013,Bronx,10453,27863.0,25624.0,1091.0,445200.0,24533.0,990.0,2239.0,24109.0,2.7,4.4,3.8,1959.0,10038.0,10334.0,4536.0,645.0,351.0,3.36,3.03
8600000US10454,2013,Bronx,10454,13662.0,12467.0,631.0,386000.0,11836.0,633.0,1195.0,11741.0,5.8,4.8,4.0,1118.0,3061.0,5648.0,2930.0,643.0,262.0,3.45,2.96
8600000US10455,2013,Bronx,10455,14280.0,13228.0,1028.0,318600.0,12200.0,770.0,1052.0,12082.0,4.8,4.1,4.0,723.0,4042.0,5590.0,3406.0,378.0,141.0,3.09,2.80
8600000US10456,2013,Bronx,10456,30683.0,28349.0,1741.0,388600.0,26608.0,890.0,2334.0,25940.0,11.0,4.4,3.8,4172.0,8270.0,11037.0,5854.0,1182.0,168.0,3.79,2.97
8600000US10457,2013,Bronx,10457,24638.0,22570.0,1426.0,397500.0,21144.0,1016.0,2068.0,20819.0,7.6,3.8,3.7,2351.0,8772.0,7945.0,4595.0,702.0,273.0,3.21,2.98
8600000US10458,2013,Bronx,10458,27684.0,25329.0,1082.0,330300.0,24247.0,1070.0,2355.0,23723.0,14.8,3.5,3.6,2211.0,11530.0,9030.0,4139.0,519.0,255.0,2.95,2.82
8600000US10459,2013,Bronx,10459,16539.0,15402.0,1450.0,343900.0,13952.0,913.0,1137.0,13531.0,3.4,3.5,4.1,1140.0,3765.0,6428.0,4377.0,481.0,348.0,3.39,3.04
8600000US10460,2013,Bronx,10460,20500.0,19128.0,1719.0,391700.0,17409.0,942.0,1372.0,17089.0,1.9,3.9,3.9,936.0,6668.0,7515.0,4514.0,720.0,147.0,2.92,2.88
8600000US10461,2013,Bronx,10461,20972.0,19330.0,6359.0,454700.0,12971.0,1199.0,1642.0,12676.0,1.2,3.0,4.2,794.0,7065.0,6201.0,5312.0,1049.0,551.0,3.10,2.36
8600000US10462,2013,Bronx,10462,30920.0,28908.0,6155.0,271300.0,22753.0,1167.0,2012.0,22413.0,1.5,0.9,3.6,1488.0,13842.0,9496.0,4763.0,778.0,553.0,3.00,2.57
8600000US10463,2013,Bronx,10463,29884.0,27261.0,8467.0,289700.0,18794.0,1137.0,2623.0,18382.0,4.0,3.3,3.8,1239.0,11967.0,11637.0,4049.0,486.0,506.0,2.27,2.58
8600000US10464,2013,Bronx,10464,2226.0,2062.0,1088.0,484000.0,974.0,1319.0,164.0,944.0,0.0,1.1,4.8,28.0,565.0,646.0,703.0,238.0,46.0,2.58,1.47
8600000US10465,2013,Bronx,10465,16991.0,15572.0,8454.0,437800.0,7118.0,1188.0,1419.0,6725.0,1.9,1.9,4.9,301.0,2981.0,5127.0,6692.0,1288.0,602.0,3.02,2.49
8600000US10466,2013,Bronx,10466,24308.0,22595.0,8705.0,391300.0,13890.0,1100.0,1713.0,13504.0,2.2,5.6,4.6,926.0,5549.0,6882.0,8381.0,1779.0,791.0,3.50,2.83
8600000US10467,2013,Bronx,10467,37394.0,34796.0,4300.0,369500.0,30496.0,1097.0,2598.0,29834.0,3.3,3.5,3.6,2038.0,15792.0,12358.0,5710.0,939.0,557.0,3.23,2.73
8600000US10468,2013,Bronx,10468,25735.0,23680.0,2217.0,171200.0,21463.0,1104.0,2055.0,20972.0,5.8,2.1,3.7,1628.0,11336.0,8876.0,3015.0,643.0,237.0,2.64,3.00
8600000US10469,2013,Bronx,10469,23526.0,21832.0,10649.0,427100.0,11183.0,1235.0,1694.0,11016.0,1.1,4.6,5.0,716.0,3879.0,6226.0,9920.0,1812.0,973.0,3.44,2.91
8600000US10470,2013,Bronx,10470,6524.0,5801.0,2144.0,401200.0,3657.0,1193.0,723.0,3518.0,1.4,7.8,4.2,363.0,2040.0,1862.0,1716.0,334.0,209.0,3.02,2.26
8600000US10471,2013,Bronx,10471,10155.0,8980.0,4452.0,360800.0,4528.0,1342.0,1175.0,4371.0,3.3,3.7,3.9,893.0,3615.0,2837.0,1866.0,590.0,354.0,2.36,1.90
8600000US10472,2013,Bronx,10472,23279.0,21006.0,2862.0,429600.0,18144.0,1052.0,2273.0,17431.0,3.3,2.5,3.9,935.0,7606.0,8301.0,5237.0,743.0,457.0,3.48,3.22
8600000US10473,2013,Bronx,10473,21671.0,20355.0,5526.0,386600.0,14829.0,808.0,1316.0,14728.0,1.7,1.3,4.3,968.0,4474.0,7839.0,6516.0,1255.0,619.0,3.27,2.72
8600000US10474,2013,Bronx,10474,4098.0,3656.0,277.0,351800.0,3379.0,970.0,442.0,3257.0,23.5,3.7,3.8,162.0,1543.0,1365.0,866.0,121.0,41.0,3.66,3.03
8600000US10475,2013,Bronx,10475,18626.0,17992.0,7680.0,76000.0,10312.0,904.0,634.0,10214.0,1.1,0.8,4.0,314.0,6669.0,6331.0,4974.0,218.0,120.0,2.46,2.23
8600000US10550,2013,Bronx,10550,15863.0,13525.0,3176.0,385000.0,10349.0,1129.0,2338.0,10191.0,5.9,9.7,3.9,718.0,5632.0,5080.0,3044.0,796.0,593.0,3.27,2.51
8600000US11370,2013,Queens,11370,9865.0,8696.0,4205.0,517100.0,4491.0,1484.0,1169.0,4296.0,1.6,4.8,4.5,244.0,2072.0,3794.0,2892.0,497.0,366.0,3.25,3.19
8600000US11201,2013,Brooklyn,11201,27835.0,24389.0,9165.0,669000.0,15224.0,1796.0,3446.0,14902.0,4.3,1.4,3.4,4018.0,11020.0,8217.0,3064.0,854.0,662.0,2.22,1.88
8600000US11203,2013,Brooklyn,11203,29288.0,26933.0,11007.0,426100.0,15926.0,1142.0,2355.0,15432.0,0.6,1.8,4.5,1405.0,7387.0,9301.0,8145.0,2011.0,1039.0,3.32,2.58
8600000US11204,2013,Brooklyn,11204,26842.0,25221.0,9348.0,657500.0,15873.0,1171.0,1621.0,15221.0,1.6,2.9,4.3,506.0,6633.0,9453.0,6515.0,2278.0,1457.0,3.52,3.02
8600000US11205,2013,Brooklyn,11205,16725.0,14656.0,3248.0,636900.0,11408.0,1111.0,2069.0,11171.0,0.5,3.9,4.1,940.0,5096.0,5420.0,3474.0,1292.0,503.0,2.88,2.72
8600000US11206,2013,Brooklyn,11206,31173.0,28314.0,2971.0,533400.0,25343.0,842.0,2859.0,25032.0,1.1,3.7,3.9,1761.0,8908.0,11978.0,6082.0,1717.0,727.0,3.58,2.78
8600000US11207,2013,Brooklyn,11207,34159.0,30879.0,7375.0,403800.0,23504.0,1027.0,3280.0,22832.0,2.7,5.8,4.2,1615.0,6143.0,13765.0,9111.0,2303.0,1222.0,3.31,2.82
8600000US11208,2013,Brooklyn,11208,34048.0,28779.0,7215.0,441100.0,21564.0,1132.0,5269.0,21060.0,6.4,9.3,3.6,3100.0,5593.0,12650.0,9747.0,1905.0,1053.0,3.60,3.07
8600000US11209,2013,Brooklyn,11209,33059.0,30877.0,10956.0,625600.0,19921.0,1291.0,2182.0,19453.0,1.4,3.1,4.0,1999.0,12772.0,9261.0,6170.0,1966.0,891.0,2.59,2.20
