,Apartments,Apartments,Apartments,Apartments,Trulia,Trulia,Trulia,Trulia,Zillow,Zillow,Zillow,Zillow
,Rent,Borough,Zip,Year,Zip,Borough,Year,Rent,mean_rent,Zip,Borough,Year
568,,,,,,,,,3761.8,10038,Manhattan,2015
569,,,,,,,,,3264.5,10012,Manhattan,2015
570,,,,,,,,,3119.8,10017,Manhattan,2015
571,,,,,,,,,3665.1,10018,Manhattan,2015
572,,,,,,,,,3619.6,10005,Manhattan,2015
573,,,,,,,,,5747.8,10282,Manhattan,2015
574,,,,,,,,,3820.7,10004,Manhattan,2015
575,,,,,,,,,3366.8,10006,Manhattan,2015
576,,,,,,,,,2921.5,11109,Queens,2015
577,,,,,,,,,2385.1,11385,Queens,2015
578,,,,,,,,,1387.9,10467,Bronx,2015
579,,,,,,,,,2015.2,11226,Brooklyn,2015
580,,,,,,,,,1899.4,11220,Brooklyn,2015
582,,,,,,,,,1634.1,11214,Brooklyn,2015
583,,,,,,,,,3128.9,10025,Manhattan,2015
584,,,,,,,,,2298.6,11221,Brooklyn,2015
585,,,,,,,,,1450.0,10458,Bronx,2015
586,,,,,,,,,1773.7,11235,Brooklyn,2015
587,,,,,,,,,1542.6,11223,Brooklyn,2015
588,,,,,,,,,2978.3,11206,Brooklyn,2015
589,,,,,,,,,1698.6,11229,Brooklyn,2015
591,,,,,,,,,1928.3,11230,Brooklyn,2015
592,,,,,,,,,2155.5,11233,Brooklyn,2015
593,,,,,,,,,1323.4,10457,Bronx,2015
594,,,,,,,,,1376.6,10462,Bronx,2015
595,,,,,,,,,2375.7,10029,Manhattan,2015
596,,,,,,,,,2252.0,11218,Brooklyn,2015
597,,,,,,,,,3010.5,10002,Manhattan,2015
598,,,,,,,,,2004.3,11375,Queens,2015
599,,,,,,,,,2105.1,10463,Bronx,2015
600,,,,,,,,,2722.3,11215,Brooklyn,2015
601,,,,,,,,,2121.4,11213,Brooklyn,2015
602,,,,,,,,,1783.9,11209,Brooklyn,2015
603,,,,,,,,,2482.3,10027,Manhattan,2015
605,,,,,,,,,3278.5,11201,Brooklyn,2015
606,,,,,,,,,2138.7,10032,Manhattan,2015
607,,,,,,,,,3471.8,10023,Manhattan,2015
608,,,,,,,,,2663.4,10128,Manhattan,2015
609,,,,,,,,,3056.6,11238,Brooklyn,2015
610,,,,,,,,,2311.4,11216,Brooklyn,2015
611,,,,,,,,,3185.7,10009,Manhattan,2015
612,,,,,,,,,1504.4,11435,Queens,2015
613,,,,,,,,,3054.4,10024,Manhattan,2015
614,,,,,,,,,2161.2,11225,Brooklyn,2015
615,,,,,,,,,2184.7,10033,Manhattan,2015
616,,,,,,,,,2229.0,10031,Manhattan,2015
617,,,,,,,,,2073.1,11354,Queens,2015
618,,,,,,,,,3264.7,10003,Manhattan,2015
619,,,,,,,,,3607.8,10016,Manhattan,2015
620,,,,,,,,,3654.1,10011,Manhattan,2015
622,,,,,,,,,2479.0,11237,Brooklyn,2015
623,,,,,,,,,2737.1,10028,Manhattan,2015
624,,,,,,,,,1371.7,11228,Brooklyn,2015
625,,,,,,,,,2526.7,11205,Brooklyn,2015
626,,,,,,,,,1756.2,10040,Manhattan,2015
627,,,,,,,,,1974.7,11374,Queens,2015
628,,,,,,,,,3531.4,10019,Manhattan,2015
629,,,,,,,,,1796.6,10034,Manhattan,2015
630,,,,,,,,,2672.4,10021,Manhattan,2015
631,,,,,,,,,2959.6,11217,Brooklyn,2015
632,,,,,,,,,2786.7,11101,Queens,2015
633,,,,,,,,,2622.8,10026,Manhattan,2015
634,,,,,,,,,2800.2,11222,Brooklyn,2015
635,,,,,,,,,2859.6,11231,Brooklyn,2015
636,,,,,,,,,2073.1,11106,Queens,2015
637,,,,,,,,,3548.3,11249,Brooklyn,2015
638,,,,,,,,,2309.1,11105,Queens,2015
639,,,,,,,,,3608.6,10010,Manhattan,2015
640,,,,,,,,,2282.2,10035,Manhattan,2015
642,,,,,,,,,3254.0,10022,Manhattan,2015
643,,,,,,,,,3528.0,10014,Manhattan,2015
644,,,,,,,,,2032.4,10030,Manhattan,2015
645,,,,,,,,,2381.7,11102,Queens,2015
647,,,,,,,,,4639.3,10013,Manhattan,2015
648,,,,,,,,,3282.2,10036,Manhattan,2015
649,,,,,,,,,2310.7,10075,Manhattan,2015
650,,,,,,,,,4039.4,10001,Manhattan,2015
652,,,,,,,,,3222.5,10012,Manhattan,2015
653,,,,,,,,,3105.7,10017,Manhattan,2015
654,,,,,,,,,3640.2,10018,Manhattan,2015
655,,,,,,,,,3649.1,10005,Manhattan,2015
656,,,,,,,,,5843.8,10282,Manhattan,2015
657,,,,,,,,,3822.2,10004,Manhattan,2015
658,,,,,,,,,3353.8,10006,Manhattan,2015
660,,,,,,,,,2369.3,11385,Queens,2015
661,,,,,,,,,1384.4,10467,Bronx,2015
662,,,,,,,,,2011.2,11226,Brooklyn,2015
663,,,,,,,,,1854.5,11220,Brooklyn,2015
664,,,,,,,,,2125.3,11207,Brooklyn,2015
665,,,,,,,,,1601.5,11214,Brooklyn,2015
666,,,,,,,,,3140.9,10025,Manhattan,2015
667,,,,,,,,,2340.3,11221,Brooklyn,2015
668,,,,,,,,,1453.6,10458,Bronx,2015
669,,,,,,,,,1809.6,11235,Brooklyn,2015
671,,,,,,,,,2999.6,11206,Brooklyn,2015
672,,,,,,,,,1745.0,11229,Brooklyn,2015
673,,,,,,,,,1607.2,11355,Queens,2015
674,,,,,,,,,1930.7,11230,Brooklyn,2015
675,,,,,,,,,2171.7,11233,Brooklyn,2015
676,,,,,,,,,1361.8,10457,Bronx,2015
677,,,,,,,,,1363.6,10462,Bronx,2015
678,,,,,,,,,2364.2,10029,Manhattan,2015
679,,,,,,,,,2219.2,11218,Brooklyn,2015
680,,,,,,,,,2983.1,10002,Manhattan,2015
681,,,,,,,,,2025.0,11375,Queens,2015
682,,,,,,,,,2100.4,10463,Bronx,2015
683,,,,,,,,,2732.2,11215,Brooklyn,2015
684,,,,,,,,,2117.4,11213,Brooklyn,2015
686,,,,,,,,,2513.1,10027,Manhattan,2015
687,,,,,,,,,3262.1,11211,Brooklyn,2015
688,,,,,,,,,3276.8,11201,Brooklyn,2015
689,,,,,,,,,2144.8,10032,Manhattan,2015
690,,,,,,,,,3465.0,10023,Manhattan,2015
691,,,,,,,,,2658.9,10128,Manhattan,2015
692,,,,,,,,,3093.2,11238,Brooklyn,2015
693,,,,,,,,,2340.6,11216,Brooklyn,2015
694,,,,,,,,,3159.2,10009,Manhattan,2015
695,,,,,,,,,1459.6,11435,Queens,2015
696,,,,,,,,,3060.5,10024,Manhattan,2015
697,,,,,,,,,2189.6,11225,Brooklyn,2015
699,,,,,,,,,2260.8,10031,Manhattan,2015
700,,,,,,,,,2095.9,11354,Queens,2015
701,,,,,,,,,3241.6,10003,Manhattan,2015
702,,,,,,,,,3594.9,10016,Manhattan,2015
704,,,,,,,,,1350.1,10461,Bronx,2015
705,,,,,,,,,2531.8,11237,Brooklyn,2015
706,,,,,,,,,2727.0,10028,Manhattan,2015
707,,,,,,,,,1309.4,11228,Brooklyn,2015
708,,,,,,,,,2513.7,11205,Brooklyn,2015
709,,,,,,,,,1741.2,10040,Manhattan,2015
710,,,,,,,,,1986.2,11374,Queens,2015
711,,,,,,,,,3509.6,10019,Manhattan,2015
712,,,,,,,,,1806.2,10034,Manhattan,2015
713,,,,,,,,,2661.0,10021,Manhattan,2015
714,,,,,,,,,2973.3,11217,Brooklyn,2015
715,,,,,,,,,2831.1,11101,Queens,2015
716,,,,,,,,,2671.9,10026,Manhattan,2015
717,,,,,,,,,2850.7,11222,Brooklyn,2015
719,,,,,,,,,2071.5,11106,Queens,2015
720,,,,,,,,,3589.5,11249,Brooklyn,2015
721,,,,,,,,,2324.0,11105,Queens,2015
722,,,,,,,,,3593.2,10010,Manhattan,2015
723,,,,,,,,,2318.6,10035,Manhattan,2015
724,,,,,,,,,1896.2,11103,Queens,2015
725,,,,,,,,,3261.1,10022,Manhattan,2015
727,,,,,,,,,2047.6,10030,Manhattan,2015
728,,,,,,,,,2385.9,11102,Queens,2015
729,,,,,,,,,3021.4,10065,Manhattan,2015
730,,,,,,,,,4591.1,10013,Manhattan,2015
731,,,,,,,,,3245.1,10036,Manhattan,2015
732,,,,,,,,,2307.1,10075,Manhattan,2015
733,,,,,,,,,4050.2,10001,Manhattan,2015
734,,,,,,,,,3724.2,10038,Manhattan,2015
735,,,,,,,,,3228.7,10012,Manhattan,2015
736,,,,,,,,,3105.4,10017,Manhattan,2015
737,,,,,,,,,3640.4,10018,Manhattan,2015
739,,,,,,,,,5812.6,10282,Manhattan,2015
740,,,,,,,,,3926.6,10004,Manhattan,2015
741,,,,,,,,,3336.0,10006,Manhattan,2015
742,,,,,,,,,2935.4,11109,Queens,2015
743,,,,,,,,,2357.6,11385,Queens,2015
744,,,,,,,,,1397.2,10467,Bronx,2015
745,,,,,,,,,2004.7,11226,Brooklyn,2015
747,,,,,,,,,2133.3,11207,Brooklyn,2015
748,,,,,,,,,1613.4,11214,Brooklyn,2015
749,,,,,,,,,3127.5,10025,Manhattan,2015
750,,,,,,,,,2374.7,11221,Brooklyn,2015
751,,,,,,,,,1455.9,10458,Bronx,2015
752,,,,,,,,,1842.4,11235,Brooklyn,2015
753,,,,,,,,,1543.1,11223,Brooklyn,2015
754,,,,,,,,,2913.3,11206,Brooklyn,2015
755,,,,,,,,,1753.6,11229,Brooklyn,2015
756,,,,,,,,,1612.3,11355,Queens,2015
758,,,,,,,,,2154.7,11233,Brooklyn,2015
760,,,,,,,,,1337.2,10462,Bronx,2015
762,,,,,,,,,2229.4,11218,Brooklyn,2015
763,,,,,,,,,2961.7,10002,Manhattan,2015
765,,,,,,,,,2082.0,10463,Bronx,2015
767,,,,,,,,,2172.5,11213,Brooklyn,2015
768,,,,,,,,,1760.6,11209,Brooklyn,2015
769,,,,,,,,,2493.8,10027,Manhattan,2015
770,,,,,,,,,3260.8,11211,Brooklyn,2015
773,,,,,,,,,3464.6,10023,Manhattan,2015
774,,,,,,,,,2678.5,10128,Manhattan,2015
775,,,,,,,,,3122.4,11238,Brooklyn,2015
778,,,,,,,,,1448.7,11435,Queens,2015
779,,,,,,,,,3064.7,10024,Manhattan,2015
780,,,,,,,,,2193.8,11225,Brooklyn,2015
781,,,,,,,,,2172.7,10033,Manhattan,2015
782,,,,,,,,,2278.3,10031,Manhattan,2015
783,,,,,,,,,2144.0,11354,Queens,2015
784,,,,,,,,,3240.1,10003,Manhattan,2015
785,,,,,,,,,3587.6,10016,Manhattan,2015
786,,,,,,,,,3672.6,10011,Manhattan,2015
787,,,,,,,,,1295.8,10461,Bronx,2015
788,,,,,,,,,2499.6,11237,Brooklyn,2015
789,,,,,,,,,2729.0,10028,Manhattan,2015
791,,,,,,,,,2522.7,11205,Brooklyn,2015
793,,,,,,,,,1992.5,11374,Queens,2015
794,,,,,,,,,3501.9,10019,Manhattan,2015
795,,,,,,,,,1827.2,10034,Manhattan,2015
796,,,,,,,,,2651.1,10021,Manhattan,2015
797,,,,,,,,,2974.3,11217,Brooklyn,2015
798,,,,,,,,,2834.7,11101,Queens,2015
799,,,,,,,,,2649.2,10026,Manhattan,2015
800,,,,,,,,,2869.0,11222,Brooklyn,2015
801,,,,,,,,,2877.9,11231,Brooklyn,2015
802,,,,,,,,,2084.3,11106,Queens,2015
803,,,,,,,,,3468.2,11249,Brooklyn,2015
804,,,,,,,,,2321.2,11105,Queens,2015
805,,,,,,,,,3596.5,10010,Manhattan,2015
806,,,,,,,,,2337.6,10035,Manhattan,2015
807,,,,,,,,,1878.4,11103,Queens,2015
808,,,,,,,,,3283.6,10022,Manhattan,2015
809,,,,,,,,,3495.7,10014,Manhattan,2015
810,,,,,,,,,2041.3,10030,Manhattan,2015
811,,,,,,,,,2382.8,11102,Queens,2015
812,,,,,,,,,3020.4,10065,Manhattan,2015
813,,,,,,,,,4642.5,10013,Manhattan,2015
814,,,,,,,,,3260.7,10036,Manhattan,2015
815,,,,,,,,,2321.4,10075,Manhattan,2015
816,,,,,,,,,4049.8,10001,Manhattan,2015
817,,,,,,,,,3676.0,10038,Manhattan,2015
818,,,,,,,,,3236.8,10012,Manhattan,2015
820,,,,,,,,,3624.9,10018,Manhattan,2015
821,,,,,,,,,3578.6,10005,Manhattan,2015
822,,,,,,,,,5812.9,10282,Manhattan,2015
823,,,,,,,,,3904.1,10004,Manhattan,2015
824,,,,,,,,,3296.7,10006,Manhattan,2015
825,,,,,,,,,2923.7,11109,Queens,2015
826,,,,,,,,,2351.6,11385,Queens,2016
827,,,,,,,,,1382.6,10467,Bronx,2016
828,,,,,,,,,1991.2,11226,Brooklyn,2016
829,,,,,,,,,1713.5,11220,Brooklyn,2016
830,,,,,,,,,2164.3,11207,Brooklyn,2016
831,,,,,,,,,1611.3,11214,Brooklyn,2016
833,,,,,,,,,2393.3,11221,Brooklyn,2016
834,,,,,,,,,1440.4,10458,Bronx,2016
836,,,,,,,,,1587.5,11223,Brooklyn,2016
837,,,,,,,,,2881.6,11206,Brooklyn,2016
839,,,,,,,,,1654.7,11355,Queens,2016
840,,,,,,,,,1899.4,11230,Brooklyn,2016
841,,,,,,,,,2151.6,11233,Brooklyn,2016
842,,,,,,,,,1412.3,10457,Bronx,2016
843,,,,,,,,,1402.0,10462,Bronx,2016
844,,,,,,,,,2358.8,10029,Manhattan,2016
845,,,,,,,,,2210.7,11218,Brooklyn,2016
846,,,,,,,,,2972.0,10002,Manhattan,2016
847,,,,,,,,,2017.7,11375,Queens,2016
848,,,,,,,,,2118.7,10463,Bronx,2016
849,,,,,,,,,2739.3,11215,Brooklyn,2016
850,,,,,,,,,2131.1,11213,Brooklyn,2016
851,,,,,,,,,1751.6,11209,Brooklyn,2016
852,,,,,,,,,2486.2,10027,Manhattan,2016
853,,,,,,,,,3236.9,11211,Brooklyn,2016
854,,,,,,,,,3243.6,11201,Brooklyn,2016
855,,,,,,,,,2116.0,10032,Manhattan,2016
856,,,,,,,,,3450.4,10023,Manhattan,2016
857,,,,,,,,,2674.2,10128,Manhattan,2016
858,,,,,,,,,3144.7,11238,Brooklyn,2016
859,,,,,,,,,2418.5,11216,Brooklyn,2016
860,,,,,,,,,3126.2,10009,Manhattan,2016
861,,,,,,,,,1500.9,11435,Queens,2016
862,,,,,,,,,3059.6,10024,Manhattan,2016
863,,,,,,,,,2201.5,11225,Brooklyn,2016
864,,,,,,,,,2165.3,10033,Manhattan,2016
865,,,,,,,,,2284.3,10031,Manhattan,2016
867,,,,,,,,,3256.4,10003,Manhattan,2016
868,,,,,,,,,3572.1,10016,Manhattan,2016
869,,,,,,,,,3668.0,10011,Manhattan,2016
870,,,,,,,,,1306.7,10461,Bronx,2016
871,,,,,,,,,2501.9,11237,Brooklyn,2016
872,,,,,,,,,2733.0,10028,Manhattan,2016
873,,,,,,,,,1340.8,11228,Brooklyn,2016
874,,,,,,,,,2507.5,11205,Brooklyn,2016
876,,,,,,,,,1980.9,11374,Queens,2016
877,,,,,,,,,3463.4,10019,Manhattan,2016
878,,,,,,,,,1847.0,10034,Manhattan,2016
879,,,,,,,,,2617.2,10021,Manhattan,2016
880,,,,,,,,,2969.6,11217,Brooklyn,2016
881,,,,,,,,,2817.5,11101,Queens,2016
882,,,,,,,,,2651.8,10026,Manhattan,2016
883,,,,,,,,,2835.5,11222,Brooklyn,2016
884,,,,,,,,,2870.9,11231,Brooklyn,2016
885,,,,,,,,,2093.3,11106,Queens,2016
886,,,,,,,,,3518.2,11249,Brooklyn,2016
887,,,,,,,,,2366.5,11105,Queens,2016
888,,,,,,,,,3593.9,10010,Manhattan,2016
889,,,,,,,,,2285.7,10035,Manhattan,2016
890,,,,,,,,,1982.3,11103,Queens,2016
891,,,,,,,,,3283.9,10022,Manhattan,2016
892,,,,,,,,,3462.8,10014,Manhattan,2016
893,,,,,,,,,2075.1,10030,Manhattan,2016
894,,,,,,,,,2360.9,11102,Queens,2016
895,,,,,,,,,3037.5,10065,Manhattan,2016
896,,,,,,,,,4647.9,10013,Manhattan,2016
897,,,,,,,,,3264.4,10036,Manhattan,2016
898,,,,,,,,,2319.6,10075,Manhattan,2016
899,,,,,,,,,4010.4,10001,Manhattan,2016
900,,,,,,,,,3653.6,10038,Manhattan,2016
901,,,,,,,,,3255.6,10012,Manhattan,2016
903,,,,,,,,,3655.3,10018,Manhattan,2016
904,,,,,,,,,3430.2,10280,Manhattan,2016
905,,,,,,,,,3559.6,10005,Manhattan,2016
906,,,,,,,,,5710.3,10282,Manhattan,2016
907,,,,,,,,,3881.1,10004,Manhattan,2016
908,,,,,,,,,3235.7,10006,Manhattan,2016
909,,,,,,,,,2902.8,11109,Queens,2016
910,,,,,,,,,2427.0,11385,Queens,2016
912,,,,,,,,,2008.8,11226,Brooklyn,2016
913,,,,,,,,,1752.3,11220,Brooklyn,2016
914,,,,,,,,,2218.1,11207,Brooklyn,2016
916,,,,,,,,,3155.5,10025,Manhattan,2016
917,,,,,,,,,2375.6,11221,Brooklyn,2016
918,,,,,,,,,1463.2,10458,Bronx,2016
919,,,,,,,,,1891.4,11235,Brooklyn,2016
920,,,,,,,,,1583.1,11223,Brooklyn,2016
921,,,,,,,,,2850.3,11206,Brooklyn,2016
922,,,,,,,,,1692.5,11229,Brooklyn,2016
923,,,,,,,,,1734.9,11355,Queens,2016
924,,,,,,,,,1920.6,11230,Brooklyn,2016
925,,,,,,,,,2151.7,11233,Brooklyn,2016
926,,,,,,,,,1428.0,10457,Bronx,2016
927,,,,,,,,,1461.6,10462,Bronx,2016
928,,,,,,,,,2355.2,10029,Manhattan,2016
929,,,,,,,,,2205.3,11218,Brooklyn,2016
930,,,,,,,,,3002.1,10002,Manhattan,2016
931,,,,,,,,,2010.5,11375,Queens,2016
932,,,,,,,,,2168.5,10463,Bronx,2016
933,,,,,,,,,2711.8,11215,Brooklyn,2016
934,,,,,,,,,2066.3,11213,Brooklyn,2016
935,,,,,,,,,1756.9,11209,Brooklyn,2016
936,,,,,,,,,2506.7,10027,Manhattan,2016
938,,,,,,,,,3229.2,11201,Brooklyn,2016
939,,,,,,,,,2103.5,10032,Manhattan,2016
940,,,,,,,,,3467.7,10023,Manhattan,2016
941,,,,,,,,,2675.4,10128,Manhattan,2016
942,,,,,,,,,3179.3,11238,Brooklyn,2016
943,,,,,,,,,2419.1,11216,Brooklyn,2016
944,,,,,,,,,3147.8,10009,Manhattan,2016
945,,,,,,,,,1555.6,11435,Queens,2016
946,,,,,,,,,3049.0,10024,Manhattan,2016
947,,,,,,,,,2182.0,11225,Brooklyn,2016
948,,,,,,,,,2159.0,10033,Manhattan,2016
949,,,,,,,,,2268.6,10031,Manhattan,2016
950,,,,,,,,,2170.9,11354,Queens,2016
951,,,,,,,,,3287.4,10003,Manhattan,2016
952,,,,,,,,,3575.0,10016,Manhattan,2016
953,,,,,,,,,3694.7,10011,Manhattan,2016
954,,,,,,,,,1317.8,10461,Bronx,2016
955,,,,,,,,,2431.7,11237,Brooklyn,2016
956,,,,,,,,,2764.0,10028,Manhattan,2016
959,,,,,,,,,1720.0,10040,Manhattan,2016
960,,,,,,,,,1965.6,11374,Queens,2016
961,,,,,,,,,3474.8,10019,Manhattan,2016
962,,,,,,,,,1865.0,10034,Manhattan,2016
963,,,,,,,,,2638.2,10021,Manhattan,2016
964,,,,,,,,,3000.2,11217,Brooklyn,2016
965,,,,,,,,,2791.2,11101,Queens,2016
966,,,,,,,,,2635.8,10026,Manhattan,2016
967,,,,,,,,,2851.4,11222,Brooklyn,2016
968,,,,,,,,,2875.0,11231,Brooklyn,2016
969,,,,,,,,,2153.4,11106,Queens,2016
971,,,,,,,,,2283.2,11105,Queens,2016
972,,,,,,,,,3616.9,10010,Manhattan,2016
973,,,,,,,,,2273.1,10035,Manhattan,2016
974,,,,,,,,,1962.1,11103,Queens,2016
976,,,,,,,,,3465.3,10014,Manhattan,2016
977,,,,,,,,,2117.7,10030,Manhattan,2016
978,,,,,,,,,2328.8,11102,Queens,2016
979,,,,,,,,,3071.9,10065,Manhattan,2016
980,,,,,,,,,4674.4,10013,Manhattan,2016
981,,,,,,,,,3277.9,10036,Manhattan,2016
982,,,,,,,,,2347.4,10075,Manhattan,2016
983,,,,,,,,,3987.4,10001,Manhattan,2016
984,,,,,,,,,3657.8,10038,Manhattan,2016
985,,,,,,,,,3271.3,10012,Manhattan,2016
986,,,,,,,,,3117.1,10017,Manhattan,2016
987,,,,,,,,,3631.0,10018,Manhattan,2016
988,,,,,,,,,3436.5,10280,Manhattan,2016
989,,,,,,,,,3573.7,10005,Manhattan,2016
990,,,,,,,,,5759.6,10282,Manhattan,2016
991,,,,,,,,,3750.8,10004,Manhattan,2016
992,,,,,,,,,3240.4,10006,Manhattan,2016
993,,,,,,,,,2952.8,11109,Queens,2016
994,,,,,,,,,2413.0,11385,Queens,2016
995,,,,,,,,,1391.6,10467,Bronx,2016
996,,,,,,,,,2030.6,11226,Brooklyn,2016
997,,,,,,,,,1800.0,11220,Brooklyn,2016
998,,,,,,,,,2309.9,11207,Brooklyn,2016
999,,,,,,,,,1672.4,11214,Brooklyn,2016
1000,,,,,,,,,3180.8,10025,Manhattan,2016
1001,,,,,,,,,1134.7,10314,STATEN_ISLAND,2016
1002,,,,,,,,,2396.1,11221,Brooklyn,2016
1003,,,,,,,,,1480.6,10458,Bronx,2016
1004,,,,,,,,,1907.5,11235,Brooklyn,2016
1005,,,,,,,,,1617.6,11223,Brooklyn,2016
1006,,,,,,,,,2887.1,11206,Brooklyn,2016
1007,,,,,,,,,1730.4,11229,Brooklyn,2016
1008,,,,,,,,,1766.5,11355,Queens,2016
1009,,,,,,,,,1972.9,11230,Brooklyn,2016
1010,,,,,,,,,2157.9,11233,Brooklyn,2016
1011,,,,,,,,,1471.6,10462,Bronx,2016
1012,,,,,,,,,2381.4,10029,Manhattan,2016
1013,,,,,,,,,2177.0,11218,Brooklyn,2016
1014,,,,,,,,,3021.5,10002,Manhattan,2016
1015,,,,,,,,,2008.9,11375,Queens,2016
1016,,,,,,,,,2162.5,10463,Bronx,2016
1017,,,,,,,,,2693.7,11215,Brooklyn,2016
1018,,,,,,,,,2036.2,11213,Brooklyn,2016
1019,,,,,,,,,1782.6,11209,Brooklyn,2016
1020,,,,,,,,,2531.6,10027,Manhattan,2016
1021,,,,,,,,,3235.9,11211,Brooklyn,2016
1022,,,,,,,,,3248.9,11201,Brooklyn,2016
1023,,,,,,,,,2090.1,10032,Manhattan,2016
1024,,,,,,,,,3466.7,10023,Manhattan,2016
1025,,,,,,,,,2661.8,10128,Manhattan,2016
1026,,,,,,,,,3174.8,11238,Brooklyn,2016
1027,,,,,,,,,2395.7,11216,Brooklyn,2016
1028,,,,,,,,,3161.9,10009,Manhattan,2016
1029,,,,,,,,,1551.0,11435,Queens,2016
1030,,,,,,,,,3053.7,10024,Manhattan,2016
1031,,,,,,,,,2192.5,11225,Brooklyn,2016
1032,,,,,,,,,2157.8,10033,Manhattan,2016
1033,,,,,,,,,2293.3,10031,Manhattan,2016
1034,,,,,,,,,2154.2,11354,Queens,2016
1035,,,,,,,,,3308.0,10003,Manhattan,2016
1036,,,,,,,,,3568.0,10016,Manhattan,2016
1037,,,,,,,,,3690.1,10011,Manhattan,2016
1038,,,,,,,,,1395.6,10461,Bronx,2016
1039,,,,,,,,,2489.1,11237,Brooklyn,2016
1040,,,,,,,,,2751.5,10028,Manhattan,2016
1041,,,,,,,,,1449.7,11228,Brooklyn,2016
1042,,,,,,,,,2521.2,11205,Brooklyn,2016
1043,,,,,,,,,1711.9,10040,Manhattan,2016
1082,,,,,,,,,2341.7,11207,Brooklyn,2016
1116,,,,,,,,,2188.6,11225,Brooklyn,2016
1120,,,,,,,,,3298.4,10003,Manhattan,2016
1131,,,,,,,,,1863.0,10034,Manhattan,2016
1167,,,,,,,,,2337.0,11207,Brooklyn,2016
1196,,,,,,,,,3082.2,11238,Brooklyn,2016
1248,,,,,,,,,3321.7,10006,Manhattan,2016
1289,,,,,,,,,2241.5,10033,Manhattan,2016
1301,,,,,,,,,1987.5,11374,Queens,2016
1302,,,,,,,,,1840.5,10465,Bronx,2016
1306,,,,,,,,,2973.9,11217,Brooklyn,2016
1317,,,,,,,,,3251.6,10022,Manhattan,2016
1318,,,,,,,,,3591.7,10014,Manhattan,2016
1321,,,,,,,,,3088.1,10065,Manhattan,2016
1330,,,,,,,,,3671.1,10018,Manhattan,2016
1351,,,,,,,,,1732.3,11355,Queens,2016
1362,,,,,,,,,2105.4,11213,Brooklyn,2016
1373,,,,,,,,,1567.3,11435,Queens,2016
1376,,,,,,,,,2244.1,10033,Manhattan,2016
1377,,,,,,,,,2336.3,10031,Manhattan,2016
1381,,,,,,,,,3676.2,10011,Manhattan,2016
1383,,,,,,,,,2615.1,11237,Brooklyn,2016
1384,,,,,,,,,2753.7,10028,Manhattan,2016
1385,,,,,,,,,1473.5,11228,Brooklyn,2016
1387,,,,,,,,,1791.8,10040,Manhattan,2016
1388,,,,,,,,,2013.0,11374,Queens,2016
1389,,,,,,,,,1802.6,10465,Bronx,2016
1390,,,,,,,,,3540.0,10019,Manhattan,2016
1391,,,,,,,,,1860.4,10034,Manhattan,2016
1393,,,,,,,,,3010.8,11217,Brooklyn,2016
1394,,,,,,,,,2861.0,11101,Queens,2016
1396,,,,,,,,,2834.9,11222,Brooklyn,2016
1401,,,,,,,,,3636.4,10010,Manhattan,2016
1404,,,,,,,,,3272.7,10022,Manhattan,2016
1406,,,,,,,,,2050.1,10030,Manhattan,2016
1407,,,,,,,,,2353.4,11102,Queens,2016
1409,,,,,,,,,4723.9,10013,Manhattan,2016
1410,,,,,,,,,3276.5,10036,Manhattan,2016
1411,,,,,,,,,2355.7,10075,Manhattan,2016
1413,,,,,,,,,3734.1,10038,Manhattan,2016
1416,,,,,,,,,3143.9,10017,Manhattan,2016
1419,,,,,,,,,3587.4,10005,Manhattan,2016
1420,,,,,,,,,5789.0,10282,Manhattan,2016
1423,,,,,,,,,2994.5,11109,Queens,2016
1425,,,,,,,,,1443.7,10467,Bronx,2016
1428,,,,,,,,,2271.1,11207,Brooklyn,2016
1431,,,,,,,,,1329.8,10314,STATEN_ISLAND,2016
1432,,,,,,,,,2391.5,11221,Brooklyn,2016
1433,,,,,,,,,1541.7,10458,Bronx,2016
1435,,,,,,,,,1693.0,11223,Brooklyn,2016
1436,,,,,,,,,2959.9,11206,Brooklyn,2016
1437,,,,,,,,,1687.2,11229,Brooklyn,2016
1440,,,,,,,,,2226.5,11233,Brooklyn,2016
1441,,,,,,,,,1430.2,10457,Bronx,2016
1443,,,,,,,,,2407.8,10029,Manhattan,2016
1444,,,,,,,,,2226.2,11218,Brooklyn,2016
1448,,,,,,,,,2722.5,11215,Brooklyn,2016
1452,,,,,,,,,3230.0,11211,Brooklyn,2016
1453,,,,,,,,,3294.7,11201,Brooklyn,2016
1454,,,,,,,,,2100.3,10032,Manhattan,2016
1456,,,,,,,,,2688.7,10128,Manhattan,2016
1458,,,,,,,,,2381.1,11216,Brooklyn,2016
1459,,,,,,,,,3223.4,10009,Manhattan,2016
1460,,,,,,,,,1603.9,11435,Queens,2016
1462,,,,,,,,,2229.3,11225,Brooklyn,2016
1463,,,,,,,,,2254.0,10033,Manhattan,2016
1465,,,,,,,,,2117.0,11354,Queens,2016
1467,,,,,,,,,3586.0,10016,Manhattan,2016
1468,,,,,,,,,3681.7,10011,Manhattan,2016
1469,,,,,,,,,1396.1,10461,Bronx,2016
1471,,,,,,,,,2752.6,10028,Manhattan,2016
1472,,,,,,,,,1461.8,11228,Brooklyn,2016
1473,,,,,,,,,2544.3,11205,Brooklyn,2016
1475,,,,,,,,,2025.2,11374,Queens,2016
1477,,,,,,,,,3541.8,10019,Manhattan,2016
