,zip_code,state,city,borough,date,mean_rent
245602,11233,NY,New York,BROOKLYN,2018-08-31,2346.984734836807
245606,10457,NY,New York,BRONX,2018-08-31,1610.167928545322
245616,10462,NY,New York,BRONX,2018-08-31,1654.289622781879
245623,10029,NY,New York,MANHATTAN,2018-08-31,2529.6221954986936
245626,11218,NY,New York,BROOKLYN,2018-08-31,2317.884509316428
245642,10002,NY,New York,MANHATTAN,2018-08-31,3168.712104808825
245659,11375,NY,New York,QUEENS,2018-08-31,2106.546577060148
245680,10463,NY,New York,BRONX,2018-08-31,2303.9539767099336
245697,11215,NY,New York,BROOKLYN,2018-08-31,2805.528332067485
245736,11213,NY,New York,BROOKLYN,2018-08-31,2270.769637039779
245742,11210,NY,New York,BROOKLYN,2018-08-31,2221.7984306659414
245748,11209,NY,New York,BROOKLYN,2018-08-31,1880.3543229079055
245750,10027,NY,New York,MANHATTAN,2018-08-31,2612.990193281709
245775,11211,NY,New York,BROOKLYN,2018-08-31,3191.218398432734
245797,11201,NY,New York,BROOKLYN,2018-08-31,3380.494574006013
245798,10032,NY,New York,MANHATTAN,2018-08-31,2239.8993309726748
245801,10023,NY,New York,MANHATTAN,2018-08-31,3481.4507464680714
245920,10128,NY,New York,MANHATTAN,2018-08-31,2774.326974908065
245930,11238,NY,New York,BROOKLYN,2018-08-31,3100.4618826198844
245942,11216,NY,New York,BROOKLYN,2018-08-31,2481.730525698429
245946,10009,NY,New York,MANHATTAN,2018-08-31,3288.700479497521
245950,11435,NY,New York,QUEENS,2018-08-31,1725.759043306797
245951,10024,NY,New York,MANHATTAN,2018-08-31,3098.895557179605
245965,11225,NY,New York,BROOKLYN,2018-08-31,2336.206449269428
245970,10033,NY,New York,MANHATTAN,2018-08-31,2319.535387112091
246078,10031,NY,New York,MANHATTAN,2018-08-31,2469.848122147702
246123,11354,NY,New York,QUEENS,2018-08-31,2266.3911185885963
246136,10003,NY,New York,MANHATTAN,2018-08-31,3400.6416865745314
246318,10016,NY,New York,MANHATTAN,2018-08-31,3610.40373952128
246403,10011,NY,New York,MANHATTAN,2018-08-31,3783.519999601245
246444,10461,NY,New York,BRONX,2018-08-31,1594.404925366229
246497,11237,NY,New York,BROOKLYN,2018-08-31,2575.824559374604
246512,10028,NY,New York,MANHATTAN,2018-08-31,2834.227704547745
246621,11228,NY,New York,BROOKLYN,2018-08-31,1587.7139999719554
246626,11205,NY,New York,BROOKLYN,2018-08-31,2665.287232810943
246670,10040,NY,New York,MANHATTAN,2018-08-31,1887.6371378168456
246764,11374,NY,New York,QUEENS,2018-08-31,2149.986136178796
246767,10465,NY,New York,BRONX,2018-08-31,1926.8349769406252
246829,10019,NY,New York,MANHATTAN,2018-08-31,3531.030557156161
246950,10034,NY,New York,MANHATTAN,2018-08-31,1944.372881339017
247029,10021,NY,New York,MANHATTAN,2018-08-31,2763.136817800807
247171,11217,NY,New York,BROOKLYN,2018-08-31,3124.013609366676
247243,11101,NY,New York,QUEENS,2018-08-31,2963.2258079860103
247288,10026,NY,New York,MANHATTAN,2018-08-31,2734.286996528868
247414,11222,NY,New York,BROOKLYN,2018-08-31,2971.068388056364
247441,11231,NY,New York,BROOKLYN,2018-08-31,3024.654257423868
247453,11106,NY,New York,QUEENS,2018-08-31,2192.1432575119343
247465,11249,NY,New York,BROOKLYN,2018-08-31,3515.5775354464204
247617,11105,NY,New York,QUEENS,2018-08-31,2329.813256853537
247626,10010,NY,New York,MANHATTAN,2018-08-31,3719.446976322925
247766,10035,NY,New York,MANHATTAN,2018-08-31,2429.2930960816675
247893,11103,NY,New York,QUEENS,2018-08-31,2120.494945870681
248041,10022,NY,New York,MANHATTAN,2018-08-31,3322.9782238452767
248401,10014,NY,New York,MANHATTAN,2018-08-31,3657.6554537145225
248420,10030,NY,New York,MANHATTAN,2018-08-31,2182.3072490872764
248460,11102,NY,New York,QUEENS,2018-08-31,2405.7932550520127
248845,10065,NY,New York,MANHATTAN,2018-08-31,3141.099463623424
248966,10013,NY,New York,MANHATTAN,2018-08-31,4806.544316454908
249301,10036,NY,New York,MANHATTAN,2018-08-31,3306.2884041843504
249303,10075,NY,New York,MANHATTAN,2018-08-31,2354.0629272432534
249331,10001,NY,New York,MANHATTAN,2018-08-31,4063.787942272836
249648,10038,NY,New York,MANHATTAN,2018-08-31,3808.573988599208
249739,10012,NY,New York,MANHATTAN,2018-08-31,3367.154812263745
250030,10037,NY,New York,MANHATTAN,2018-08-31,2131.718404894747
250676,10017,NY,New York,MANHATTAN,2018-08-31,3196.452883887803
251072,10018,NY,New York,MANHATTAN,2018-08-31,3755.299192081241
251171,10007,NY,New York,MANHATTAN,2018-08-31,5883.157259621806
251278,10280,NY,New York,MANHATTAN,2018-08-31,3595.7787662600845
251352,10005,NY,New York,MANHATTAN,2018-08-31,3686.467068507032
251397,10282,NY,New York,MANHATTAN,2018-08-31,5863.88492488249
251423,10069,NY,New York,MANHATTAN,2018-08-31,4848.913209480285
251455,10004,NY,New York,MANHATTAN,2018-08-31,3834.126208749091
251469,10006,NY,New York,MANHATTAN,2018-08-31,3396.529179752319
251491,11109,NY,New York,QUEENS,2018-08-31,3135.3597537569044
251500,11385,NY,New York,QUEENS,2018-09-30,2522.6894681840004
251509,10467,NY,New York,BRONX,2018-09-30,1673.9401609811443
251510,11226,NY,New York,BROOKLYN,2018-09-30,2230.119046733001
251525,11220,NY,New York,BROOKLYN,2018-09-30,2018.0431269917467
251529,11207,NY,New York,BROOKLYN,2018-09-30,2378.118540728598
251531,11214,NY,New York,BROOKLYN,2018-09-30,1856.0296915801205
251533,10025,NY,New York,MANHATTAN,2018-09-30,3191.989773650811
251536,10314,NY,New York,STATEN_ISLAND,2018-09-30,1690.8064718538765
251545,11221,NY,New York,BROOKLYN,2018-09-30,2522.2614095381628
251551,10458,NY,New York,BRONX,2018-09-30,1758.0691011598424
251559,11235,NY,New York,BROOKLYN,2018-09-30,2009.2702478234685
251560,11223,NY,New York,BROOKLYN,2018-09-30,1761.6579123156412
251565,11206,NY,New York,BROOKLYN,2018-09-30,2881.39313202058
251576,11229,NY,New York,BROOKLYN,2018-09-30,1942.5523665148544
251578,11355,NY,New York,QUEENS,2018-09-30,1870.056840389128
251587,11230,NY,New York,BROOKLYN,2018-09-30,2088.9256789283427
251590,11233,NY,New York,BROOKLYN,2018-09-30,2348.1344989964014
251594,10457,NY,New York,BRONX,2018-09-30,1642.5097834267112
251604,10462,NY,New York,BRONX,2018-09-30,1650.7824757524734
251611,10029,NY,New York,MANHATTAN,2018-09-30,2501.704377162566
251614,11218,NY,New York,BROOKLYN,2018-09-30,2294.710654702716
251630,10002,NY,New York,MANHATTAN,2018-09-30,3165.943810046573
251647,11375,NY,New York,QUEENS,2018-09-30,2097.564533632434
251668,10463,NY,New York,BRONX,2018-09-30,2252.816912929288
251685,11215,NY,New York,BROOKLYN,2018-09-30,2831.946854147685
251724,11213,NY,New York,BROOKLYN,2018-09-30,2329.211477841518
251730,11210,NY,New York,BROOKLYN,2018-09-30,2269.1120588948984
251736,11209,NY,New York,BROOKLYN,2018-09-30,1906.8814447523928
251738,10027,NY,New York,MANHATTAN,2018-09-30,2606.646995406506
251763,11211,NY,New York,BROOKLYN,2018-09-30,3183.6006123539246
251785,11201,NY,New York,BROOKLYN,2018-09-30,3402.6773375974403
251786,10032,NY,New York,MANHATTAN,2018-09-30,2235.3559734430214
251789,10023,NY,New York,MANHATTAN,2018-09-30,3484.654790943192
251908,10128,NY,New York,MANHATTAN,2018-09-30,2782.2384656897034
251918,11238,NY,New York,BROOKLYN,2018-09-30,3083.2870638413965
251930,11216,NY,New York,BROOKLYN,2018-09-30,2504.3708148143296
251934,10009,NY,New York,MANHATTAN,2018-09-30,3314.244666834801
251938,11435,NY,New York,QUEENS,2018-09-30,1744.108647482345
251939,10024,NY,New York,MANHATTAN,2018-09-30,3111.632352015733
251953,11225,NY,New York,BROOKLYN,2018-09-30,2349.9073764389177
251958,10033,NY,New York,MANHATTAN,2018-09-30,2360.8069833003933
252066,10031,NY,New York,MANHATTAN,2018-09-30,2455.9770018305526
252111,11354,NY,New York,QUEENS,2018-09-30,2261.250237713297
252124,10003,NY,New York,MANHATTAN,2018-09-30,3411.6074884585923
252306,10016,NY,New York,MANHATTAN,2018-09-30,3621.2177829654074
252391,10011,NY,New York,MANHATTAN,2018-09-30,3796.6655298864207
252432,10461,NY,New York,BRONX,2018-09-30,1597.8837804575153
252485,11237,NY,New York,BROOKLYN,2018-09-30,2549.157335754596
252500,10028,NY,New York,MANHATTAN,2018-09-30,2837.4680903633075
252609,11228,NY,New York,BROOKLYN,2018-09-30,1611.1628570134503
252614,11205,NY,New York,BROOKLYN,2018-09-30,2699.9843080517103
252658,10040,NY,New York,MANHATTAN,2018-09-30,1903.294590561416
252752,11374,NY,New York,QUEENS,2018-09-30,2138.613931902041
252755,10465,NY,New York,BRONX,2018-09-30,1951.584213802469
252817,10019,NY,New York,MANHATTAN,2018-09-30,3520.2486229390684
252938,10034,NY,New York,MANHATTAN,2018-09-30,1944.597933356056
253017,10021,NY,New York,MANHATTAN,2018-09-30,2767.8537131221906
253159,11217,NY,New York,BROOKLYN,2018-09-30,3112.722381665604
253231,11101,NY,New York,QUEENS,2018-09-30,2973.988695180816
253276,10026,NY,New York,MANHATTAN,2018-09-30,2736.2913342180077
253402,11222,NY,New York,BROOKLYN,2018-09-30,2972.7987287702585
253429,11231,NY,New York,BROOKLYN,2018-09-30,3027.9464711290657
253441,11106,NY,New York,QUEENS,2018-09-30,2189.6687189727927
253453,11249,NY,New York,BROOKLYN,2018-09-30,3557.327211699864
253605,11105,NY,New York,QUEENS,2018-09-30,2342.804140501892
253614,10010,NY,New York,MANHATTAN,2018-09-30,3732.051713695716
253754,10035,NY,New York,MANHATTAN,2018-09-30,2435.631525580297
253881,11103,NY,New York,QUEENS,2018-09-30,2104.740254782466
254029,10022,NY,New York,MANHATTAN,2018-09-30,3331.0996832905576
254389,10014,NY,New York,MANHATTAN,2018-09-30,3689.7933354517168
254408,10030,NY,New York,MANHATTAN,2018-09-30,2174.761934061957
254448,11102,NY,New York,QUEENS,2018-09-30,2425.162920029212
254833,10065,NY,New York,MANHATTAN,2018-09-30,3133.930833484205
254954,10013,NY,New York,MANHATTAN,2018-09-30,4829.4400719190335
255289,10036,NY,New York,MANHATTAN,2018-09-30,3306.90326554942
255291,10075,NY,New York,MANHATTAN,2018-09-30,2393.5939602745893
255319,10001,NY,New York,MANHATTAN,2018-09-30,4032.727822441323
255636,10038,NY,New York,MANHATTAN,2018-09-30,3801.847593921904
255727,10012,NY,New York,MANHATTAN,2018-09-30,3387.0458813770742
256018,10037,NY,New York,MANHATTAN,2018-09-30,2086.246821762448
256664,10017,NY,New York,MANHATTAN,2018-09-30,3183.4157075349235
257060,10018,NY,New York,MANHATTAN,2018-09-30,3743.68995830011
257159,10007,NY,New York,MANHATTAN,2018-09-30,5975.704318847612
257266,10280,NY,New York,MANHATTAN,2018-09-30,3624.7604404196254
257340,10005,NY,New York,MANHATTAN,2018-09-30,3736.971006615703
257385,10282,NY,New York,MANHATTAN,2018-09-30,5818.584531610952
257411,10069,NY,New York,MANHATTAN,2018-09-30,4910.167272482598
257443,10004,NY,New York,MANHATTAN,2018-09-30,3856.822470995279
257457,10006,NY,New York,MANHATTAN,2018-09-30,3392.457185415672
257479,11109,NY,New York,QUEENS,2018-09-30,3115.3398511799487
257488,11385,NY,New York,QUEENS,2018-10-31,2544.357293958528
257497,10467,NY,New York,BRONX,2018-10-31,1703.646437805422
257498,11226,NY,New York,BROOKLYN,2018-10-31,2232.86586499266
257513,11220,NY,New York,BROOKLYN,2018-10-31,2078.2516468284853
257517,11207,NY,New York,BROOKLYN,2018-10-31,2360.8651580083365
257519,11214,NY,New York,BROOKLYN,2018-10-31,1896.1000407317804
257521,10025,NY,New York,MANHATTAN,2018-10-31,3196.2247026645123
257524,10314,NY,New York,STATEN_ISLAND,2018-10-31,1639.5361794899336
257533,11221,NY,New York,BROOKLYN,2018-10-31,2522.0657482034453
257539,10458,NY,New York,BRONX,2018-10-31,1792.276864282682
257547,11235,NY,New York,BROOKLYN,2018-10-31,2009.346579278429
257548,11223,NY,New York,BROOKLYN,2018-10-31,1764.9099589813925
257553,11206,NY,New York,BROOKLYN,2018-10-31,2886.4711312128256
257564,11229,NY,New York,BROOKLYN,2018-10-31,1954.9301155542348
257566,11355,NY,New York,QUEENS,2018-10-31,1892.4813049694492
257575,11230,NY,New York,BROOKLYN,2018-10-31,2114.683851862167
257578,11233,NY,New York,BROOKLYN,2018-10-31,2344.747196680584
257582,10457,NY,New York,BRONX,2018-10-31,1643.274050069424
257592,10462,NY,New York,BRONX,2018-10-31,1644.823751668836
257599,10029,NY,New York,MANHATTAN,2018-10-31,2515.482004382495
257602,11218,NY,New York,BROOKLYN,2018-10-31,2285.1088413448774
257618,10002,NY,New York,MANHATTAN,2018-10-31,3149.1379026381765
257635,11375,NY,New York,QUEENS,2018-10-31,2105.3783724385307
257656,10463,NY,New York,BRONX,2018-10-31,2279.4308089062124
257673,11215,NY,New York,BROOKLYN,2018-10-31,2842.5110236307214
257712,11213,NY,New York,BROOKLYN,2018-10-31,2331.961990751848
257718,11210,NY,New York,BROOKLYN,2018-10-31,2333.233895461014
257724,11209,NY,New York,BROOKLYN,2018-10-31,1915.4957360879264
257726,10027,NY,New York,MANHATTAN,2018-10-31,2587.1089027415046
257751,11211,NY,New York,BROOKLYN,2018-10-31,3156.5175656202077
257773,11201,NY,New York,BROOKLYN,2018-10-31,3399.484181364921
257774,10032,NY,New York,MANHATTAN,2018-10-31,2244.1365978165627
257777,10023,NY,New York,MANHATTAN,2018-10-31,3502.398404210771
257896,10128,NY,New York,MANHATTAN,2018-10-31,2780.0207795043925
257906,11238,NY,New York,BROOKLYN,2018-10-31,3100.3158605958693
257918,11216,NY,New York,BROOKLYN,2018-10-31,2510.3300232904744
257922,10009,NY,New York,MANHATTAN,2018-10-31,3311.407118704161
257926,11435,NY,New York,QUEENS,2018-10-31,1704.3079812675726
257927,10024,NY,New York,MANHATTAN,2018-10-31,3113.7654982600056
257941,11225,NY,New York,BROOKLYN,2018-10-31,2339.6998419362294
257946,10033,NY,New York,MANHATTAN,2018-10-31,2376.08588281254
258054,10031,NY,New York,MANHATTAN,2018-10-31,2454.344890388328
258099,11354,NY,New York,QUEENS,2018-10-31,2252.4406167604675
258112,10003,NY,New York,MANHATTAN,2018-10-31,3409.027995603738
258294,10016,NY,New York,MANHATTAN,2018-10-31,3641.556744468106
258379,10011,NY,New York,MANHATTAN,2018-10-31,3805.5734954314817
258420,10461,NY,New York,BRONX,2018-10-31,1594.554022655784
258473,11237,NY,New York,BROOKLYN,2018-10-31,2509.5089383555705
258488,10028,NY,New York,MANHATTAN,2018-10-31,2837.166576113031
258597,11228,NY,New York,BROOKLYN,2018-10-31,1625.082000972886
258602,11205,NY,New York,BROOKLYN,2018-10-31,2704.594167127487
258646,10040,NY,New York,MANHATTAN,2018-10-31,1899.5943417506996
258740,11374,NY,New York,QUEENS,2018-10-31,2119.093294050436
258743,10465,NY,New York,BRONX,2018-10-31,1903.885942426367
258805,10019,NY,New York,MANHATTAN,2018-10-31,3501.901053140489
258926,10034,NY,New York,MANHATTAN,2018-10-31,1940.5525693142
259005,10021,NY,New York,MANHATTAN,2018-10-31,2761.179815725553
259147,11217,NY,New York,BROOKLYN,2018-10-31,3112.3413933078364
259219,11101,NY,New York,QUEENS,2018-10-31,2972.0602511720185
259264,10026,NY,New York,MANHATTAN,2018-10-31,2757.6336625324
259390,11222,NY,New York,BROOKLYN,2018-10-31,2962.118015941595
259417,11231,NY,New York,BROOKLYN,2018-10-31,3094.8061031285533
259429,11106,NY,New York,QUEENS,2018-10-31,2187.1471178384672
259441,11249,NY,New York,BROOKLYN,2018-10-31,3513.214585964736
259593,11105,NY,New York,QUEENS,2018-10-31,2348.2171002091804
259602,10010,NY,New York,MANHATTAN,2018-10-31,3730.384351801688
259742,10035,NY,New York,MANHATTAN,2018-10-31,2451.7692990477053
259869,11103,NY,New York,QUEENS,2018-10-31,2045.1685501626291
260017,10022,NY,New York,MANHATTAN,2018-10-31,3327.141989531965
260377,10014,NY,New York,MANHATTAN,2018-10-31,3729.230276138543
260396,10030,NY,New York,MANHATTAN,2018-10-31,2178.505942175755
260436,11102,NY,New York,QUEENS,2018-10-31,2414.488831889799
260821,10065,NY,New York,MANHATTAN,2018-10-31,3157.707360147348
260942,10013,NY,New York,MANHATTAN,2018-10-31,4819.685265798263
261277,10036,NY,New York,MANHATTAN,2018-10-31,3276.569810186891
261279,10075,NY,New York,MANHATTAN,2018-10-31,2404.665961133481
261307,10001,NY,New York,MANHATTAN,2018-10-31,4037.315089803612
261624,10038,NY,New York,MANHATTAN,2018-10-31,3782.762980510082
261715,10012,NY,New York,MANHATTAN,2018-10-31,3374.744567925691
262006,10037,NY,New York,MANHATTAN,2018-10-31,2070.8246861005805
262652,10017,NY,New York,MANHATTAN,2018-10-31,3163.3786150744268
263048,10018,NY,New York,MANHATTAN,2018-10-31,3720.652991218652
263147,10007,NY,New York,MANHATTAN,2018-10-31,6077.349108446293
263254,10280,NY,New York,MANHATTAN,2018-10-31,3586.4726128792518
263328,10005,NY,New York,MANHATTAN,2018-10-31,3786.699927072548
263373,10282,NY,New York,MANHATTAN,2018-10-31,5897.961865001766
263399,10069,NY,New York,MANHATTAN,2018-10-31,4933.686537227946
263431,10004,NY,New York,MANHATTAN,2018-10-31,3868.320380837172
263445,10006,NY,New York,MANHATTAN,2018-10-31,3422.9150283106924
263467,11109,NY,New York,QUEENS,2018-10-31,3079.7885391690693
263476,11385,NY,New York,QUEENS,2018-11-30,2533.783991276185
263485,10467,NY,New York,BRONX,2018-11-30,1730.911219109859
263486,11226,NY,New York,BROOKLYN,2018-11-30,2206.585765306432
263501,11220,NY,New York,BROOKLYN,2018-11-30,2039.4335596188384
263505,11207,NY,New York,BROOKLYN,2018-11-30,2389.776169035559
263507,11214,NY,New York,BROOKLYN,2018-11-30,1827.287695658227
263509,10025,NY,New York,MANHATTAN,2018-11-30,3202.142427576885
263512,10314,NY,New York,STATEN_ISLAND,2018-11-30,1733.65099557926
263521,11221,NY,New York,BROOKLYN,2018-11-30,2526.380388797252
263527,10458,NY,New York,BRONX,2018-11-30,1809.7036381925525
263535,11235,NY,New York,BROOKLYN,2018-11-30,2005.6099817931008
263536,11223,NY,New York,BROOKLYN,2018-11-30,1778.5950486367467
263541,11206,NY,New York,BROOKLYN,2018-11-30,2902.730478153245
263552,11229,NY,New York,BROOKLYN,2018-11-30,1956.086279701785
263554,11355,NY,New York,QUEENS,2018-11-30,1910.2860954673213
263563,11230,NY,New York,BROOKLYN,2018-11-30,2121.9074534896718
263566,11233,NY,New York,BROOKLYN,2018-11-30,2346.638870205893
263570,10457,NY,New York,BRONX,2018-11-30,1605.9599053671934
263580,10462,NY,New York,BRONX,2018-11-30,1625.7587787799746
263587,10029,NY,New York,MANHATTAN,2018-11-30,2498.789316547931
263590,11218,NY,New York,BROOKLYN,2018-11-30,2260.191046686733
263606,10002,NY,New York,MANHATTAN,2018-11-30,3151.126534492804
263623,11375,NY,New York,QUEENS,2018-11-30,2101.3639514990527
263644,10463,NY,New York,BRONX,2018-11-30,2309.7201084339604
263661,11215,NY,New York,BROOKLYN,2018-11-30,2847.927204328745
263700,11213,NY,New York,BROOKLYN,2018-11-30,2377.565625699532
263706,11210,NY,New York,BROOKLYN,2018-11-30,2314.0697991663988
263712,11209,NY,New York,BROOKLYN,2018-11-30,1904.052436449541
263714,10027,NY,New York,MANHATTAN,2018-11-30,2600.4995045971013
263739,11211,NY,New York,BROOKLYN,2018-11-30,3128.8926180445583
263761,11201,NY,New York,BROOKLYN,2018-11-30,3422.061598224219
263762,10032,NY,New York,MANHATTAN,2018-11-30,2250.232472447268
263765,10023,NY,New York,MANHATTAN,2018-11-30,3496.588787972331
263884,10128,NY,New York,MANHATTAN,2018-11-30,2791.1018537026152
263894,11238,NY,New York,BROOKLYN,2018-11-30,3117.477460664249
263906,11216,NY,New York,BROOKLYN,2018-11-30,2496.575635879289
263910,10009,NY,New York,MANHATTAN,2018-11-30,3288.4252898908685
263914,11435,NY,New York,QUEENS,2018-11-30,1675.285845112235
263915,10024,NY,New York,MANHATTAN,2018-11-30,3106.605612274819
263929,11225,NY,New York,BROOKLYN,2018-11-30,2354.683830689657
263934,10033,NY,New York,MANHATTAN,2018-11-30,2408.793481808481
264042,10031,NY,New York,MANHATTAN,2018-11-30,2460.275734005414
264087,11354,NY,New York,QUEENS,2018-11-30,2238.8154158486623
264100,10003,NY,New York,MANHATTAN,2018-11-30,3426.083765626065
264282,10016,NY,New York,MANHATTAN,2018-11-30,3637.377049514032
264367,10011,NY,New York,MANHATTAN,2018-11-30,3795.022068825212
264408,10461,NY,New York,BRONX,2018-11-30,1605.3199789337516
264461,11237,NY,New York,BROOKLYN,2018-11-30,2511.3709935832017
264476,10028,NY,New York,MANHATTAN,2018-11-30,2825.886511983991
264585,11228,NY,New York,BROOKLYN,2018-11-30,1619.3010170954242
264590,11205,NY,New York,BROOKLYN,2018-11-30,2730.4978559869155
264634,10040,NY,New York,MANHATTAN,2018-11-30,1903.5696963017904
264728,11374,NY,New York,QUEENS,2018-11-30,2108.737435071194
264731,10465,NY,New York,BRONX,2018-11-30,1846.4068167775583
264793,10019,NY,New York,MANHATTAN,2018-11-30,3469.452606726964
264914,10034,NY,New York,MANHATTAN,2018-11-30,1956.3217332302363
264993,10021,NY,New York,MANHATTAN,2018-11-30,2753.0793377924656
265135,11217,NY,New York,BROOKLYN,2018-11-30,3110.1701837052783
265207,11101,NY,New York,QUEENS,2018-11-30,2950.5176185341707
265252,10026,NY,New York,MANHATTAN,2018-11-30,2730.87356416385
265378,11222,NY,New York,BROOKLYN,2018-11-30,2964.218732764873
265405,11231,NY,New York,BROOKLYN,2018-11-30,3063.9954962302418
265417,11106,NY,New York,QUEENS,2018-11-30,2185.3242094034586
265429,11249,NY,New York,BROOKLYN,2018-11-30,3520.363157543893
265581,11105,NY,New York,QUEENS,2018-11-30,2362.485597793261
265590,10010,NY,New York,MANHATTAN,2018-11-30,3717.5194800108206
265730,10035,NY,New York,MANHATTAN,2018-11-30,2480.056581243442
265857,11103,NY,New York,QUEENS,2018-11-30,2022.4789643230783
266005,10022,NY,New York,MANHATTAN,2018-11-30,3304.7504848013414
266365,10014,NY,New York,MANHATTAN,2018-11-30,3729.5127331115914
266384,10030,NY,New York,MANHATTAN,2018-11-30,2162.8161388667054
266424,11102,NY,New York,QUEENS,2018-11-30,2393.91756692118
266809,10065,NY,New York,MANHATTAN,2018-11-30,3167.9993251774304
266930,10013,NY,New York,MANHATTAN,2018-11-30,4841.478456047993
267265,10036,NY,New York,MANHATTAN,2018-11-30,3248.539757188832
267267,10075,NY,New York,MANHATTAN,2018-11-30,2420.518916848177
267295,10001,NY,New York,MANHATTAN,2018-11-30,4077.064752837858
267612,10038,NY,New York,MANHATTAN,2018-11-30,3758.322032071947
267703,10012,NY,New York,MANHATTAN,2018-11-30,3341.617640878794
267994,10037,NY,New York,MANHATTAN,2018-11-30,2097.118548015605
268640,10017,NY,New York,MANHATTAN,2018-11-30,3155.868271607736
269036,10018,NY,New York,MANHATTAN,2018-11-30,3712.461104773676
269135,10007,NY,New York,MANHATTAN,2018-11-30,6046.195542626449
269242,10280,NY,New York,MANHATTAN,2018-11-30,3526.2347521272964
269316,10005,NY,New York,MANHATTAN,2018-11-30,3791.0462761882886
269361,10282,NY,New York,MANHATTAN,2018-11-30,5959.90183494637
269387,10069,NY,New York,MANHATTAN,2018-11-30,4928.656229470118
269419,10004,NY,New York,MANHATTAN,2018-11-30,3868.948266904746
269433,10006,NY,New York,MANHATTAN,2018-11-30,3419.5294705878914
269455,11109,NY,New York,QUEENS,2018-11-30,3061.230548180949
269464,11385,NY,New York,QUEENS,2018-12-31,2520.4289151708867
269473,10467,NY,New York,BRONX,2018-12-31,1705.108892582308
269474,11226,NY,New York,BROOKLYN,2018-12-31,2209.424386747203
269489,11220,NY,New York,BROOKLYN,2018-12-31,2024.1437050989316
269493,11207,NY,New York,BROOKLYN,2018-12-31,2383.2657800687607
269495,11214,NY,New York,BROOKLYN,2018-12-31,1798.4689239901156
269497,10025,NY,New York,MANHATTAN,2018-12-31,3220.177889505592
269500,10314,NY,New York,STATEN_ISLAND,2018-12-31,1778.0380004245924
269509,11221,NY,New York,BROOKLYN,2018-12-31,2522.4572797847804
269515,10458,NY,New York,BRONX,2018-12-31,1801.0923410258704
269523,11235,NY,New York,BROOKLYN,2018-12-31,2012.8615916183808
269524,11223,NY,New York,BROOKLYN,2018-12-31,1724.2922491615532
269529,11206,NY,New York,BROOKLYN,2018-12-31,2869.590714476132
269540,11229,NY,New York,BROOKLYN,2018-12-31,1966.9065544430384
269542,11355,NY,New York,QUEENS,2018-12-31,1895.883823733613
269551,11230,NY,New York,BROOKLYN,2018-12-31,2074.6298614011102
269554,11233,NY,New York,BROOKLYN,2018-12-31,2356.64177157833
269558,10457,NY,New York,BRONX,2018-12-31,1660.2719899398185
269568,10462,NY,New York,BRONX,2018-12-31,1663.1335858387372
269575,10029,NY,New York,MANHATTAN,2018-12-31,2515.0343310802355
269578,11218,NY,New York,BROOKLYN,2018-12-31,2269.1491019082214
269594,10002,NY,New York,MANHATTAN,2018-12-31,3147.0128177308547
269611,11375,NY,New York,QUEENS,2018-12-31,2123.0596225353747
269632,10463,NY,New York,BRONX,2018-12-31,2312.2651773586217
269649,11215,NY,New York,BROOKLYN,2018-12-31,2831.7591293203445
269688,11213,NY,New York,BROOKLYN,2018-12-31,2379.794375973628
269694,11210,NY,New York,BROOKLYN,2018-12-31,2272.8595709681463
269700,11209,NY,New York,BROOKLYN,2018-12-31,1885.598182348742
269702,10027,NY,New York,MANHATTAN,2018-12-31,2600.0976544080777
269727,11211,NY,New York,BROOKLYN,2018-12-31,3126.543117086893
269749,11201,NY,New York,BROOKLYN,2018-12-31,3421.072139475721
269750,10032,NY,New York,MANHATTAN,2018-12-31,2255.633968652745
269753,10023,NY,New York,MANHATTAN,2018-12-31,3483.678087128572
269872,10128,NY,New York,MANHATTAN,2018-12-31,2816.2604659622034
269882,11238,NY,New York,BROOKLYN,2018-12-31,3123.6280881183857
269894,11216,NY,New York,BROOKLYN,2018-12-31,2484.903804963049
269898,10009,NY,New York,MANHATTAN,2018-12-31,3253.047928426234
269902,11435,NY,New York,QUEENS,2018-12-31,1672.5761711698467
269903,10024,NY,New York,MANHATTAN,2018-12-31,3098.8220830084306
269917,11225,NY,New York,BROOKLYN,2018-12-31,2380.92573335129
269922,10033,NY,New York,MANHATTAN,2018-12-31,2388.336715424735
270030,10031,NY,New York,MANHATTAN,2018-12-31,2423.042140928146
270075,11354,NY,New York,QUEENS,2018-12-31,2254.480497345145
270088,10003,NY,New York,MANHATTAN,2018-12-31,3440.1864060674866
270270,10016,NY,New York,MANHATTAN,2018-12-31,3640.2400400004512
270355,10011,NY,New York,MANHATTAN,2018-12-31,3772.11747106879
270396,10461,NY,New York,BRONX,2018-12-31,1607.6177828514471
270449,11237,NY,New York,BROOKLYN,2018-12-31,2462.328625037281
270464,10028,NY,New York,MANHATTAN,2018-12-31,2831.837073093724
270573,11228,NY,New York,BROOKLYN,2018-12-31,1596.6536741567345
270578,11205,NY,New York,BROOKLYN,2018-12-31,2778.577742345855
270622,10040,NY,New York,MANHATTAN,2018-12-31,1898.9625674617423
270716,11374,NY,New York,QUEENS,2018-12-31,2141.1316809593222
270719,10465,NY,New York,BRONX,2018-12-31,1836.907246727462
270781,10019,NY,New York,MANHATTAN,2018-12-31,3464.540977922195
