,zip_code,state,city,borough,date,mean_rent
4,11385,NY,New York,QUEENS,2015-03-31,2216.568524128707
13,10467,NY,New York,BRONX,2015-03-31,1303.888993436869
14,11226,NY,New York,BROOKLYN,2015-03-31,1909.3836813533355
29,11220,NY,New York,BROOKLYN,2015-03-31,1686.4217060077845
33,11207,NY,New York,BROOKLYN,2015-03-31,2113.6104483958666
35,11214,NY,New York,BROOKLYN,2015-03-31,1529.5554596565305
37,10025,NY,New York,MANHATTAN,2015-03-31,3115.260749103786
49,11221,NY,New York,BROOKLYN,2015-03-31,2217.6897812509774
55,10458,NY,New York,BRONX,2015-03-31,1360.6055567168396
63,11235,NY,New York,BROOKLYN,2015-03-31,1752.4653444007151
69,11206,NY,New York,BROOKLYN,2015-03-31,2758.677774099697
80,11229,NY,New York,BROOKLYN,2015-03-31,1765.2542526054813
82,11355,NY,New York,QUEENS,2015-03-31,1605.8432091320883
91,11230,NY,New York,BROOKLYN,2015-03-31,1765.060170010421
94,11233,NY,New York,BROOKLYN,2015-03-31,2034.3105887795728
98,10457,NY,New York,BRONX,2015-03-31,1309.3121393049744
108,10462,NY,New York,BRONX,2015-03-31,1339.9261216943833
115,10029,NY,New York,MANHATTAN,2015-03-31,2334.3893615538805
118,11218,NY,New York,BROOKLYN,2015-03-31,2102.381607195523
134,10002,NY,New York,MANHATTAN,2015-03-31,2946.61637115688
151,11375,NY,New York,QUEENS,2015-03-31,1926.7931971470696
172,10463,NY,New York,BRONX,2015-03-31,2068.400786197425
189,11215,NY,New York,BROOKLYN,2015-03-31,2645.3603196629174
228,11213,NY,New York,BROOKLYN,2015-03-31,1880.7274362404528
240,11209,NY,New York,BROOKLYN,2015-03-31,1694.7021230326077
242,10027,NY,New York,MANHATTAN,2015-03-31,2386.3659554194505
267,11211,NY,New York,BROOKLYN,2015-03-31,3184.2753091192058
289,11201,NY,New York,BROOKLYN,2015-03-31,3161.319105333188
290,10032,NY,New York,MANHATTAN,2015-03-31,2018.7816674021535
293,10023,NY,New York,MANHATTAN,2015-03-31,3420.1263607340256
412,10128,NY,New York,MANHATTAN,2015-03-31,2606.199307763233
422,11238,NY,New York,BROOKLYN,2015-03-31,3101.280068988796
434,11216,NY,New York,BROOKLYN,2015-03-31,2274.6449273706507
438,10009,NY,New York,MANHATTAN,2015-03-31,3081.0787703851
442,11435,NY,New York,QUEENS,2015-03-31,1438.2859733074554
443,10024,NY,New York,MANHATTAN,2015-03-31,2977.2696693259945
457,11225,NY,New York,BROOKLYN,2015-03-31,2033.6297723415405
462,10033,NY,New York,MANHATTAN,2015-03-31,2119.2669445957777
570,10031,NY,New York,MANHATTAN,2015-03-31,2183.360173266376
615,11354,NY,New York,QUEENS,2015-03-31,1996.217254939164
628,10003,NY,New York,MANHATTAN,2015-03-31,3208.337457352654
810,10016,NY,New York,MANHATTAN,2015-03-31,3510.9602132324994
895,10011,NY,New York,MANHATTAN,2015-03-31,3556.321592873554
936,10461,NY,New York,BRONX,2015-03-31,1289.101540838241
989,11237,NY,New York,BROOKLYN,2015-03-31,2364.930770039978
1004,10028,NY,New York,MANHATTAN,2015-03-31,2640.8204037255487
1113,11228,NY,New York,BROOKLYN,2015-03-31,1311.265609435095
1118,11205,NY,New York,BROOKLYN,2015-03-31,2495.21696145189
1162,10040,NY,New York,MANHATTAN,2015-03-31,1678.2510808054478
1256,11374,NY,New York,QUEENS,2015-03-31,1856.86098105164
1321,10019,NY,New York,MANHATTAN,2015-03-31,3445.4748276624914
1521,10021,NY,New York,MANHATTAN,2015-03-31,2591.8201834629654
1663,11217,NY,New York,BROOKLYN,2015-03-31,2939.0196972710737
1735,11101,NY,New York,QUEENS,2015-03-31,2765.704010331362
1780,10026,NY,New York,MANHATTAN,2015-03-31,2540.2823483425764
1906,11222,NY,New York,BROOKLYN,2015-03-31,2689.34634670936
1933,11231,NY,New York,BROOKLYN,2015-03-31,2816.9688161172307
1945,11106,NY,New York,QUEENS,2015-03-31,2115.728441874907
1957,11249,NY,New York,BROOKLYN,2015-03-31,3539.721264909153
2109,11105,NY,New York,QUEENS,2015-03-31,2209.477697496131
2118,10010,NY,New York,MANHATTAN,2015-03-31,3583.57692361772
2258,10035,NY,New York,MANHATTAN,2015-03-31,2170.9035084171555
2385,11103,NY,New York,QUEENS,2015-03-31,1863.05752315384
2533,10022,NY,New York,MANHATTAN,2015-03-31,3153.5565568023467
2893,10014,NY,New York,MANHATTAN,2015-03-31,3444.3465561581543
2912,10030,NY,New York,MANHATTAN,2015-03-31,1951.0563633329643
2952,11102,NY,New York,QUEENS,2015-03-31,2246.7557184818725
3337,10065,NY,New York,MANHATTAN,2015-03-31,2943.8513961610124
3458,10013,NY,New York,MANHATTAN,2015-03-31,4436.790561115876
3793,10036,NY,New York,MANHATTAN,2015-03-31,3199.3997901967846
3795,10075,NY,New York,MANHATTAN,2015-03-31,2266.246979436856
3823,10001,NY,New York,MANHATTAN,2015-03-31,3898.6963934775263
4140,10038,NY,New York,MANHATTAN,2015-03-31,3657.631764029856
4231,10012,NY,New York,MANHATTAN,2015-03-31,3151.2968344005926
5168,10017,NY,New York,MANHATTAN,2015-03-31,3060.887768137321
5564,10018,NY,New York,MANHATTAN,2015-03-31,3691.3046930382666
5844,10005,NY,New York,MANHATTAN,2015-03-31,3518.312558636472
5889,10282,NY,New York,MANHATTAN,2015-03-31,5780.283725309608
5947,10004,NY,New York,MANHATTAN,2015-03-31,3735.769510687749
5961,10006,NY,New York,MANHATTAN,2015-03-31,3278.20757560164
5983,11109,NY,New York,QUEENS,2015-03-31,2790.271935798825
5992,11385,NY,New York,QUEENS,2015-04-30,2254.288367790436
6001,10467,NY,New York,BRONX,2015-04-30,1305.2557092362783
6002,11226,NY,New York,BROOKLYN,2015-04-30,1967.7415760136296
6017,11220,NY,New York,BROOKLYN,2015-04-30,1759.5773184229936
6021,11207,NY,New York,BROOKLYN,2015-04-30,2076.271899011177
6023,11214,NY,New York,BROOKLYN,2015-04-30,1593.8192458534438
6025,10025,NY,New York,MANHATTAN,2015-04-30,3104.1105286561738
6037,11221,NY,New York,BROOKLYN,2015-04-30,2263.7971024410936
6043,10458,NY,New York,BRONX,2015-04-30,1380.4570529150842
6051,11235,NY,New York,BROOKLYN,2015-04-30,1775.097254062695
6052,11223,NY,New York,BROOKLYN,2015-04-30,1514.620201884829
6057,11206,NY,New York,BROOKLYN,2015-04-30,2838.036834384789
6068,11229,NY,New York,BROOKLYN,2015-04-30,1762.8680815188984
6070,11355,NY,New York,QUEENS,2015-04-30,1572.6064074678316
6079,11230,NY,New York,BROOKLYN,2015-04-30,1778.479465372974
6082,11233,NY,New York,BROOKLYN,2015-04-30,2023.5477364398296
6086,10457,NY,New York,BRONX,2015-04-30,1293.7394881452683
6096,10462,NY,New York,BRONX,2015-04-30,1365.5002232050529
6103,10029,NY,New York,MANHATTAN,2015-04-30,2348.5263993876706
6106,11218,NY,New York,BROOKLYN,2015-04-30,2129.686716248514
6122,10002,NY,New York,MANHATTAN,2015-04-30,2956.060397705289
6139,11375,NY,New York,QUEENS,2015-04-30,1911.7374110303117
6160,10463,NY,New York,BRONX,2015-04-30,2067.3166913185178
6177,11215,NY,New York,BROOKLYN,2015-04-30,2642.6912681857507
6216,11213,NY,New York,BROOKLYN,2015-04-30,2001.169940798227
6228,11209,NY,New York,BROOKLYN,2015-04-30,1700.8962620509683
6230,10027,NY,New York,MANHATTAN,2015-04-30,2402.340370952074
6255,11211,NY,New York,BROOKLYN,2015-04-30,3175.9235882003613
6277,11201,NY,New York,BROOKLYN,2015-04-30,3180.011291720109
6278,10032,NY,New York,MANHATTAN,2015-04-30,2036.4600565322469
6281,10023,NY,New York,MANHATTAN,2015-04-30,3417.1179939819745
6400,10128,NY,New York,MANHATTAN,2015-04-30,2625.838882845352
6410,11238,NY,New York,BROOKLYN,2015-04-30,3145.7578085188684
6422,11216,NY,New York,BROOKLYN,2015-04-30,2296.5775333433
6426,10009,NY,New York,MANHATTAN,2015-04-30,3124.2174568257246
6430,11435,NY,New York,QUEENS,2015-04-30,1455.530198596028
6431,10024,NY,New York,MANHATTAN,2015-04-30,2993.567418944601
6445,11225,NY,New York,BROOKLYN,2015-04-30,2064.444526213837
6450,10033,NY,New York,MANHATTAN,2015-04-30,2124.0760008221146
6558,10031,NY,New York,MANHATTAN,2015-04-30,2193.5355038754706
6603,11354,NY,New York,QUEENS,2015-04-30,2002.189171667272
6616,10003,NY,New York,MANHATTAN,2015-04-30,3255.6490005654514
6798,10016,NY,New York,MANHATTAN,2015-04-30,3530.111596874913
6883,10011,NY,New York,MANHATTAN,2015-04-30,3584.0748210072893
6924,10461,NY,New York,BRONX,2015-04-30,1274.9185618034344
6977,11237,NY,New York,BROOKLYN,2015-04-30,2413.3168898322488
6992,10028,NY,New York,MANHATTAN,2015-04-30,2662.160082749819
7101,11228,NY,New York,BROOKLYN,2015-04-30,1306.0849673193604
7106,11205,NY,New York,BROOKLYN,2015-04-30,2499.0658429987416
7150,10040,NY,New York,MANHATTAN,2015-04-30,1681.8865120013788
7244,11374,NY,New York,QUEENS,2015-04-30,1900.713902809293
7309,10019,NY,New York,MANHATTAN,2015-04-30,3473.599005725283
7509,10021,NY,New York,MANHATTAN,2015-04-30,2623.280771090799
7651,11217,NY,New York,BROOKLYN,2015-04-30,2956.773235375684
7723,11101,NY,New York,QUEENS,2015-04-30,2708.460482909108
7768,10026,NY,New York,MANHATTAN,2015-04-30,2587.072879096839
7894,11222,NY,New York,BROOKLYN,2015-04-30,2720.984248669729
7921,11231,NY,New York,BROOKLYN,2015-04-30,2755.3203533651567
7933,11106,NY,New York,QUEENS,2015-04-30,2095.8902136258444
7945,11249,NY,New York,BROOKLYN,2015-04-30,3624.117197725248
8097,11105,NY,New York,QUEENS,2015-04-30,2230.317185756887
8106,10010,NY,New York,MANHATTAN,2015-04-30,3600.4033827008084
8246,10035,NY,New York,MANHATTAN,2015-04-30,2215.969975596713
8373,11103,NY,New York,QUEENS,2015-04-30,1875.4882243377824
8521,10022,NY,New York,MANHATTAN,2015-04-30,3175.100494219721
8881,10014,NY,New York,MANHATTAN,2015-04-30,3492.759172865865
8900,10030,NY,New York,MANHATTAN,2015-04-30,1980.853381287601
8940,11102,NY,New York,QUEENS,2015-04-30,2280.9561369491703
9325,10065,NY,New York,MANHATTAN,2015-04-30,2962.7182977728235
9446,10013,NY,New York,MANHATTAN,2015-04-30,4499.342128510574
9781,10036,NY,New York,MANHATTAN,2015-04-30,3221.4427475187217
9783,10075,NY,New York,MANHATTAN,2015-04-30,2301.3715418868974
9811,10001,NY,New York,MANHATTAN,2015-04-30,3945.622620090372
10128,10038,NY,New York,MANHATTAN,2015-04-30,3740.392533227997
10219,10012,NY,New York,MANHATTAN,2015-04-30,3197.1446143190306
11156,10017,NY,New York,MANHATTAN,2015-04-30,3102.4741012278323
11552,10018,NY,New York,MANHATTAN,2015-04-30,3606.9576045977865
11832,10005,NY,New York,MANHATTAN,2015-04-30,3575.3134368974643
11877,10282,NY,New York,MANHATTAN,2015-04-30,5696.990546578601
11935,10004,NY,New York,MANHATTAN,2015-04-30,3782.4026018235777
11949,10006,NY,New York,MANHATTAN,2015-04-30,3274.003132100652
11971,11109,NY,New York,QUEENS,2015-04-30,2890.1352900009297
11980,11385,NY,New York,QUEENS,2015-05-31,2286.711171979881
11989,10467,NY,New York,BRONX,2015-05-31,1324.8174942240512
11990,11226,NY,New York,BROOKLYN,2015-05-31,1974.6639029789635
12005,11220,NY,New York,BROOKLYN,2015-05-31,1771.8064961654577
12009,11207,NY,New York,BROOKLYN,2015-05-31,2096.369979837838
12011,11214,NY,New York,BROOKLYN,2015-05-31,1631.8447605929778
12013,10025,NY,New York,MANHATTAN,2015-05-31,3106.8795936400325
12025,11221,NY,New York,BROOKLYN,2015-05-31,2304.2523990134223
12031,10458,NY,New York,BRONX,2015-05-31,1372.698496093398
12039,11235,NY,New York,BROOKLYN,2015-05-31,1787.33715260341
12040,11223,NY,New York,BROOKLYN,2015-05-31,1552.697419443998
12045,11206,NY,New York,BROOKLYN,2015-05-31,2876.673328664662
12056,11229,NY,New York,BROOKLYN,2015-05-31,1842.5322887367015
12058,11355,NY,New York,QUEENS,2015-05-31,1567.9908184783724
12067,11230,NY,New York,BROOKLYN,2015-05-31,1801.7298688825576
12070,11233,NY,New York,BROOKLYN,2015-05-31,2057.179920162374
12074,10457,NY,New York,BRONX,2015-05-31,1254.2349015937612
12084,10462,NY,New York,BRONX,2015-05-31,1365.5843518768304
12091,10029,NY,New York,MANHATTAN,2015-05-31,2341.1332715121484
12094,11218,NY,New York,BROOKLYN,2015-05-31,2177.6808488097417
12110,10002,NY,New York,MANHATTAN,2015-05-31,2960.585034825006
12127,11375,NY,New York,QUEENS,2015-05-31,1917.5073683291337
12148,10463,NY,New York,BRONX,2015-05-31,2023.941131277084
12165,11215,NY,New York,BROOKLYN,2015-05-31,2658.807837375964
12204,11213,NY,New York,BROOKLYN,2015-05-31,2018.901848829341
12216,11209,NY,New York,BROOKLYN,2015-05-31,1699.4309580436488
12218,10027,NY,New York,MANHATTAN,2015-05-31,2419.09169585546
12243,11211,NY,New York,BROOKLYN,2015-05-31,3200.9888553004694
12265,11201,NY,New York,BROOKLYN,2015-05-31,3208.55346680752
12266,10032,NY,New York,MANHATTAN,2015-05-31,2019.1617123429287
12269,10023,NY,New York,MANHATTAN,2015-05-31,3439.5559377667973
12388,10128,NY,New York,MANHATTAN,2015-05-31,2643.028591778572
12398,11238,NY,New York,BROOKLYN,2015-05-31,3039.1581100070616
12410,11216,NY,New York,BROOKLYN,2015-05-31,2350.2207710125144
12414,10009,NY,New York,MANHATTAN,2015-05-31,3149.4099781437253
12418,11435,NY,New York,QUEENS,2015-05-31,1478.5513433788271
12419,10024,NY,New York,MANHATTAN,2015-05-31,3010.025787095554
12433,11225,NY,New York,BROOKLYN,2015-05-31,2115.011243772498
12438,10033,NY,New York,MANHATTAN,2015-05-31,2093.662033841066
12546,10031,NY,New York,MANHATTAN,2015-05-31,2189.22853298272
12591,11354,NY,New York,QUEENS,2015-05-31,2032.0719856885576
12604,10003,NY,New York,MANHATTAN,2015-05-31,3275.4923114826
12786,10016,NY,New York,MANHATTAN,2015-05-31,3560.407946008884
12871,10011,NY,New York,MANHATTAN,2015-05-31,3575.9851730323394
12912,10461,NY,New York,BRONX,2015-05-31,1296.869057692995
12965,11237,NY,New York,BROOKLYN,2015-05-31,2492.4976588178283
12980,10028,NY,New York,MANHATTAN,2015-05-31,2665.7010024538863
13089,11228,NY,New York,BROOKLYN,2015-05-31,1341.1106931112
13094,11205,NY,New York,BROOKLYN,2015-05-31,2464.673239867253
13138,10040,NY,New York,MANHATTAN,2015-05-31,1685.8037730029168
13232,11374,NY,New York,QUEENS,2015-05-31,1918.0012519296567
13297,10019,NY,New York,MANHATTAN,2015-05-31,3490.093360471973
13497,10021,NY,New York,MANHATTAN,2015-05-31,2608.768497243394
13639,11217,NY,New York,BROOKLYN,2015-05-31,2922.442535573592
13711,11101,NY,New York,QUEENS,2015-05-31,2719.2974810751803
13756,10026,NY,New York,MANHATTAN,2015-05-31,2606.000491878417
13882,11222,NY,New York,BROOKLYN,2015-05-31,2738.167086577162
13909,11231,NY,New York,BROOKLYN,2015-05-31,2752.464868485823
13921,11106,NY,New York,QUEENS,2015-05-31,2099.940691897245
13933,11249,NY,New York,BROOKLYN,2015-05-31,3663.757770083912
14085,11105,NY,New York,QUEENS,2015-05-31,2319.2498977263576
14094,10010,NY,New York,MANHATTAN,2015-05-31,3589.017165764622
14234,10035,NY,New York,MANHATTAN,2015-05-31,2224.4109692514453
14361,11103,NY,New York,QUEENS,2015-05-31,1942.8983399644403
14509,10022,NY,New York,MANHATTAN,2015-05-31,3206.263687570006
14869,10014,NY,New York,MANHATTAN,2015-05-31,3497.7525088690977
14888,10030,NY,New York,MANHATTAN,2015-05-31,1934.5447797822048
14928,11102,NY,New York,QUEENS,2015-05-31,2279.6692047064766
15313,10065,NY,New York,MANHATTAN,2015-05-31,2987.9287583469995
15434,10013,NY,New York,MANHATTAN,2015-05-31,4578.979029666131
15769,10036,NY,New York,MANHATTAN,2015-05-31,3215.607794296901
15771,10075,NY,New York,MANHATTAN,2015-05-31,2301.814117907438
15799,10001,NY,New York,MANHATTAN,2015-05-31,3985.8228959009984
16116,10038,NY,New York,MANHATTAN,2015-05-31,3771.65259068262
16207,10012,NY,New York,MANHATTAN,2015-05-31,3187.091057177517
17144,10017,NY,New York,MANHATTAN,2015-05-31,3088.494356942638
17540,10018,NY,New York,MANHATTAN,2015-05-31,3583.2581694853247
17820,10005,NY,New York,MANHATTAN,2015-05-31,3584.7078906696497
17865,10282,NY,New York,MANHATTAN,2015-05-31,5768.080048756456
17923,10004,NY,New York,MANHATTAN,2015-05-31,3741.2047754027294
17937,10006,NY,New York,MANHATTAN,2015-05-31,3264.3162229722884
17959,11109,NY,New York,QUEENS,2015-05-31,2959.80026046783
17968,11385,NY,New York,QUEENS,2015-06-30,2333.5509727416406
17977,10467,NY,New York,BRONX,2015-06-30,1350.4402436772184
17978,11226,NY,New York,BROOKLYN,2015-06-30,1977.005318504628
17993,11220,NY,New York,BROOKLYN,2015-06-30,1839.2268220108128
17997,11207,NY,New York,BROOKLYN,2015-06-30,2077.953801907371
17999,11214,NY,New York,BROOKLYN,2015-06-30,1618.9238599401922
18001,10025,NY,New York,MANHATTAN,2015-06-30,3120.3787657680014
18013,11221,NY,New York,BROOKLYN,2015-06-30,2267.775591348657
18019,10458,NY,New York,BRONX,2015-06-30,1386.2994354825894
18027,11235,NY,New York,BROOKLYN,2015-06-30,1816.6256632750344
18028,11223,NY,New York,BROOKLYN,2015-06-30,1565.6280914203628
18033,11206,NY,New York,BROOKLYN,2015-06-30,2971.546583446989
18044,11229,NY,New York,BROOKLYN,2015-06-30,1667.8742006265272
18046,11355,NY,New York,QUEENS,2015-06-30,1547.4556003061182
18055,11230,NY,New York,BROOKLYN,2015-06-30,1847.4892916047768
18058,11233,NY,New York,BROOKLYN,2015-06-30,2122.595214931415
18062,10457,NY,New York,BRONX,2015-06-30,1259.5002537257528
18072,10462,NY,New York,BRONX,2015-06-30,1394.4870797730723
18079,10029,NY,New York,MANHATTAN,2015-06-30,2377.0630979330963
18082,11218,NY,New York,BROOKLYN,2015-06-30,2178.9405875067496
18098,10002,NY,New York,MANHATTAN,2015-06-30,2973.067120967773
18115,11375,NY,New York,QUEENS,2015-06-30,1931.8116020727384
18136,10463,NY,New York,BRONX,2015-06-30,2042.956680053464
18153,11215,NY,New York,BROOKLYN,2015-06-30,2674.2775106635536
18192,11213,NY,New York,BROOKLYN,2015-06-30,1964.623948234706
18204,11209,NY,New York,BROOKLYN,2015-06-30,1703.2063571034353
18206,10027,NY,New York,MANHATTAN,2015-06-30,2456.081948360181
18231,11211,NY,New York,BROOKLYN,2015-06-30,3201.228430436958
18253,11201,NY,New York,BROOKLYN,2015-06-30,3209.676913314846
18254,10032,NY,New York,MANHATTAN,2015-06-30,2059.6734864514924
18257,10023,NY,New York,MANHATTAN,2015-06-30,3433.4650469388034
18376,10128,NY,New York,MANHATTAN,2015-06-30,2643.5433535439856
18386,11238,NY,New York,BROOKLYN,2015-06-30,3078.0505724949658
18398,11216,NY,New York,BROOKLYN,2015-06-30,2344.648235980073
18402,10009,NY,New York,MANHATTAN,2015-06-30,3154.3808826300683
18406,11435,NY,New York,QUEENS,2015-06-30,1497.8563376856953
18407,10024,NY,New York,MANHATTAN,2015-06-30,3013.6911542875987
18421,11225,NY,New York,BROOKLYN,2015-06-30,2083.9530151726303
18426,10033,NY,New York,MANHATTAN,2015-06-30,2139.4558087728287
18534,10031,NY,New York,MANHATTAN,2015-06-30,2191.239470180747
18579,11354,NY,New York,QUEENS,2015-06-30,2046.6710073306344
18592,10003,NY,New York,MANHATTAN,2015-06-30,3272.9992052951416
18774,10016,NY,New York,MANHATTAN,2015-06-30,3574.686861535861
18859,10011,NY,New York,MANHATTAN,2015-06-30,3582.913560257992
18900,10461,NY,New York,BRONX,2015-06-30,1287.693368016959
18953,11237,NY,New York,BROOKLYN,2015-06-30,2535.567410406081
18968,10028,NY,New York,MANHATTAN,2015-06-30,2679.259417420997
19077,11228,NY,New York,BROOKLYN,2015-06-30,1366.4292783891558
19082,11205,NY,New York,BROOKLYN,2015-06-30,2456.955693285872
19126,10040,NY,New York,MANHATTAN,2015-06-30,1695.9447545494486
19220,11374,NY,New York,QUEENS,2015-06-30,1944.213771950536
19285,10019,NY,New York,MANHATTAN,2015-06-30,3497.3223027227928
19406,10034,NY,New York,MANHATTAN,2015-06-30,1827.475644015734
19485,10021,NY,New York,MANHATTAN,2015-06-30,2625.6205183304205
19627,11217,NY,New York,BROOKLYN,2015-06-30,2924.5205127308345
19699,11101,NY,New York,QUEENS,2015-06-30,2689.237900926492
19744,10026,NY,New York,MANHATTAN,2015-06-30,2619.89610309709
19870,11222,NY,New York,BROOKLYN,2015-06-30,2738.4998402223287
19897,11231,NY,New York,BROOKLYN,2015-06-30,2791.103509211885
19909,11106,NY,New York,QUEENS,2015-06-30,2130.374008486965
19921,11249,NY,New York,BROOKLYN,2015-06-30,3636.662888915116
20073,11105,NY,New York,QUEENS,2015-06-30,2320.549457026493
20082,10010,NY,New York,MANHATTAN,2015-06-30,3573.424903381805
20222,10035,NY,New York,MANHATTAN,2015-06-30,2232.2810586850014
20349,11103,NY,New York,QUEENS,2015-06-30,1957.1874793006768
20497,10022,NY,New York,MANHATTAN,2015-06-30,3253.071482920481
20857,10014,NY,New York,MANHATTAN,2015-06-30,3494.436616234293
20876,10030,NY,New York,MANHATTAN,2015-06-30,1940.920869118008
20916,11102,NY,New York,QUEENS,2015-06-30,2299.459148377728
21301,10065,NY,New York,MANHATTAN,2015-06-30,3006.895304754087
21422,10013,NY,New York,MANHATTAN,2015-06-30,4676.380455724601
21757,10036,NY,New York,MANHATTAN,2015-06-30,3250.4292913722206
21759,10075,NY,New York,MANHATTAN,2015-06-30,2312.2663606332
21787,10001,NY,New York,MANHATTAN,2015-06-30,4047.122133499212
22104,10038,NY,New York,MANHATTAN,2015-06-30,3747.977728107197
22195,10012,NY,New York,MANHATTAN,2015-06-30,3236.124327106787
23132,10017,NY,New York,MANHATTAN,2015-06-30,3093.47403151767
23528,10018,NY,New York,MANHATTAN,2015-06-30,3618.0916834600807
23808,10005,NY,New York,MANHATTAN,2015-06-30,3590.456639617755
23853,10282,NY,New York,MANHATTAN,2015-06-30,5746.743216721232
23911,10004,NY,New York,MANHATTAN,2015-06-30,3722.347396971548
23925,10006,NY,New York,MANHATTAN,2015-06-30,3301.887626700513
23947,11109,NY,New York,QUEENS,2015-06-30,2967.284933927488
23956,11385,NY,New York,QUEENS,2015-07-31,2349.592142334805
23965,10467,NY,New York,BRONX,2015-07-31,1366.1068560931108
23966,11226,NY,New York,BROOKLYN,2015-07-31,1951.4654666167608
23981,11220,NY,New York,BROOKLYN,2015-07-31,1841.6787538018464
23985,11207,NY,New York,BROOKLYN,2015-07-31,2139.5664708264285
23987,11214,NY,New York,BROOKLYN,2015-07-31,1571.520079438286
23989,10025,NY,New York,MANHATTAN,2015-07-31,3131.44265367988
24001,11221,NY,New York,BROOKLYN,2015-07-31,2254.192378872331
24007,10458,NY,New York,BRONX,2015-07-31,1403.3218637872387
24015,11235,NY,New York,BROOKLYN,2015-07-31,1789.7139483613073
24016,11223,NY,New York,BROOKLYN,2015-07-31,1540.7524629229415
24021,11206,NY,New York,BROOKLYN,2015-07-31,2946.113198649808
24032,11229,NY,New York,BROOKLYN,2015-07-31,1614.664381377661
24034,11355,NY,New York,QUEENS,2015-07-31,1561.22294310013
24043,11230,NY,New York,BROOKLYN,2015-07-31,1822.5859156594115
24046,11233,NY,New York,BROOKLYN,2015-07-31,2173.215782342315
24050,10457,NY,New York,BRONX,2015-07-31,1275.3963098922895
24060,10462,NY,New York,BRONX,2015-07-31,1380.5075843123857
24067,10029,NY,New York,MANHATTAN,2015-07-31,2400.1917476367016
24070,11218,NY,New York,BROOKLYN,2015-07-31,2160.4813800869206
24086,10002,NY,New York,MANHATTAN,2015-07-31,2988.0507387243683
24103,11375,NY,New York,QUEENS,2015-07-31,1957.7732910454229
24124,10463,NY,New York,BRONX,2015-07-31,2046.1736887679688
24141,11215,NY,New York,BROOKLYN,2015-07-31,2680.9653599018
24180,11213,NY,New York,BROOKLYN,2015-07-31,1993.4843133235888
24192,11209,NY,New York,BROOKLYN,2015-07-31,1730.0045329574837
24194,10027,NY,New York,MANHATTAN,2015-07-31,2453.8538933833643
24219,11211,NY,New York,BROOKLYN,2015-07-31,3224.8738835531344
24241,11201,NY,New York,BROOKLYN,2015-07-31,3225.418698319601
24242,10032,NY,New York,MANHATTAN,2015-07-31,2065.865175886164
24245,10023,NY,New York,MANHATTAN,2015-07-31,3435.853914766082
24364,10128,NY,New York,MANHATTAN,2015-07-31,2648.891909158568
24374,11238,NY,New York,BROOKLYN,2015-07-31,3013.69605884259
24386,11216,NY,New York,BROOKLYN,2015-07-31,2319.375734744536
24390,10009,NY,New York,MANHATTAN,2015-07-31,3162.431468603292
24394,11435,NY,New York,QUEENS,2015-07-31,1532.3243985982308
24395,10024,NY,New York,MANHATTAN,2015-07-31,3016.703215050393
24409,11225,NY,New York,BROOKLYN,2015-07-31,2091.900206511751
24414,10033,NY,New York,MANHATTAN,2015-07-31,2151.4319932022745
24522,10031,NY,New York,MANHATTAN,2015-07-31,2242.715191863881
24567,11354,NY,New York,QUEENS,2015-07-31,2016.157750610564
24580,10003,NY,New York,MANHATTAN,2015-07-31,3265.113903130363
24762,10016,NY,New York,MANHATTAN,2015-07-31,3571.857386212219
24847,10011,NY,New York,MANHATTAN,2015-07-31,3588.5498601430786
24888,10461,NY,New York,BRONX,2015-07-31,1321.09170641488
24941,11237,NY,New York,BROOKLYN,2015-07-31,2577.9464600960623
24956,10028,NY,New York,MANHATTAN,2015-07-31,2683.014781696739
25065,11228,NY,New York,BROOKLYN,2015-07-31,1401.1462345713132
25070,11205,NY,New York,BROOKLYN,2015-07-31,2469.5998389705605
25114,10040,NY,New York,MANHATTAN,2015-07-31,1717.5195665290296
25208,11374,NY,New York,QUEENS,2015-07-31,1990.2647876014992
25273,10019,NY,New York,MANHATTAN,2015-07-31,3509.676654335897
25394,10034,NY,New York,MANHATTAN,2015-07-31,1819.751213762532
25473,10021,NY,New York,MANHATTAN,2015-07-31,2628.6760677773627
25615,11217,NY,New York,BROOKLYN,2015-07-31,2918.645705477205
25687,11101,NY,New York,QUEENS,2015-07-31,2734.4939163438207
25732,10026,NY,New York,MANHATTAN,2015-07-31,2625.174989566078
25858,11222,NY,New York,BROOKLYN,2015-07-31,2766.695704526652
25885,11231,NY,New York,BROOKLYN,2015-07-31,2830.551799901039
25897,11106,NY,New York,QUEENS,2015-07-31,2122.411086716316
25909,11249,NY,New York,BROOKLYN,2015-07-31,3563.2622116582047
26061,11105,NY,New York,QUEENS,2015-07-31,2286.9466357547603
26070,10010,NY,New York,MANHATTAN,2015-07-31,3587.416731098408
26210,10035,NY,New York,MANHATTAN,2015-07-31,2245.316998958893
26337,11103,NY,New York,QUEENS,2015-07-31,2001.61106736994
26485,10022,NY,New York,MANHATTAN,2015-07-31,3252.292391890538
26845,10014,NY,New York,MANHATTAN,2015-07-31,3506.1123117335205
26864,10030,NY,New York,MANHATTAN,2015-07-31,1914.7002001313
26904,11102,NY,New York,QUEENS,2015-07-31,2328.4109078014667
27289,10065,NY,New York,MANHATTAN,2015-07-31,3004.1575797802734
27410,10013,NY,New York,MANHATTAN,2015-07-31,4693.909081821587
27745,10036,NY,New York,MANHATTAN,2015-07-31,3255.85449271897
